"Title","Artist","Spins"
"Payphone f/Wiz Khali...","MAROON 5",14182
"Call Me Maybe","CARLY RAE JEPSEN",13783
"Where Have You Been","RIHANNA",12168
"Somebody That I Used...","GOTYE",11033
"Lights","ELLIE GOULDING",10405
"Wide Awake","KATY PERRY",10215
"Scream","USHER",9034
"What Makes You Beaut...","ONE DIRECTION",8180
"Starships","NICKI MINAJ",7715
"Titanium f/Sia","DAVID GUETTA",7324
"We Are Young f/Janel...","FUN.",7123
"Wild Ones f/Sia","FLO RIDA",6165
"Let's Go f/Ne-Yo","CALVIN HARRIS",6054
"Give Your Heart A Br...","DEMI LOVATO",5892
"Fighter f/Ryan Tedde...","GYM CLASS HEROES",5797
"Back In Time","PITBULL",5355
"One Thing","ONE DIRECTION",5084
"Boyfriend","JUSTIN BIEBER",4951
"Want U Back","CHER LLOYD",4440
"We Run The Night f/P...","HAVANA BROWN",4435
"Broken Hearted","KARMIN",4306
"How We Do (Party)","RITA ORA",3359
"Both Of Us f/Taylor ...","B.O.B",3113
"Good Time","OWL CITY & CARLY RAE...",2821
"Chasing The Sun","THE WANTED",2805
"Part Of Me","KATY PERRY",2495
"Whistle","FLO RIDA",2386
"Feel So Close","CALVIN HARRIS",2304
"Everybody Talks","NEON TREES",2226
"I Won't Give Up","JASON MRAZ",1988
"Rumour Has It","ADELE",1875
"Tongue Tied","GROUPLOVE",1866
"Now Or Never","OUTASIGHT",1490
"Dark Side","KELLY CLARKSON",1416
"Too Close","ALEX CLARE",1151
"Only One","SAMMY ADAMS",1116
"She's So Mean","MATCHBOX TWENTY",980
"Some Nights","FUN.",974
"Drank In My Cup","KIRKO BANGZ",970
"Back 2 Life (Live It...","SEAN KINGSTON",859
"The Motto f/Lil Wayn...","DRAKE",802
"Burn It Down","LINKIN PARK",688
"Blow Me (One Last Ki...","PINK",669
"Don't Wake Me Up","CHRIS BROWN",654
"Mind Your Manners f/...","CHIDDY BANG",638
"Hit And Run","BREATHE CAROLINA",610
"Goin' In f/Flo Rida","JENNIFER LOPEZ",586
"Home","PHILLIP PHILLIPS",521
"As Long As You Love ...","JUSTIN BIEBER",504
"Hurt Me Tomorrow","K'NAAN",492
