"Title","Artist","Spins"
"I Knew You Were Troubl...","TAYLOR SWIFT",15318
"Locked Out Of Heaven","BRUNO MARS",13523
"Beauty And A Beat f/N....","JUSTIN BIEBER",12718
"Ho Hey","LUMINEERS",12476
"Don't You Worry Child","SWEDISH HOUSE MAFIA",11385
"Try","PINK",9768
"Scream And Shout","WILL.I.AM & BRITNEY SP...",9559
"I Cry","FLO RIDA",7973
"The A Team","ED SHEERAN",7412
"Girl On Fire","ALICIA KEYS",7347
"Daylight","MAROON 5",6988
"Thrift Shop f/Wanz","MACKLEMORE & RYAN LEWI...",6896
"Suit & Tie f/JAY Z","JUSTIN TIMBERLAKE",6671
"Diamonds","RIHANNA",6639
"C'mon","KE$HA",6470
"Sweet Nothing f/Floren...","CALVIN HARRIS",6417
"Don't Stop The Party","PITBULL",6326
"Catch My Breath","KELLY CLARKSON",5308
"Die Young","KE$HA",5300
"It's Time","IMAGINE DRAGONS",5040
"Hall Of Fame f/will.i....","THE SCRIPT",4504
"Little Things","ONE DIRECTION",4099
"Wanted","HUNTER HAYES",2686
"Troublemaker f/Flo Rid...","OLLY MURS",2669
"Little Talks","OF MONSTERS AND MEN",2291
"Remember When (Push Re...","CHRIS WALLACE",2269
"Rest Of My Life","LUDACRIS F/USHER/DAVID...",1881
"When I Was Your Man","BRUNO MARS",1851
"Give Me Your Hand","THE READY SET",1569
"I Will Wait","MUMFORD & SONS",1543
"Who Booty f/French Mon...","JONN HART",1397
"Turn Around f/Ne-Yo","CONOR MAYNARD",1336
"Va Va Voom","NICKI MINAJ",1254
"Gold","BRITT NICOLE",1041
"Hey Porsche","NELLY",1035
"C'mon Let Me Ride f/Em...","SKYLAR GREY",954
"Feel This Moment","PITBULL",840
"Carry On","FUN.",808
"Kiss You","ONE DIRECTION",678
"Madness","MUSE",657
"Lessons In Love (All D...","NEON TREES",578
"Say You're Just A Frie...","AUSTIN MAHONE",466
"Swimming Pools (Drank)","KENDRICK LAMAR",445
"Just A Fool","C. AGUILERA & B. SHELT...",433
"Endlessly","THE CAB",402
"Forever Now","NE-YO",379
"She Wolf (Falling To P...","DAVID GUETTA",370
"Stay f/Mikky Ekko","RIHANNA",368
"How To Be A Heartbreak...","MARINA AND THE DIAMOND...",326
"Simply Amazing","TREY SONGZ",325
