"Title","Artist","Spins"
"Blow Me (One Last Ki...","PINK",12298
"Whistle","FLO RIDA",11472
"One More Night","MAROON 5",11392
"Everybody Talks","NEON TREES",10747
"As Long As You Love ...","JUSTIN BIEBER",9927
"Good Time","OWL CITY & CARLY RAE...",9848
"Give Your Heart A Br...","DEMI LOVATO",9393
"Lights","ELLIE GOULDING",8706
"We Are Never Ever Ge...","TAYLOR SWIFT",8575
"Some Nights","FUN.",8316
"Wide Awake","KATY PERRY",7450
"Too Close","ALEX CLARE",7348
"Titanium f/Sia","DAVID GUETTA",6918
"Pound The Alarm","NICKI MINAJ",6546
"Don't Wake Me Up","CHRIS BROWN",5435
"Finally Found You f/...","ENRIQUE IGLESIAS",4417
"Hello","KARMIN",4338
"Want U Back","CHER LLOYD",3637
"50 Ways To Say Goodb...","TRAIN",3553
"Let Me Love You","NE-YO",3429
"Let's Go f/Ne-Yo","CALVIN HARRIS",3303
"I Can Only Imagine f...","DAVID GUETTA",3212
"Gangnam Style","PSY",3198
"I Won't Give Up","JASON MRAZ",2950
"Burn It Down","LINKIN PARK",2466
"Heart Skips A Beat","OLLY MURS",2350
"Numb","USHER",2345
"Feel Again","ONEREPUBLIC",2031
"Vegas Girl","CONOR MAYNARD",1845
"Your Body","CHRISTINA AGUILERA",1807
"Home","PHILLIP PHILLIPS",1702
"Dark Side","KELLY CLARKSON",1644
"The A Team","ED SHEERAN",1288
"2 Reasons f/T.I.","TREY SONGZ",1224
"Spectrum f/Matthew K...","ZEDD",1176
"Live While We're You...","ONE DIRECTION",1100
"Say Somethin","AUSTIN MAHONE",1093
"R.I.P. f/Tinie Tempa...","RITA ORA",1044
"Remember When (Push ...","CHRIS WALLACE",869
"Ready Or Not","BRIDGIT MENDLER",717
"I Cry","FLO RIDA",674
"Mercy f/Big Sean/Pus...","KANYE WEST",671
"Hall Of Fame f/will....","THE SCRIPT",657
"Work Hard, Play Hard","WIZ KHALIFA",610
"She's So Mean","MATCHBOX TWENTY",589
"Bad For Me","MEGAN & LIZ",559
"Chasing The Sun","THE WANTED",452
"Don't You Worry Chil...","SWEDISH HOUSE MAFIA",390
"Settle Down","NO DOUBT",381
"Ho Hey","LUMINEERS",360
