"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13501,26,53,-13,98.267,-0.244,72,"7",1,13549,2321,99.332
2,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",12342,55,439,-32,90.752,0.664,100,"16",2,12342,1674,90.752
3,"=","ADELE Set Fire To The Rain",11983,-176,-902,-65,92.541,-1.429,116,"12",1,13928,2301,95.946
4,"=","WANTED Glad You Came",10337,133,1072,-15,75.038,0.861,72,"2",4,10337,1330,75.038
5,"=","GYM CLASS HEROES Ass Back Home",10321,193,920,138,72.877,0.761,117,"25",4,10321,1379,72.877
6,"+1","KATY PERRY Part Of Me",8927,167,1121,66,63.551,1.591,36,"10",6,8927,3625,63.551
7,"-1","JESSIE J Domino",8908,-305,-1335,-62,59.078,-1.271,186,"33",2,12024,1524,67.403
8,"=","PITBULL F/CHRIS BROWN International Love",8512,-134,-500,-122,61.158,-0.691,138,"23",5,9155,1086,62.67
9,"=","FLO RIDA Good Feeling",7570,-101,-714,46,57.192,-0.692,177,"29",1,13154,1657,85.747
10,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",7167,-15,4,-59,48.342,-0.147,117,"13",10,7182,1174,48.863
11,"+1","DRAKE Take Care f/Rihanna",6873,82,716,-2,56.362,-0.078,73,"14",11,6873,1220,56.44
12,"+1","FUN. We Are Young f/Janelle Monae",6832,357,2579,44,54.697,2.39,27,"1",12,6832,2579,54.697
13,"-2","RIHANNA We Found Love f/Calvin Harris",6780,-24,-494,161,57.17,-0.36,177,"48",1,14238,2184,95.593
14,"=","CALVIN HARRIS Feel So Close",6086,88,500,-54,44.976,0.215,40,"11",13,6086,1329,45.121
15,"=","OUTASIGHT Tonight Is The Night",5890,-17,224,-56,35.61,-0.013,140,"45",13,5907,572,35.623
16,"=","NICKI MINAJ Starships",5341,86,527,-10,38.188,0.955,35,"6/59",16,5341,1834,38.188
17,"=","FLO RIDA Wild Ones f/Sia",4980,102,1114,-34,39.207,0.74,45,"4",17,4980,1148,39.207
18,"=","CHRIS BROWN Turn Up The Music",4789,31,331,24,32.547,0.633,48,"18",18,4789,987,32.547
19,"+2","ONE DIRECTION What Makes You Beautiful",3682,203,1304,-1,23.029,1.338,20,"5",19,3682,1355,23.029
20,"-1","KARMIN Broken Hearted",3663,96,843,9,22.743,0.256,30,"43",19,3663,928,22.743
21,"-1","TRAIN Drive By",3542,-11,135,-45,19.917,0.375,65,"9",20,3553,527,19.917
22,"=","B.O.B So Good",2391,132,730,29,20.108,0.51,17,"19",22,2391,826,20.108
23,"=","CHRISTINA PERRI A Thousand Years",2010,9,128,-20,9.286,-0.137,75,"32",23,2010,280,9.423
24,"=","COLDPLAY Princess Of China",1990,1,-46,-3,10.18,-0.228,115,"56",24,2042,363,10.812
25,"+1","ADELE Rumour Has It",1875,85,782,-11,10.655,0.464,16,"35",25,1875,793,10.655
26,"-1","RIHANNA Talk That Talk f/Jay Z",1841,0,297,-41,11.453,0.094,42,"54",25,1841,339,11.453
27,"=","GOTYE Somebody That I Used To Know",1789,127,657,70,13.149,0.839,19,"3",27,1789,657,13.149
28,"=","JASON DERULO Breathing",1570,-3,136,6,6.812,0.068,45,"152",28,1573,432,6.812
29,"=","DEV & ENRIQUE IGLESIAS Naked",1516,15,163,-12,8.416,-0.074,59,"149",29,1516,318,8.49
30,"=","JAY Z & KANYE WEST N***** In Paris",1444,-32,-199,-4,11.27,-0.192,135,"49",15,5155,785,36.602
31,"=","J. COLE Workout",1275,0,-88,62,12.022,0.12,148,"100",12,5803,659,35.209
32,"=","TYGA Rack City",1149,-22,-100,-20,5.052,-0.18,53,"20",32,1257,287,8.937
33,"=","DRAKE The Motto f/Lil Wayne",1128,13,117,-5,11.855,0.597,30,"17",33,1128,237,11.855
34,"=","HAVANA BROWN We Run The Night f/Pitbull",1097,-11,20,-48,9.994,-0.239,37,"82",34,1125,237,10.526
35,"=","ELLIE GOULDING Lights",1069,17,94,7,5.153,0.116,39,"77",35,1069,201,5.153
36,"=","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1041,29,105,12,6.923,0.132,16,"246",36,1041,461,6.923
37,"+1","CARLY RAE JEPSEN Call Me Maybe",906,56,371,3,4.692,0.456,9,"8",37,906,410,4.692
38,"-1","LMFAO Sorry For Party Rocking",860,-81,-1097,209,3.792,-0.269,70,"71",19,3980,1009,16.853
39,"=","ALL-AMERICAN REJECTS Beekeeper's Daughte...",778,14,20,11,2.687,0.05,31,"691",39,778,204,2.687
40,"=","NEON HITCH F U Betta",731,17,181,5,1.96,0.052,16,"706",40,731,201,1.96
41,"=","DEMI LOVATO Give Your Heart A Break",727,19,117,13,4.119,0.076,20,"92",41,727,117,4.119
42,"=","CHIDDY BANG Ray Charles",651,-2,-49,-4,1.902,-0.108,32,"461",41,711,150,2.02
43,"=","CHRIS RENE Young Homie",581,10,82,-15,1.6,0.034,9,"58",43,581,171,1.6
44,"=","J. COLE Can't Get Enough f/Trey Songz",550,13,95,-8,3.674,0.301,9,"110",44,550,156,3.674
45,"=","CADY GROVES This Little Girl",533,-4,-6,-10,1.096,-0.022,26,"661",44,553,89,1.158
46,"=","USHER Climax",526,38,297,14,2.754,0.081,2,"40",46,526,297,2.754
47,"+1","WALLPAPER F**king Best Song Everrr",509,29,170,-1,3.192,0.193,4,"--",47,509,175,3.192
48,"-1","SEAN PAUL She Doesn't Mind",486,3,115,-22,1.788,-0.012,9,"223",47,486,158,1.8
49,"=","AVICII Levels",447,1,-31,51,3.84,0.011,75,"107",33,1352,260,9.722
50,"=","CHILDISH GAMBINO Heartbeat",334,-26,-202,-7,1.499,-0.035,56,"123",43,667,131,2.366
