"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13448,"+39",-138,"-27",97.487,"-0.529",75,"10",1,13549,2321,99.332
2,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",12506,"+80",521,"-59",91.699,"-0.100",103,"20",2,12506,1674,91.799
3,"=","ADELE Set Fire To The Rain",11635,"-88",-880,"-31",87.83,"-1.269",119,"15",1,13928,2301,95.946
4,"=","WANTED Glad You Came",10893,"+224",1081,"-64",77.899,"+1.117",75,"4",4,10893,1330,77.899
5,"=","GYM CLASS HEROES Ass Back Home",10641,"+75",807,"-180",73.093,"-0.481",120,"27",4,10641,1379,73.574
6,"=","KATY PERRY Part Of Me",9276,"+107",963,"-135",65.561,"+0.123",39,"11",6,9276,3625,65.561
7,"=","JESSIE J Domino",8206,"-192",-1495,"-46",56.717,"-0.516",189,"45",2,12024,1524,67.403
8,"=","PITBULL F/CHRIS BROWN International Love",8155,"-108",-603,"-101",58.203,"-0.789",141,"28",5,9155,1086,62.67
9,"=","FUN. We Are Young f/Janelle Monae",7990,"+422",2738,"+30",63.887,"+3.607",30,"1",9,7990,2738,63.887
10,"=","FLO RIDA Good Feeling",7291,"-53",-692,"-3",57.086,"+0.087",180,"32",1,13154,1657,85.747
11,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",7099,"-7",-60,"-60",46.943,"-0.267",120,"16",10,7182,1174,48.863
12,"=","DRAKE Take Care f/Rihanna",7041,"+102",424,"-148",56.277,"+0.235",76,"17",11,7041,1220,56.44
13,"=","RIHANNA We Found Love f/Calvin Harris",6608,"+8",-533,"+5",55.637,"+0.038",180,"53",1,14238,2184,95.593
14,"=","CALVIN HARRIS Feel So Close",6340,"+102",465,"-26",46.055,"+0.141",43,"12",13,6340,1329,46.055
15,"=","OUTASIGHT Tonight Is The Night",5980,"+56",211,"-11",36.555,"+0.699",143,"49",13,5980,572,36.555
16,"=","NICKI MINAJ Starships",5627,"+119",560,"+22",40.195,"+0.618",38,"7/59",16,5627,1834,40.195
17,"=","FLO RIDA Wild Ones f/Sia",5403,"+141",1050,"-132",41.439,"+0.385",48,"5",17,5403,1182,41.439
18,"=","CHRIS BROWN Turn Up The Music",4894,"+49",339,"-8",33.507,"+0.107",51,"23",18,4894,987,33.507
19,"=","ONE DIRECTION What Makes You Beautiful",4354,"+243",1349,"-14",26.866,"+1.360",23,"6",19,4354,1363,26.866
20,"=","KARMIN Broken Hearted",3983,"+103",843,"-67",23.877,"+0.074",33,"25",19,3983,936,23.877
21,"=","TRAIN Drive By",3639,"+61",172,"+48",20.572,"+0.248",68,"9",20,3639,527,20.572
22,"=","B.O.B So Good",2818,"+147",892,"+64",21.886,"+0.524",20,"14",22,2818,892,21.886
23,"=","ADELE Rumour Has It",2248,"+165",887,"+86",12.248,"+0.647",19,"35",23,2248,887,12.248
24,"+1","GOTYE Somebody That I Used To Know",2145,"+152",786,"+88",15.469,"+1.139",22,"2",24,2145,786,15.469
25,"-1","CHRISTINA PERRI A Thousand Years",2055,"+22",179,"+49",9.369,"+0.051",78,"36",23,2055,280,9.423
26,"+1","RIHANNA Talk That Talk f/Jay Z",1927,"+43",191,"-80",12.129,"+0.063",45,"52",25,1927,339,12.129
27,"-1","COLDPLAY Princess Of China",1802,"-104",-213,"-104",8.97,"-0.594",118,"63",24,2042,363,10.812
28,"=","JASON DERULO Breathing",1534,"+11",62,"-6",6.453,"-0.044",48,"182",28,1573,432,6.812
29,"=","DEV & ENRIQUE IGLESIAS Naked",1509,"-4",67,"-24",8.332,"-0.010",62,"130",29,1524,318,8.49
30,"=","JAY Z & KANYE WEST N***** In Paris",1313,"-46",-268,"-55",10.235,"-0.457",138,"58",15,5155,785,36.602
31,"=","J. COLE Workout",1234,"-15",-81,"-9",11.331,"-0.442",151,"118",12,5803,659,35.209
