"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",13099,-58,-234,58,83.221,-0.458,137,"12",1,13951,1685,86.013
2,"=","DAVID GUETTA Without You f/Usher",12424,5,794,-251,72.73,0.107,78,"3",2,12424,1586,72.73
3,"=","ADELE Someone Like You",12247,-169,-746,-142,78.439,-1.597,98,"4",2,13563,2614,91.686
4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",11456,-99,-782,100,82.048,-0.471,127,"9",1,14127,1893,93.336
5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",11450,-19,66,-68,65.879,-0.271,152,"16",4,11548,1097,70.438
6,"=","RIHANNA We Found Love f/Calvin Harris",10843,120,1702,-150,76.213,0.88,49,"1",6,10843,2184,76.213
7,"=","LMFAO Sexy And I Know It",10333,110,615,69,65.655,0.459,78,"2",6,10333,1530,65.655
8,"+1","DEV In The Dark",7848,-15,29,-47,50.948,0.006,107,"33",8,8037,1224,51.486
9,"-1","FOSTER THE PEOPLE Pumped Up Kicks",7728,-147,-1132,103,44.746,-0.994,122,"10",3,12112,1356,70.246
10,"=","JASON DERULO It Girl",6580,-54,166,-93,28.982,-0.21,87,"17",10,6634,1048,29.284
11,"=","KATY PERRY The One That Got Away",6415,158,987,-44,40.314,0.884,37,"11",11,6415,1631,40.314
12,"=","BRUNO MARS It Will Rain",6237,87,974,-134,35.67,0.07,41,"8",12,6237,1337,35.67
13,"=","KELLY CLARKSON Mr. Know It All",5761,-21,357,-83,28.552,-0.151,70,"20",13,5782,1093,29.195
14,"+1","FLO RIDA Good Feeling",5659,203,1130,81,35.049,1.1,49,"6",14,5659,1207,35.049
15,"-1","LMFAO Party Rock Anthem",5434,-28,-455,131,34.986,-0.106,186,"14",1,14043,1859,94.193
16,"=","NICKI MINAJ Fly f/Rihanna",4749,-11,317,-96,25.068,-0.331,56,"37",16,4760,987,25.465
17,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",4242,-133,-625,-28,27.683,-0.526,140,"90",2,11835,1599,78.403
18,"-1","LADY GAGA You And I",4132,-293,-2062,-60,20.931,-1.731,96,"32",7,7824,1553,44.474
19,"+1","SELENA GOMEZ & THE SCENE Love You Like A...",3428,123,605,94,16.698,0.404,82,"47",19,3428,605,16.698
20,"-1","BRITNEY SPEARS Criminal",3394,-16,64,-30,15.133,-0.313,53,"53",19,3422,669,17.372
21,"+1","T-PAIN 5 O'clock f/Wiz Khalifa",2955,89,620,10,18.377,0.357,36,"13",21,2955,637,18.377
22,"-1","ALEXANDRA STAN Mr. Saxobeat",2879,-104,-643,-15,27.725,-1.129,112,"57",18,4585,673,38.816
23,"=","GAVIN DEGRAW Not Over You",2623,52,515,-17,12.511,0.35,80,"45",23,2623,532,12.511
24,"=","LADY ANTEBELLUM Just A Kiss",2278,45,509,-16,9.136,0.126,53,"36",24,2278,525,9.136
25,"=","JESSIE J Domino",2256,46,310,-1,11.372,0.543,58,"46",24,2256,335,11.372
26,"=","DRAKE Headlines",2002,73,357,12,15.106,0.936,28,"26",26,2002,618,15.106
27,"+1","BREATHE CAROLINA Blackout",1742,31,325,-1,8.021,0.429,80,"87",27,1742,326,8.021
28,"+16","RIHANNA You Da One",1724,977,1724,977,20.764,10.396,2,"869",28,1724,1724,20.764
29,"=","HOT CHELLE RAE I Like It Like That f/New...",1674,27,135,3,6.612,0.022,44,"65",29,1674,407,6.612
30,"-3","ANDY GRAMMER Keep Your Head Up",1644,-88,-654,11,7.641,-0.294,140,"149",21,3215,355,13.959
31,"-1","NICKELBACK When We Stand Together",1568,-47,143,-123,5.282,-0.118,42,"58",30,1615,457,5.4
32,"=","FRAY Heartbeat",1542,60,540,-49,6.604,0.386,17,"281",32,1542,677,6.604
33,"-2","NICOLE SCHERZINGER Don't Hold Your Breat...",1502,-40,-11,-57,4.64,-0.058,48,"151",29,1562,446,5.007
34,"-1","JENNIFER LOPEZ Papi",1477,9,118,-20,5.586,-0.179,36,"248",32,1477,488,6.062
35,"=","OUTASIGHT Tonight Is The Night",1233,67,459,-20,5.529,0.289,12,"174",35,1233,500,5.529
