"Title","Artist","Spins"
"Boom Clap","CHARLI XCX",16492
"All About That Bass","MEGHAN TRAINOR",15712
"Maps","MAROON 5",14272
"Shake It Off","TAYLOR SWIFT",13062
"Break Free f/Zedd","ARIANA GRANDE",12972
"Rather Be f/Jess Glynne","CLEAN BANDIT",11543
"Black Widow f/Rita Ora","IGGY AZALEA",11523
"Stay With Me","SAM SMITH",11151
"Bailando f/Gente De Zona","ENRIQUE IGLESIAS",9098
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",9078
"Chandelier","SIA",8912
"Don't Tell 'Em f/YG","JEREMIH",7701
"Cool Kids","ECHOSMITH",6164
"Habits (Stay High)","TOVE LO",6043
"This Is How We Do","KATY PERRY",5912
"Don't","ED SHEERAN",5706
"Hideaway","KIESZA",4936
"Amnesia","5 SECONDS OF SUMMER",4843
"Problem f/Iggy Azalea","ARIANA GRANDE",4589
"A Sky Full Of Stars","COLDPLAY",4509
"Really Don't Care f/Cher Lloyd","DEMI LOVATO",3875
"Girls Chase Boys","INGRID MICHAELSON",3483
"2 On f/Schoolboy Q","TINASHE",3315
"Fireball f/John Ryan","PITBULL",3036
"Anaconda","NICKI MINAJ",2822
"Waves","MR PROBZ",2708
"Trumpets","JASON DERULO",2446
"Girls","THE 1975",1751
"First Flight Home","JAKE MILLER",1550
"Blame f/John Newman","CALVIN HARRIS",1419
"Love Runs Out","ONEREPUBLIC",1395
"Jealous","NICK JONAS",1253
"American Dream","MKTO",1181
"Undressed","KIM CESARION",1130
"Delirious (Boneless) f/Kid Ink","STEVE AOKI, C. LAKE & TUJAMO",1116
"Bend Ova f/Tyga","LIL JON",1054
"Wait On Me","RIXTON",1033
"Secrets","MARY LAMBERT",967
"V. 3005","CHILDISH GAMBINO",947
"Can't Stop Drinking About You","BEBE REXHA",947
"Heroes","ALESSO",750
"Lovers On The Sun f/Sam Martin","DAVID GUETTA",691
"All About You","HILARY DUFF",651
"Ugly Heart","G.R.L.",610
"Superbad","JESSE MCCARTNEY",595
"Ghost","ELLA HENDERSON",593
"No Mediocre f/Iggy Azalea","T.I.",439
"I Got U f/Jax Jones","DUKE DUMONT",429
"Heart Made Up On You","R5",427
"Somebody To You f/Demi Lovato","VAMPS",360
