"Title","Artist","Spins"
"Stressed Out","TWENTY ONE PILOTS",18267
"My House","FLO RIDA",17673
"Love Yourself","JUSTIN BIEBER",17294
"Roses f/Rozes","THE CHAINSMOKERS",14134
"Hands To Myself","SELENA GOMEZ",13920
"Me Myself And I f/Bebe Rexha","G-EAZY",12540
"Cake By The Ocean","DNCE",12379
"Sorry","JUSTIN BIEBER",10847
"Pillowtalk","ZAYN",10133
"Work f/Drake","RIHANNA",9904
"One Call Away","CHARLIE PUTH",9424
"I Took A Pill In Ibiza","MIKE POSNER",9279
"Sugar f/Francesco Yates","ROBIN SCHULZ",7819
"Something In The Way You Move","ELLIE GOULDING",7715
"In The Night","THE WEEKND",6712
"Never Forget You","ZARA LARSSON & MNEK",6139
"7 Years","LUKAS GRAHAM",5856
"NO","MEGHAN TRAINOR",5498
"Middle f/Bipolar Sunshine","DJ SNAKE",5438
"Work From Home","FIFTH HARMONY",4986
"New Romantics","TAYLOR SWIFT",4626
"Hello","ADELE",4435
"Stand By You","RACHEL PLATTEN",3932
"Youth","TROYE SIVAN",3717
"Wild Things","ALESSIA CARA",3512
"Company","JUSTIN BIEBER",3174
"Sound Of Your Heart","SHAWN HOOK",2730
"Something New f/Chris Brown","ZENDAYA",2544
"Make Me Like You","GWEN STEFANI",2495
"When We Were Young","ADELE",2274
"Over And Over Again f/A.Grande","NATHAN SYKES",1836
"Let It Go","JAMES BAY",1763
"Stole The Show f/Parson James","KYGO",1557
"History","ONE DIRECTION",1520
"Die A Happy Man","NELLY",1269
"Adventure Of A Lifetime","COLDPLAY",1209
"Lost Boy","RUTH B.",1078
"Perfect","ONE DIRECTION",1033
"Victorious","PANIC! AT THE DISCO",857
"Rock Bottom f/DNCE","HAILEE STEINFELD",840
"Say It","TORY LANEZ",781
"Get Ugly","JASON DERULO",707
"Ocean Drive","DUKE DUMONT",703
"Coming Over f/James Hersey","DILLON FRANCIS & KYGO",614
"Don't Be So Hard On Yourself","JESS GLYNNE",590
"Again","FETTY WAP",546
"Light It Up f/Nyla","MAJOR LAZER",541
"Colors","HALSEY",537
"I Know What You Did Last...","SHAWN MENDES & CAMILA CABELLO",505
"Cheap Thrills","SIA",495
