"Title","Artist","Spins"
"Uptown Funk f/Bruno Mars","MARK RONSON",18147
"Take Me To Church","HOZIER",14073
"Thinking Out Loud","ED SHEERAN",14029
"Blank Space","TAYLOR SWIFT",13437
"Lips Are Movin","MEGHAN TRAINOR",13036
"I'm Not The Only One","SAM SMITH",12526
"Jealous","NICK JONAS",12291
"Love Me Harder","ARIANA GRANDE & THE WEEKND",9335
"The Heart Wants What It Wants","SELENA GOMEZ",8893
"Time Of Our Lives f/Ne-Yo","PITBULL",7829
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",7774
"Ghost","ELLA HENDERSON",6962
"Centuries","FALL OUT BOY",6771
"Style","TAYLOR SWIFT",6686
"Sugar","MAROON 5",6114
"Stuck On A Feeling f/Snoop...","PRINCE ROYCE",5782
"Heroes","ALESSO",5398
"Animals","MAROON 5",5371
"I Lived","ONEREPUBLIC",5187
"Outside f/Ellie Goulding","CALVIN HARRIS",4491
"Night Changes","ONE DIRECTION",4371
"The Hanging Tree f/J. Lawrence","JAMES NEWTON HOWARD",4349
"Love Me Like You Do","ELLIE GOULDING",4091
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",3909
"Sledgehammer","FIFTH HARMONY",3784
"I Don't Mind f/Juicy J","USHER",3620
"Heartbeat Song","KELLY CLARKSON",2652
"She Knows f/Juicy J","NE-YO",2548
"Tuesday f/Drake","I LOVE MAKONNEN",2522
"Riptide","VANCE JOY",2172
"Chains","NICK JONAS",1934
"All About It f/Ed Sheeran","HOODIE ALLEN",1870
"Somebody f/Jeremih","NATALIE LA ROSE",1657
"Can't Stop Dancin'","BECKY G",1624
"What I Like About You","5 SECONDS OF SUMMER",1365
"Talking Body","TOVE LO",1287
"I Don't F**k With You f/E-40","BIG SEAN",1188
"Masterpiece","JESSIE J",1137
"Weekend","PRIORY",1041
"Beg For It f/MØ","IGGY AZALEA",896
"I Bet My Life","IMAGINE DRAGONS",865
"Truffle Butter f/Drake...","NICKI MINAJ",848
"GDFR f/Sage The Gemini","FLO RIDA",711
"Only One f/Paul McCartney","KANYE WEST",513
"Surrender","CASH CASH",474
"The Nights","AVICII",416
"Geronimo","SHEPPARD",388
"Wrapped Up f/Travie McCoy","OLLY MURS",335
"Body Language f/Usher/Tinashe","KID INK",322
"Bright","ECHOSMITH",304
