"Title","Artist","Spins"
"Locked Out Of Hea...","BRUNO MARS",15358
"Ho Hey","LUMINEERS",12461
"Diamonds","RIHANNA",11894
"I Cry","FLO RIDA",10811
"Beauty And A Beat...","JUSTIN BIEBER",10244
"I Knew You Were T...","TAYLOR SWIFT",10177
"One More Night","MAROON 5",9077
"Let Me Love You","NE-YO",8513
"Die Young","KE$HA",8349
"Home","PHILLIP PHILLIPS",8255
"Try","PINK",8135
"Don't You Worry C...","SWEDISH HOUSE MAF...",8015
"The A Team","ED SHEERAN",7974
"Some Nights","FUN.",6821
"Scream And Shout","WILL.I.AM & BRITN...",5623
"Don't Stop The Pa...","PITBULL",5534
"Girl On Fire","ALICIA KEYS",5476
"Sweet Nothing f/F...","CALVIN HARRIS",4799
"Daylight","MAROON 5",4623
"Little Things","ONE DIRECTION",4622
"Catch My Breath","KELLY CLARKSON",4117
"Hall Of Fame f/wi...","THE SCRIPT",3964
"It's Time","IMAGINE DRAGONS",3830
"C'mon","KE$HA",3287
"We Are Never Ever...","TAYLOR SWIFT",3280
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",2942
"Rest Of My Life","LUDACRIS F/USHER/...",2804
"Va Va Voom","NICKI MINAJ",2792
"Wanted","HUNTER HAYES",2327
"Remember When (Pu...","CHRIS WALLACE",1838
"Little Talks","OF MONSTERS AND M...",1474
"Give Me Your Hand","THE READY SET",1336
"Feel Again","ONEREPUBLIC",1171
"Gangnam Style","PSY",1121
"Turn Around f/Ne-...","CONOR MAYNARD",991
"Troublemaker f/Fl...","OLLY MURS",963
"Who Booty f/Frenc...","JONN HART",903
"Adorn","MIGUEL",872
"50 Ways To Say Go...","TRAIN",814
"Anything Could Ha...","ELLIE GOULDING",775
"My Life f/Eminem ...","50 CENT",551
"Gold","BRITT NICOLE",543
"Ready Or Not","BRIDGIT MENDLER",456
"Lessons In Love (...","NEON TREES",454
"I Will Wait","MUMFORD & SONS",440
"Just A Fool","C. AGUILERA & B. ...",431
"Endlessly","THE CAB",430
"Shooting Star","OWL CITY",399
"Madness","MUSE",389
"Oath f/Becky G","CHER LLOYD",365
