"Title","Artist","Spins"
"Locked Out Of Heaven","BRUNO MARS",15050
"Die Young","KE$HA",14455
"Diamonds","RIHANNA",13176
"Let Me Love You","NE-YO",11114
"One More Night","MAROON 5",10626
"Ho Hey","LUMINEERS",10352
"I Cry","FLO RIDA",10327
"Some Nights","FUN.",8532
"Home","PHILLIP PHILLIPS",8354
"Beauty And A Beat f/...","JUSTIN BIEBER",7737
"Try","PINK",6902
"The A Team","ED SHEERAN",6661
"I Knew You Were Trou...","TAYLOR SWIFT",6499
"Don't You Worry Chil...","SWEDISH HOUSE MAFIA",6383
"Va Va Voom","NICKI MINAJ",5999
"We Are Never Ever Ge...","TAYLOR SWIFT",4290
"Don't Stop The Party","PITBULL",4157
"Hall Of Fame f/will....","THE SCRIPT",3593
"Catch My Breath","KELLY CLARKSON",3591
"Little Things","ONE DIRECTION",3507
"Sweet Nothing f/Flor...","CALVIN HARRIS",3452
"Girl On Fire","ALICIA KEYS",3315
"Scream And Shout","WILL.I.AM & BRITNEY ...",3299
"It's Time","IMAGINE DRAGONS",3180
"Daylight","MAROON 5",3122
"Ready Or Not","BRIDGIT MENDLER",2255
"Anything Could Happe...","ELLIE GOULDING",2239
"Wanted","HUNTER HAYES",2215
"Rest Of My Life","LUDACRIS F/USHER/DAV...",2199
"Feel Again","ONEREPUBLIC",2168
"Oath f/Becky G","CHER LLOYD",1843
"Remember When (Push ...","CHRIS WALLACE",1576
"Gangnam Style","PSY",1434
"Give Me Your Hand","THE READY SET",1365
"Adorn","MIGUEL",1277
"Little Talks","OF MONSTERS AND MEN",1108
"50 Ways To Say Goodb...","TRAIN",1030
"Thrift Shop f/Wanz","MACKLEMORE & RYAN LE...",1024
"Turn Around f/Ne-Yo","CONOR MAYNARD",837
"I Found You","THE WANTED",684
"Live While We're You...","ONE DIRECTION",663
"Bad For Me","MEGAN & LIZ",616
"Who Booty f/French M...","JONN HART",569
"Bom Bom","SAM AND THE WOMP",391
"Endlessly","THE CAB",388
"Lessons In Love (All...","NEON TREES",336
"Shooting Star","OWL CITY",323
"Wish U Were Here f/B...","CODY SIMPSON",306
"Madness","MUSE",277
"Biggest Mistake","SECRET STATE",273
