"Title","Artist","Spins"
"All Of Me","JOHN LEGEND",17066
"Talk Dirty f/2 Chainz","JASON DERULO",15394
"Not A Bad Thing","JUSTIN TIMBERLAKE",13485
"Happy","PHARRELL WILLIAMS",12502
"Dark Horse","KATY PERRY",11868
"Best Day Of My Life","AMERICAN AUTHORS",11779
"Ain't It Fun","PARAMORE",9857
"Neon Lights","DEMI LOVATO",8571
"Sing","ED SHEERAN",8538
"La La La f/Sam Smith","NAUGHTY BOY",7949
"Me And My Broken Heart","RIXTON",7814
"Turn Down For What","DJ SNAKE & LIL JON",7129
"Wild Wild Love f/GRL","PITBULL",6305
"Fancy f/Charlie XCX","IGGY AZALEA",6052
"Red Lights","TIESTO",5799
"Classic","MKTO",5711
"Birthday","KATY PERRY",5686
"She Looks So Perfect","5 SECONDS OF SUMMER",5104
"Animals","MARTIN GARRIX",4845
"Summer","CALVIN HARRIS",4783
"Am I Wrong","NICO & VINZ",4705
"Mmm Yeah f/Pitbull","AUSTIN MAHONE",4218
"Sleeping With A Friend","NEON TREES",3191
"Latch f/Sam Smith","DISCLOSURE",3063
"The Man","ALOE BLACC",2893
"Problem f/Iggy Azalea","ARIANA GRANDE",2213
"The Big Bang","KATY TIZ",2107
"G.U.Y.","LADY GAGA",1985
"Rude","MAGIC!",1846
"Come With Me Now","KONGOS",1678
"You & I","ONE DIRECTION",1550
"Show Me f/Chris Brown","KID INK",1536
"Empire","SHAKIRA",1494
"Don't Say Goodnight","HOT CHELLE RAE",1482
"She Ain't You","NEW HOLLOW",1244
"Human","CHRISTINA PERRI",1169
"John Doe f/Priscilla","B.O.B",1169
"Ten Feet Tall f/Wrabel","AFROJACK",1038
"Love Never Felt So Good","M. JACKSON & J. TIMBERLAKE",1016
"I'm Ready","AJR",879
"Chandelier","SIA",800
"Crazy Stupid Love","MY CRAZY GIRLFRIEND",785
"Loyal f/Lil' Wayne","CHRIS BROWN",733
"Forever","HAIM",728
"Tennis Court","LORDE",707
"Love Runs Out","ONEREPUBLIC",650
"The Walker","FITZ & THE TANTRUMS",588
"(I Can't) Forget About You","R5",567
"Na Na","TREY SONGZ",496
"Like A Drum","GUY SEBASTIAN",420
