"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GOTYE Somebody That I Used To Know",13873,43,-238,120,105.024,0.544,93,"2",1,14242,2018,106.394
2,"+1","CARLY RAE JEPSEN Call Me Maybe",12105,305,1410,126,91.595,2.454,83,"1",2,12105,1595,91.595
3,"-1","FUN. We Are Young f/Janelle Monae",11952,-115,-797,12,88.364,-1.18,101,"8",1,14439,2738,110.772
4,"=","NICKI MINAJ Starships",11705,-70,-335,-76,87.437,0.161,109,"17/38",3,12071,1834,87.938
5,"=","ONE DIRECTION What Makes You Beautiful",11565,145,239,184,77.497,0.398,94,"10",4,11565,1579,77.497
6,"+1","MAROON 5 Payphone f/Wiz Khalifa",10460,149,1148,-76,76.466,1.504,47,"3",6,10460,3415,76.466
7,"-1","FLO RIDA Wild Ones f/Sia",10053,-262,-1887,-112,80.363,-1.04,119,"9",2,12595,1940,93.589
8,"=","WANTED Glad You Came",8566,-91,-977,48,66.164,-1.234,146,"23",1,13712,1363,101.962
9,"=","JUSTIN BIEBER Boyfriend",7158,129,465,134,46.958,0.684,68,"6",9,7937,4726,51.492
10,"=","USHER Scream",7085,126,509,68,48.861,1.126,37,"14",9,7085,2323,48.861
11,"=","KARMIN Broken Hearted",6864,109,278,71,45.054,0.455,104,"18",10,6864,936,45.054
12,"=","RIHANNA Where Have You Been",6783,107,561,8,52.045,0.728,48,"7",12,6783,1884,52.045
13,"=","TRAIN Drive By",6023,-16,-88,-7,36.031,0.106,139,"19",13,6123,601,36.311
14,"=","ELLIE GOULDING Lights",5711,71,620,-41,37.338,0.566,113,"21",14,5711,786,37.338
15,"=","KATY PERRY Part Of Me",5499,-136,-698,-18,43.488,-0.756,110,"50",3,12039,3625,78.553
16,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",5443,-65,-505,-33,33.61,-0.587,146,"36",1,13549,2321,99.332
17,"=","PITBULL Back In Time",5435,55,245,-24,33.916,0.368,65,"5",17,5435,925,33.916
18,"=","ADELE Rumour Has It",4990,-118,-1131,92,31.002,-0.48,90,"39",8,8497,1514,56.313
19,"+1","DAVID GUETTA Titanium f/Sia",4515,108,737,15,32.443,0.388,55,"16",19,4515,742,32.443
20,"-1","CALVIN HARRIS Feel So Close",4460,-47,-542,9,30.185,-0.321,114,"34",7,8145,1329,55.352
21,"=","GYM CLASS HEROES Fighter f/Ryan Tedder",4380,157,1051,37,26.117,1.183,33,"27",21,4380,1441,26.117
22,"=","DEMI LOVATO Give Your Heart A Break",3562,53,133,53,24.568,0.294,94,"28",21,3562,665,24.568
23,"+1","KATY PERRY Wide Awake",3509,359,2442,72,24.356,2.436,11,"11",23,3509,2442,24.356
24,"-1","DRAKE Take Care f/Rihanna",3251,-36,-375,80,27.215,-0.485,147,"83",8,7620,1220,60.618
25,"=","HAVANA BROWN We Run The Night f/Pitbull",2749,27,165,20,22.402,0.251,111,"33",24,2749,278,22.402
26,"=","RITA ORA How We Do (Party)",2346,21,247,-19,13.263,0.133,37,"109",25,2346,620,13.263
27,"=","CALVIN HARRIS Let's Go f/Ne-Yo",2207,114,636,63,17.53,0.435,35,"63",27,2207,636,17.53
28,"=","ONE DIRECTION One Thing",2012,162,660,118,11.339,0.856,27,"51",28,2012,660,11.339
29,"+1","KIRKO BANGZ Drank In My Cup",1641,25,224,12,8.233,-0.047,60,"57",29,1641,312,8.395
