"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",13873,154,464,154,91.788,0.804,85,"2",1,13873,1893,91.788
2,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",11357,173,1669,34,68.154,1.444,95,"6",2,11357,1669,68.154
3,"=","FOSTER THE PEOPLE Pumped Up Kicks",11038,322,1203,345,64.498,1.303,80,"3",3,11038,1302,64.498
4,"+1","ADELE Someone Like You",10671,474,2364,272,75.395,2.634,56,"1",4,10671,2364,75.395
5,"-1","BAD MEETS EVIL Lighters f/Bruno Mars",10331,-74,-951,113,63.101,-0.247,98,"20",2,11835,1599,78.403
6,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",9084,230,832,293,58.654,1.312,110,"11",6,9084,1017,58.654
7,"=","BRITNEY SPEARS I Wanna Go",8375,-109,-1551,162,54.428,-0.838,110,"35",1,12853,1768,82.422
8,"=","LMFAO Party Rock Anthem",8137,-15,-336,106,53.128,0.151,144,"9",1,14043,1859,94.193
9,"=","KATY PERRY Last Friday Night (T.G.I.F.)",7871,-50,-1270,380,44.249,-1,127,"31",1,14935,2322,96.531
10,"+2","LADY GAGA You And I",7371,83,255,-2,42.448,0.536,54,"12",10,7371,1553,42.448
11,"-1","NICKI MINAJ Super Bass",7328,-215,-1532,24,50.965,-0.99,144,"23",3,12009,1188,73.23
12,"-1","RIHANNA Cheers (Drink To That)",7276,-77,-708,24,35.713,-1.004,66,"10",10,8085,1594,43.942
13,"=","PITBULL Give Me Everything f/Ne-Yo",7199,63,-306,241,48.958,-0.151,144,"24",1,14233,1811,95.596
14,"=","DEV In The Dark",6669,188,532,222,44.824,1.453,65,"13",14,6669,1224,44.824
15,"=","DAVID GUETTA Without You f/Usher",6581,264,1405,202,41.442,1.212,36,"8",15,6581,1586,41.442
16,"=","ONEREPUBLIC Good Life",5689,-76,-737,79,34.164,-1.128,144,"36",6,9571,978,57.364
17,"=","JASON DERULO It Girl",4951,150,646,46,24.237,0.953,45,"14",17,4951,1048,24.237
18,"=","LMFAO Sexy And I Know It",4287,306,1353,141,25.573,1.739,36,"5",18,4287,1353,25.573
19,"=","KELLY CLARKSON Mr. Know It All",4092,121,781,-47,22.207,0.502,28,"21",18,4092,1093,22.207
20,"+1","ALEXANDRA STAN Mr. Saxobeat",3952,106,470,103,32.401,1.284,70,"22",20,3952,567,32.401
21,"-1","THE SCRIPT Nothing",3905,36,296,0,18.977,0.193,64,"26",18,3905,722,18.977
22,"=","LIL WAYNE How To Love",3359,0,-521,162,23.898,-0.249,119,"17",9,8047,1328,45.275
