"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Set Fire To The Rain",13169,74,767,-100,86.005,1.139,79,"4",1,13169,2301,86.005
2,"=","FLO RIDA Good Feeling",12679,-254,-447,-371,80.622,-1.12,140,"10",1,13154,1657,85.747
3,"=","JESSIE J Domino",10588,29,614,-89,63.683,-0.021,149,"17",3,10588,1524,63.704
4,"=","KATY PERRY The One That Got Away",10343,-89,-1410,214,57.075,-0.885,128,"49",1,13402,1631,80.623
5,"=","RIHANNA We Found Love f/Calvin Harris",10286,-129,-864,176,71.51,-0.796,140,"23",1,14238,2184,95.593
6,"=","BRUNO MARS It Will Rain",9775,-210,-1466,-8,53.539,-1.186,132,"25",1,13635,2024,86.477
7,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",9242,151,1012,13,55.145,0.688,63,"6",7,9242,1674,55.145
8,"=","SELENA GOMEZ & THE SCENE Love You Like A...",7805,-138,-945,-23,41.911,-0.517,173,"36",6,9154,1208,48.131
9,"=","PITBULL F/CHRIS BROWN International Love",7371,165,1021,40,47.28,1.421,101,"19",9,7371,1058,47.28
10,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",7108,226,1918,-29,49.61,2.125,35,"2",10,7108,1947,49.61
11,"=","GAVIN DEGRAW Not Over You",6884,34,419,0,37.027,0.217,171,"26",10,6884,547,37.027
12,"=","GYM CLASS HEROES Ass Back Home",6876,32,493,-129,42.864,0.493,80,"12",11,6876,1379,42.864
13,"=","LMFAO Sexy And I Know It",6381,-153,-705,-72,37.728,-1.356,169,"5",2,12000,1530,74.768
14,"=","DAVID GUETTA Without You f/Usher",5399,-88,-888,70,37.446,-0.941,169,"55",1,13428,1586,84.476
15,"+1","WANTED Glad You Came",5251,175,1081,-20,30.971,1.103,35,"15",15,5251,1330,30.971
16,"-1","HOT CHELLE RAE I Like It Like That f/New...",5074,-26,-161,4,22.792,-0.417,135,"30",15,5237,639,24.246
17,"=","J. COLE Workout",4715,-203,-900,-134,27.62,-1.126,111,"48",12,5803,659,35.209
18,"=","JAY Z & KANYE WEST N***** In Paris",4653,-99,-453,-54,32.411,-1.039,98,"21",15,5155,785,36.602
19,"=","BREATHE CAROLINA Blackout",4645,18,92,31,23.296,0.041,171,"41",18,4661,498,24.36
20,"=","OUTASIGHT Tonight Is The Night",4279,93,329,44,22.456,0.831,103,"44",20,4279,506,22.456
21,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",4200,16,531,-46,27.629,-0.246,80,"13",21,4200,643,27.875
22,"+1","DRAKE Take Care f/Rihanna",3298,188,1041,3,26.719,1.102,36,"24",22,3298,1066,26.719
23,"+2","LMFAO Sorry For Party Rocking",3157,186,819,79,14.283,1.09,33,"71",23,3157,873,14.283
24,"-2","MADONNA Give Me All Your Luvin'",3152,-813,857,-2103,21.93,-8.904,8,"7",20,4569,4569,39.788
25,"-1","FRAY Heartbeat",3050,-23,-206,38,12.127,-0.408,108,"34",22,3331,677,14.271
26,"=","RIHANNA You Da One",2016,-198,-1352,-75,13.265,-1.219,93,"56",17,4573,3394,36.963
27,"=","BIG SEAN Dance (A$$)",1981,-36,-14,-51,12.969,-0.302,70,"43",27,2066,366,15.151
28,"=","JOJO Disaster",1827,38,173,83,6.804,0.169,91,"387",28,1827,318,6.804
29,"+1","TRAIN Drive By",1750,41,370,-26,7.234,0.253,28,"37",29,1750,500,7.234
30,"-1","BIG TIME RUSH Music Sounds Better With U",1745,-41,-301,-32,5.857,-0.345,77,"741",26,2083,409,7.699
31,"+1","COLDPLAY Princess Of China",1456,63,245,54,6.829,0.504,78,"94",31,1456,303,6.829
32,"-1","WE THE KINGS Say You Like Me",1446,9,90,4,4.289,0.122,146,"389",31,1446,320,4.289
33,"=","DRAKE Headlines",1251,-62,-389,100,8.98,-0.439,119,"85",16,4778,754,30.781
34,"+1","CHRIS BROWN Turn Up The Music",1196,84,674,-32,8.726,0.755,11,"--",34,1196,706,8.726
35,"-1","COBRA STARSHIP Middle Finger f/Mac Mille...",1154,12,52,22,4.792,0.075,50,"182",34,1154,195,4.792
36,"=","AVICII Levels (ID)",1149,44,187,14,9.008,0.464,38,"72",36,1149,260,9.008
37,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1115,23,95,0,3.881,0.114,31,"99",37,1115,295,3.881
38,"=","COLBIE CAILLAT Brighter Than The Sun",1094,3,21,-2,3.817,0.052,98,"74",34,1094,157,3.855
39,"+1","CHRISTINA PERRI A Thousand Years",1005,13,110,-9,4.379,0.054,38,"20",39,1005,187,4.379
40,"-1","WILL.I.AM T.H.E (The Hardest Ever)",972,-104,-517,-83,3.366,-0.275,66,"184",30,1534,355,5.769
41,"=","DEV & ENRIQUE IGLESIAS Naked",936,13,144,-10,3.114,-0.052,22,"730",41,936,318,3.214
42,"=","TYGA Rack City",832,42,220,18,7.922,0.467,16,"9",42,832,287,7.922
43,"+1","JASON DERULO Breathing",773,60,383,-2,2.625,0.243,8,"457",43,773,385,2.625
44,"+1","FLO RIDA Wild Ones f/Sia",719,53,302,-4,9.82,0.691,8,"35",44,719,306,9.82
45,"-2","T-PAIN 5 O'clock f/Wiz Khalifa",672,-48,-312,6,3.997,-0.346,127,"93",10,6640,1264,34.118
46,"=","CALVIN HARRIS Feel So Close",595,90,374,71,8.128,0.952,3,"208",46,595,374,8.128
47,"=","RIHANNA Talk That Talk f/Jay Z",525,39,177,14,3.795,-0.02,5,"83",47,525,177,3.888
48,"=","CHIDDY BANG Ray Charles",507,24,147,10,1.311,0.034,7,"873",46,507,150,1.311
