"Title","Artist","Spins"
"Roar","KATY PERRY",13514
"Safe And Sound","CAPITAL CITIES",12877
"Clarity f/Foxes","ZEDD",12749
"Blurred Lines f/P...","ROBIN THICKE",12604
"Summertime Sadnes...","LANA DEL REY",11451
"Same Love f/Mary ...","MACKLEMORE & RYAN...",11041
"I Need Your Love","CALVIN HARRIS F/E...",10697
"Love Somebody","MAROON 5",10220
"Wake Me Up","AVICII",9225
"We Can't Stop","MILEY CYRUS",8339
"Holy Grail f/Just...","JAY Z",8252
"Radioactive","IMAGINE DRAGONS",8221
"Applause","LADY GAGA",7401
"Royals","LORDE",7219
"Treasure","BRUNO MARS",5479
"Hold On We're Goi...","DRAKE",5214
"Best Song Ever","ONE DIRECTION",5182
"Still Into You","PARAMORE",4952
"Get Lucky","DAFT PUNK",4535
"Gone, Gone, Gone","PHILLIP PHILLIPS",4407
"Everything Has .....","TAYLOR SWIFT",4398
"Take Back The Nig...","JUSTIN TIMBERLAKE",4312
"The Other Side","JASON DERULO",3765
"Turn The Night Up","ENRIQUE IGLESIAS",3613
"Give It 2 U f/Ken...","ROBIN THICKE",3464
"Slow Down","SELENA GOMEZ",3390
"American Girl","BONNIE MCKEE",3120
"Berzerk","EMINEM",2999
"Sail","AWOLNATION",2750
"Closer","TEGAN & SARA",2479
"True Love f/Lily ...","PINK",2273
"Sweater Weather","NEIGHBOURHOOD",1805
"Live For The Nigh...","KREWELLA",1716
"Miss Movin' On","FIFTH HARMONY",1640
"Pretty Brown Eyes","CODY SIMPSON",1492
"This Is What It F...","ARMIN VAN BUUREN",1333
"Gorilla","BRUNO MARS",1173
"Can't Believe It ...","FLO RIDA",1157
"Crooked Smile f/T...","J. COLE",796
"Wrecking Ball","MILEY CYRUS",784
"All Night","ICONA POP",746
"Alone Together","FALL OUT BOY",745
"Lose Yourself To ...","DAFT PUNK",724
"Beneath Your Beau...","LABRINTH",684
"Demons","IMAGINE DRAGONS",637
"Made In The USA","DEMI LOVATO",631
"Popular Song f/Ar...","MIKA",608
"We Own The Night","THE WANTED",581
"Brave","SARA BAREILLES",506
"Harlem","NEW POLITICS",427
