"Title","Artist","Spins"
"When I Was Your M...","BRUNO MARS",15400
"Stay f/Mikky Ekko","RIHANNA",15311
"Feel This Moment","PITBULL",12686
"Just Give Me A Re...","PINK",12366
"Suit & Tie f/JAY ...","JUSTIN TIMBERLAKE",11018
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",10515
"Daylight","MAROON 5",9332
"Heart Attack","DEMI LOVATO",8417
"Sweet Nothing f/F...","CALVIN HARRIS",7789
"Troublemaker f/Fl...","OLLY MURS",7617
"Mirrors","JUSTIN TIMBERLAKE",7377
"Alive","KREWELLA",7224
"Don't You Worry C...","SWEDISH HOUSE MAF...",7135
"I Love It f/Charl...","ICONA POP",7087
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",6583
"I Knew You Were T...","TAYLOR SWIFT",6441
"22","TAYLOR SWIFT",6313
"My Songs Know Wha...","FALL OUT BOY",5219
"Scream And Shout","WILL.I.AM & BRITN...",4977
"Carry On","FUN.",4885
"All Around The Wo...","JUSTIN BIEBER",4865
"#thatpower","WILL.I.AM F/JUSTI...",4465
"I Will Wait","MUMFORD & SONS",4442
"Little Talks","OF MONSTERS AND M...",3664
"Next To Me","EMELI SANDE",3390
"Madness","MUSE",3192
"Cruise","FLORIDA-GEORGIA L...",2597
"Come & Get It","SELENA GOMEZ",2449
"The Way f/Mac Mil...","ARIANA GRANDE",2374
"Wings","LITTLE MIX",2369
"Here's To Never G...","AVRIL LAVIGNE",2227
"Clarity f/Foxes","ZEDD",1691
"With Ur Love f/Ju...","CHER LLOYD",1366
"Lego House","ED SHEERAN",1314
"Tonight I'm Getti...","CARLY RAE JEPSEN",1313
"I Could Be The On...","AVICII VS NICKY R...",1257
"I Need Your Love","CALVIN HARRIS F/E...",1227
"As Your Friend","AFROJACK & CHRIS ...",1183
"Hung Up","HOT CHELLE RAE",966
"Radioactive","IMAGINE DRAGONS",838
"Cups (Pitch Perfe...","ANNA KENDRICK",804
"Thank You","MKTO",779
"Glowing","NIKKI WILLIAMS",739
"If I Lose Myself","ONEREPUBLIC",737
"Started From The ...","DRAKE",715
"Pour It Up","RIHANNA",688
"Battle Scars f/Gu...","LUPE FIASCO",601
"Crickets f/Jeremi...","DROP CITY YACHT C...",557
"Good 4 It","WALLPAPER",466
"Fine China","CHRIS BROWN",435
