"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14896,"+28",261,"-87",96.5,"-0.031",72,"5",1,14935,2322,96.531
2,"=","LMFAO Party Rock Anthem",13849,"-21",-122,"-48",93.049,"-0.196",89,"2",1,14043,1859,94.193
3,"=","PITBULL Give Me Everything f/Ne-Yo",11825,"-146",-989,"-36",78.689,"-1.250",89,"10",1,14233,1811,95.596
4,"=","NICKI MINAJ Super Bass",10984,"+77",684,"-33",67.777,"+0.300",89,"8",4,10984,1188,67.777
5,"=","BRITNEY SPEARS I Wanna Go",10322,"+229",1484,"+66",70.57,"+1.697",55,"9",5,10322,1768,70.57
6,"=","ONEREPUBLIC Good Life",9483,"-11",261,"-50",53.154,"+0.092",89,"11",6,9496,978,53.154
7,"=","LADY GAGA The Edge Of Glory",9290,"-48",-689,"+94",55.236,"-0.997",89,"17",3,11672,2193,68.045
8,"=","HOT CHELLE RAE Tonight Tonight",9274,"+80",412,"+42",50.612,"+0.613",89,"6",7,9274,838,50.612
9,"=","ADELE Rolling In The Deep",7425,"-110",-944,"+144",47.731,"-1.526",89,"12",1,14295,2273,96.15
10,"=","LIL WAYNE How To Love",7329,"+158",908,"+37",42.451,"+0.728",64,"7",10,7329,1328,42.451
11,"=","BAD MEETS EVIL Lighters f/Bruno Mars",6719,"+209",1439,"-24",45.904,"+2.110",43,"4/83",11,6719,1463,45.904
12,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",5294,"+9",279,"-79",26.828,"-0.104",89,"26",12,5294,615,26.932
13,"+1","THE BAND PERRY If I Die Young",5180,"+103",548,"+117",27.04,"+0.597",89,"14",13,5180,655,27.04
14,"-1","BLACK EYED PEAS Just Can't Get Enough",5150,"-14",-340,"+82",33.949,"-0.312",89,"45",2,13366,715,84.474
15,"+2","BEYONCE Best Thing I Never Had",4534,"-9",103,"-40",21.866,"-0.151",61,"21",15,4571,856,22.192
16,"-1","LUPE FIASCO The Show Goes On",4533,"-85",-989,"+101",25.038,"-0.454",89,"53",6,8825,1043,53.459
17,"+1","CHRIS BROWN She Ain't You",4263,"-12",329,"-132",22.516,"+0.218",78,"47",17,4275,635,22.516
18,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",3932,"+107",974,"-43",20.943,"+0.585",55,"15",18,3932,1017,20.943
19,"+1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3782,"+79",404,"+33",20.698,"+0.502",64,"37",19,3782,611,20.698
20,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3755,"+83",828,"-61",19.806,"+0.489",30,"1",20,3755,951,19.806
21,"+1","JASON DERULO Don't Wanna Go Home",3443,"-221",-1902,"+10",16.413,"-1.197",87,"32",9,7292,1463,37.775
22,"+2","FOSTER THE PEOPLE Pumped Up Kicks",3041,"+135",1009,"+35",18.041,"+0.676",25,"3",22,3041,1009,18.041
23,"=","PITBULL Rain Over Me",3005,"+76",584,"-65",18.05,"+0.332",29,"22",23,3005,813,18.05
24,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2784,"+100",776,"-8",14.252,"+0.444",40,"18",24,2784,784,14.252
25,"+2","RIHANNA Cheers (Drink To That)",2724,"+281",1594,"+97",19.06,"+1.903",11,"38",25,2724,1594,19.06
26,"=","BLACK EYED PEAS Don't Stop The Party",2587,"+84",432,"-10",10.204,"+0.799",37,"121",25,2587,492,10.204
27,"+1","IYAZ Pretty Girls",2191,"+9",213,"-27",9.381,"+0.070",64,"75",27,2191,353,9.381
28,"+1","AVRIL LAVIGNE Smile",2064,"+4",42,"-6",8.275,"-0.050",71,"58",27,2064,320,8.325
29,"+1","COLDPLAY Every Teardrop Is A Waterfall",1921,"+84",178,"+95",10.138,"+0.716",44,"36",29,1921,446,10.138
30,"+2","KELLY ROWLAND Motivation f/Lil Wayne",1622,"+70",288,"+35",6.514,"+0.507",34,"40",30,1622,338,6.514
31,"=","MARTIN SOLVEIG & DRAGONETTE Hello",1620,"+2",-153,"-4",13.959,"-0.058",89,"81",18,4031,605,23.761
32,"+2","AFROJACK Take Over Control f/Eva Simons",1408,"+1",90,"-41",14.825,"+0.041",49,"76",32,1408,234,14.825
33,"+2","ANDY GRAMMER Keep Your Head Up",1369,"+24",196,"+4",4.799,"+0.089",43,"60",33,1369,280,4.799
34,"-1","NICOLE SCHERZINGER Right There",1318,"-225",-1670,"+0",5.709,"-1.082",73,"71",16,4411,720,21.085
