"Title","Artist","Spins"
"Shake It Off","TAYLOR SWIFT",16975
"Black Widow f/Rita Ora","IGGY AZALEA",16370
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",15698
"All About That Bass","MEGHAN TRAINOR",15159
"Habits (Stay High)","TOVE LO",12622
"Don't Tell 'Em f/YG","JEREMIH",12533
"Don't","ED SHEERAN",10510
"Animals","MAROON 5",8857
"Blame f/John Newman","CALVIN HARRIS",8595
"Cool Kids","ECHOSMITH",8274
"Jealous","NICK JONAS",7109
"Trumpets","JASON DERULO",7027
"Waves","MR PROBZ",6957
"Break Free f/Zedd","ARIANA GRANDE",6677
"Boom Clap","CHARLI XCX",6047
"Rather Be f/Jess Glynne","CLEAN BANDIT",5883
"Fireball f/John Ryan","PITBULL",5473
"Amnesia","5 SECONDS OF SUMMER",5151
"I'm Not The Only One","SAM SMITH",4967
"Steal My Girl","ONE DIRECTION",4512
"Love Me Harder","ARIANA GRANDE & THE WEEKND",3918
"Maps","MAROON 5",3664
"A Sky Full Of Stars","COLDPLAY",3456
"In Your Arms","NICO & VINZ",3452
"L.A.LOVE (la la)","FERGIE",3317
"Heroes","ALESSO",3085
"Secrets","MARY LAMBERT",2926
"Bailando f/Gente De Zona","ENRIQUE IGLESIAS",2529
"Baby Don't Lie","GWEN STEFANI",2295
"Anaconda","NICKI MINAJ",2183
"Centuries","FALL OUT BOY",2178
"Undressed","KIM CESARION",2048
"i","KENDRICK LAMAR",2017
"2 On f/Schoolboy Q","TINASHE",2007
"Break The Rules","CHARLI XCX",1896
"Dangerous f/Sam Martin","DAVID GUETTA",1833
"Can't Stop Drinking About You","BEBE REXHA",1659
"Wait On Me","RIXTON",1592
"Take Me To Church","HOZIER",1514
"Beg For It f/MØ","IGGY AZALEA",1385
"Lips Are Movin","MEGHAN TRAINOR",1160
"All About You","HILARY DUFF",1102
"New Flame f/Usher & Rick Ross","CHRIS BROWN",1091
"Ghost","ELLA HENDERSON",1081
"Never Been In Love f/Icona Pop","COBRA STARSHIP",779
"Burnin' Up f/2 Chainz","JESSIE J",772
"Young Blood","BEA MILLER",690
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",677
"Heartbreak Heard Around The...","JACOB LATIMORE",649
"No Mediocre f/Iggy Azalea","T.I.",598
