"Title","Artist","Spins"
"See You Again f/Charlie Puth","WIZ KHALIFA",18719
"Want To Want Me","JASON DERULO",16665
"Shut Up And Dance","WALK THE MOON",16436
"Earned It","THE WEEKND",16082
"Love Me Like You Do","ELLIE GOULDING",13026
"Chains","NICK JONAS",11382
"Talking Body","TOVE LO",10096
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",9387
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",9112
"Somebody f/Jeremih","NATALIE LA ROSE",9078
"Sugar","MAROON 5",8686
"One Last Time","ARIANA GRANDE",8022
"GDFR f/Sage The Gemini","FLO RIDA",7838
"Style","TAYLOR SWIFT",7575
"Worth It f/Kid Ink","FIFTH HARMONY",6796
"Dear Future Husband","MEGHAN TRAINOR",6022
"Bright","ECHOSMITH",5159
"Honey, I'm Good","ANDY GRAMMER",5062
"Trap Queen","FETTY WAP",4371
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",4322
"The Night Is Still Young","NICKI MINAJ",3941
"I Need Your Love","SHAGGY F/MOHOMBI/FAYDEE/COSTI",3915
"Budapest","GEORGE EZRA",3904
"This Summer's Gonna Hurt...","MAROON 5",3691
"Bad Blood","TAYLOR SWIFT",3592
"Elastic Heart f/The Weeknd...","SIA",3220
"Pretty Girls","BRITNEY SPEARS & IGGY AZALEA",3037
"Geronimo","SHEPPARD",2734
"OctaHate","RYN WEAVER",2570
"Cheerleader","OMI",2360
"Fun f/Chris Brown","PITBULL",2291
"I Really Like You","CARLY RAE JEPSEN",2256
"Pray To God f/HAIM","CALVIN HARRIS",2093
"Don't Look Down f/Usher","MARTIN GARRIX",1956
"American Oxygen","RIHANNA",1834
"I Want You To Know f/S. Gomez","ZEDD",1656
"Photograph","ED SHEERAN",1567
"Lean On f/MØ & DJ Snake","MAJOR LAZER",1414
"Outside f/Ellie Goulding","CALVIN HARRIS",1369
"Ghost Town","ADAM LAMBERT",1344
"Get Low","DILLON FRANCIS & DJ SNAKE",1299
"Uma Thurman","FALL OUT BOY",1216
"Take Your Time","SAM HUNT",1155
"Coming With You","NE-YO",1144
"FourFiveSeconds","RIHANNA/KANYE WEST/P MCCARTNEY",1136
"King","YEARS & YEARS",1054
"Nothing Without Love","NATE RUESS",1053
"Let's Not Be Alone Tonight","R5",1042
"Fight Song","RACHEL PLATTEN",977
"Tonight Belongs To U!","JEREMIH F/FLO RIDA",969
