"Title","Artist","Spins"
"Wide Awake","KATY PERRY",13887
"Lights","ELLIE GOULDING",13812
"Where Have You Been","RIHANNA",11474
"Payphone f/Wiz Khali...","MAROON 5",11289
"Titanium f/Sia","DAVID GUETTA",10540
"Call Me Maybe","CARLY RAE JEPSEN",9701
"Scream","USHER",9388
"Let's Go f/Ne-Yo","CALVIN HARRIS",8816
"Give Your Heart A Br...","DEMI LOVATO",8530
"Blow Me (One Last Ki...","PINK",7333
"Somebody That I Used...","GOTYE",7289
"Whistle","FLO RIDA",7082
"Want U Back","CHER LLOYD",6990
"Good Time","OWL CITY & CARLY RAE...",6118
"We Run The Night f/P...","HAVANA BROWN",5648
"Chasing The Sun","THE WANTED",4441
"Everybody Talks","NEON TREES",4418
"As Long As You Love ...","JUSTIN BIEBER",3975
"Settle Down","NO DOUBT",3459
"One More Night","MAROON 5",3449
"One Thing","ONE DIRECTION",3417
"Dark Side","KELLY CLARKSON",2970
"Some Nights","FUN.",2914
"Tongue Tied","GROUPLOVE",2881
"Pound The Alarm","NICKI MINAJ",2825
"I Won't Give Up","JASON MRAZ",2659
"Too Close","ALEX CLARE",2427
"Now Or Never","OUTASIGHT",2230
"Back In Time","PITBULL",1681
"Boyfriend","JUSTIN BIEBER",1572
"Don't Wake Me Up","CHRIS BROWN",1320
"Both Of Us f/Taylor ...","B.O.B",1293
"Heart Skips A Beat","OLLY MURS",1217
"Burn It Down","LINKIN PARK",1138
"Fighter f/Ryan Tedde...","GYM CLASS HEROES",1082
"She's So Mean","MATCHBOX TWENTY",993
"Hurt Me Tomorrow","K'NAAN",955
"Get It Started f/Sha...","PITBULL",736
"How We Do (Party)","RITA ORA",704
"Cashin' Out","CA$H OUT",700
"Vegas Girl","CONOR MAYNARD",632
"Primadonna","MARINA AND THE DIAMO...",623
"Can't Stop Me","AFROJACK & SHERMANOL...",592
"Windows Down","BIG TIME RUSH",543
"I Can Only Imagine f...","DAVID GUETTA",497
"50 Ways To Say Goodb...","TRAIN",475
"Goin' In f/Flo Rida","JENNIFER LOPEZ",468
"Trouble","CHRIS RENE",457
"Say Somethin","AUSTIN MAHONE",434
"Remember When (Push ...","CHRIS WALLACE",433
