"Title","Artist","Spins"
"Pillowtalk","ZAYN",16532
"I Took A Pill In Ibiza","MIKE POSNER",15460
"Cake By The Ocean","DNCE",15037
"Me Myself And I f/Bebe Rexha","G-EAZY",15013
"7 Years","LUKAS GRAHAM",14912
"Love Yourself","JUSTIN BIEBER",12747
"NO","MEGHAN TRAINOR",12380
"My House","FLO RIDA",11784
"Work From Home","FIFTH HARMONY",11686
"Never Forget You","ZARA LARSSON & MNEK",10334
"Stressed Out","TWENTY ONE PILOTS",10261
"Dangerous Woman","ARIANA GRANDE",8712
"Middle f/Bipolar Sunshine","DJ SNAKE",8238
"Hands To Myself","SELENA GOMEZ",8226
"Don't Let Me Down f/Daya","THE CHAINSMOKERS",7708
"Close f/Tove Lo","NICK JONAS",6382
"Company","JUSTIN BIEBER",5981
"Wild Things","ALESSIA CARA",5415
"Youth","TROYE SIVAN",5241
"If It Ain't Love","JASON DERULO",4773
"Work f/Drake","RIHANNA",4478
"Let It Go","JAMES BAY",4134
"Team","IGGY AZALEA",3388
"One Dance f/Wizkid & Kyla","DRAKE",3253
"Lost Boy","RUTH B.",3225
"Kiss It Better","RIHANNA",2730
"Make Me Like You","GWEN STEFANI",2256
"You Don't Own Me f/G-Eazy","GRACE",2248
"Messin' Around","PITBULL F/ENRIQUE IGLESIAS",2079
"Never Be Like You f/Kai","FLUME",1780
"Just Like Fire","PINK",1770
"Sugar f/Francesco Yates","ROBIN SCHULZ",1723
"New Romantics","TAYLOR SWIFT",1688
"Cheap Thrills","SIA",1563
"Victorious","PANIC! AT THE DISCO",1551
"Light It Up f/Nyla","MAJOR LAZER",1408
"Rock Bottom f/DNCE","HAILEE STEINFELD",1373
"Ride","TWENTY ONE PILOTS",1306
"Oui","JEREMIH",1196
"Sit Still, Look Pretty","DAYA",1079
"Colors","HALSEY",1067
"Pity Party","MELANIE MARTINEZ",990
"Sound Of Your Heart","SHAWN HOOK",820
"No Broken Hearts f/Nicki Minaj","BEBE REXHA",801
"Might Not f/The Weeknd","BELLY",690
"America's Sweetheart","ELLE KING",676
"Panda","DESIIGNER",629
"Somebody To Love Me","TRYON",559
"Faded","ALAN WALKER",548
"I'm In Control f/Popcaan","ALUNAGEORGE",541
