"Title","Artist","Spins"
"Black Widow f/Rita Ora","IGGY AZALEA",17529
"Shake It Off","TAYLOR SWIFT",17472
"All About That Bass","MEGHAN TRAINOR",16270
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",14932
"Don't Tell 'Em f/YG","JEREMIH",12254
"Habits (Stay High)","TOVE LO",11302
"Break Free f/Zedd","ARIANA GRANDE",10170
"Don't","ED SHEERAN",9777
"Cool Kids","ECHOSMITH",8425
"Blame f/John Newman","CALVIN HARRIS",8010
"Boom Clap","CHARLI XCX",7345
"Animals","MAROON 5",6883
"Jealous","NICK JONAS",6330
"Rather Be f/Jess Glynne","CLEAN BANDIT",6236
"Trumpets","JASON DERULO",6153
"A Sky Full Of Stars","COLDPLAY",6093
"Waves","MR PROBZ",6092
"Amnesia","5 SECONDS OF SUMMER",5887
"Fireball f/John Ryan","PITBULL",5312
"Maps","MAROON 5",4269
"Anaconda","NICKI MINAJ",4059
"I'm Not The Only One","SAM SMITH",3786
"Steal My Girl","ONE DIRECTION",3728
"Bailando f/Gente De Zona","ENRIQUE IGLESIAS",3382
"2 On f/Schoolboy Q","TINASHE",3262
"In Your Arms","NICO & VINZ",3127
"Heroes","ALESSO",2700
"L.A.LOVE (la la)","FERGIE",2550
"Secrets","MARY LAMBERT",2173
"Undressed","KIM CESARION",1918
"Love Me Harder","ARIANA GRANDE & THE WEEKND",1895
"Centuries","FALL OUT BOY",1725
"Wait On Me","RIXTON",1584
"i","KENDRICK LAMAR",1580
"Break The Rules","CHARLI XCX",1501
"Can't Stop Drinking About You","BEBE REXHA",1433
"First Flight Home","JAKE MILLER",1298
"Dangerous f/Sam Martin","DAVID GUETTA",1260
"This Is How We Do","KATY PERRY",1167
"All About You","HILARY DUFF",1024
"Ghost","ELLA HENDERSON",977
"Take Me To Church","HOZIER",851
"New Flame f/Usher & Rick Ross","CHRIS BROWN",824
"No Mediocre f/Iggy Azalea","T.I.",737
"Never Been In Love f/Icona Pop","COBRA STARSHIP",729
"Heartbreak Heard Around The...","JACOB LATIMORE",635
"Bend Ova f/Tyga","LIL JON",610
"American Dream","MKTO",554
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",540
"Superbad","JESSE MCCARTNEY",511
