"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",13288,-291,-571,-169,80.299,-0.453,96,"25",1,14935,2322,96.531
2,"=","BRITNEY SPEARS I Wanna Go",12745,-108,176,-166,82.422,0.271,79,"21",2,12853,1768,82.422
3,"+1","LMFAO Party Rock Anthem",11663,-163,-497,-62,79.838,-0.648,113,"10",1,14043,1859,94.193
4,"-1","NICKI MINAJ Super Bass",11643,-267,-366,-303,72.802,-0.428,113,"15",3,12009,1188,73.23
5,"=","BAD MEETS EVIL Lighters f/Bruno Mars",10122,-35,475,-171,64.262,0.455,67,"14",5,10157,1599,64.262
6,"=","HOT CHELLE RAE Tonight Tonight",9241,-300,-750,-268,50.98,-1.061,113,"23",5,10036,838,54.593
7,"=","ONEREPUBLIC Good Life",8861,-254,-664,-272,52.87,-0.985,113,"27",6,9571,978,57.364
8,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",8615,144,1432,-88,52.536,1.677,54,"3",8,8615,1684,52.536
9,"-1","PITBULL Give Me Everything f/Ne-Yo",8558,-218,-592,-164,64.287,-0.665,113,"17",1,14233,1811,95.596
10,"=","LIL WAYNE How To Love",7552,-301,-382,-235,42.027,-0.49,88,"47",9,8047,1328,45.275
11,"=","FOSTER THE PEOPLE Pumped Up Kicks",6709,62,912,-69,39.389,0.89,49,"2",11,6709,1302,39.389
12,"=","RIHANNA Cheers (Drink To That)",6445,41,688,-54,37.964,0.49,35,"7",12,6445,1594,37.964
13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6317,-1,568,-112,36.579,0.867,79,"6",12,6318,1017,36.579
14,"=","THE BAND PERRY If I Die Young",5852,-65,-168,-46,32.401,0.156,113,"19",11,6052,768,32.401
15,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",5759,173,949,89,34.025,1.422,64,"8",15,5759,1014,34.025
16,"=","LADY GAGA The Edge Of Glory",5065,-248,-968,-126,28.755,-0.971,113,"51",3,11672,2193,68.045
17,"=","LADY GAGA You And I",4609,150,1438,-63,28.161,1.17,23,"4",17,4609,1553,28.161
18,"=","IYAZ Pretty Girls",4014,-9,504,-105,20.06,0.423,88,"57",18,4023,659,20.06
19,"+2","DEV In The Dark",3118,164,1046,55,23.368,0.69,34,"44",19,3118,1046,23.368
20,"+3","ADELE Someone Like You",2782,196,1097,71,15.039,0.972,25,"1",20,2782,1097,15.039
21,"-2","PITBULL Rain Over Me",2777,-179,-541,-144,12.524,-0.875,53,"50",19,3403,813,19.382
22,"-2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2641,-314,-2172,-92,11.862,-1.209,113,"--",12,5432,615,27.03
23,"-1","KELLY ROWLAND Motivation f/Lil Wayne",2594,3,245,-38,13.537,0.308,58,"64",22,2594,415,13.537
24,"=","THE SCRIPT Nothing",2429,55,545,-22,12.178,0.389,33,"58",24,2429,722,12.178
25,"=","ANDY GRAMMER Keep Your Head Up",2290,14,314,-41,8.79,-0.017,67,"90",25,2290,355,8.807
26,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2270,35,145,22,15.507,0.168,113,"102",18,4031,605,23.761
27,"=","AFROJACK Take Over Control f/Eva Simons",2107,21,232,-7,18.834,-0.012,73,"78",27,2107,239,18.846
28,"+2","JASON DERULO It Girl",2066,73,799,-67,8.907,0.53,14,"62",28,2066,983,8.907
29,"=","ALEXANDRA STAN Mr. Saxobeat",2051,41,284,6,18.406,0.47,39,"53",29,2051,550,18.406
30,"-2","COLDPLAY Every Teardrop Is A Waterfall",1927,-84,-189,-47,9.616,-0.445,68,"71",26,2154,446,11.589
31,"=","CHRIS BROWN She Ain't You",1550,-235,-1652,-25,9.617,-1.008,102,"97",16,4328,635,24.246
32,"=","BEYONCE Best Thing I Never Had",1337,-145,-1160,73,5.847,-0.473,85,"38",15,4574,856,22.192
33,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1231,-212,-1855,3,5.151,-0.634,88,"152",19,3899,611,20.698
35,"-1","BLACK EYED PEAS Don't Stop The Party",1212,-156,-1024,-36,4.738,-0.363,61,"223",24,2690,492,10.42
34,"+1","NEW BOYZ Better With The Lights Off",1212,42,327,12,3.575,0.131,27,"85",34,1212,327,3.575
36,"=","MATT NATHANSON Faster",956,1,68,-3,2.889,0.033,51,"141",36,956,166,2.889
37,"+4","DAVID GUETTA Without You f/Usher",882,158,746,105,7.065,0.931,5,"31",37,882,746,7.065
38,"=","WIZ KHALIFA No Sleep",858,17,222,-24,3.162,0.069,18,"128",38,858,246,3.162
39,"=","SWEDISH HOUSE MAFIA Save The World",833,12,122,-1,4.396,-0.101,27,"283",39,833,229,4.53
40,"-3","TINIE TEMPAH Till I'm Gone f/Wiz Khalifa",812,-84,-222,-101,2.103,-0.233,43,"206",35,1034,293,3.027
41,"-1","DJ KHALED I'm On One f/Drake, Rick Ross",785,10,270,-27,7.228,0.043,15,"55",40,785,297,7.228
