"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRITNEY SPEARS I Wanna Go",12650,"-68",-79,"-52",77.904,"-0.711",87,"23",1,12853,1768,82.422
2,"=","KATY PERRY Last Friday Night (T.G.I.F.)",12179,"-31",-923,"+155",74.208,"-0.766",104,"26",1,14935,2322,96.531
3,"+1","NICKI MINAJ Super Bass",11047,"-140",-600,"-144",69.15,"-1.050",121,"17",3,12009,1188,73.23
4,"-1","LMFAO Party Rock Anthem",11031,"-159",-636,"-161",74.456,"-0.688",121,"7",1,14043,1859,94.193
5,"=","BAD MEETS EVIL Lighters f/Bruno Mars",10986,"+77",702,"-85",71.306,"+0.394",75,"12",5,10986,1599,71.306
6,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",10680,"+172",1728,"-165",67.171,"+1.778",62,"2",6,10680,1893,67.171
7,"=","PITBULL Give Me Everything f/Ne-Yo",8255,"-107",-265,"-69",60.029,"-0.674",121,"19",1,14233,1811,95.596
8,"=","ONEREPUBLIC Good Life",8059,"-57",-680,"+65",50.859,"-0.619",121,"13",6,9571,978,57.364
9,"+1","FOSTER THE PEOPLE Pumped Up Kicks",8019,"+109",1097,"-104",48.079,"+0.689",57,"3",9,8019,1302,48.079
10,"-1","HOT CHELLE RAE Tonight Tonight",7882,"-179",-1208,"-28",44.776,"-1.111",121,"20",5,10036,838,54.593
11,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",7075,"+150",1131,"-35",44.281,"+0.761",72,"5",11,7075,1218,44.281
12,"-1","RIHANNA Cheers (Drink To That)",7046,"+83",500,"-18",39.477,"+0.195",43,"9",11,7046,1594,39.477
13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6990,"+114",626,"+67",41.589,"+1.125",87,"8",12,6990,1017,41.589
14,"=","LIL WAYNE How To Love",6460,"-98",-893,"+101",38.656,"-0.244",96,"11",9,8047,1328,45.275
15,"=","LADY GAGA You And I",5897,"+145",1104,"-39",34.918,"+0.300",31,"6",15,5897,1553,34.918
16,"=","THE BAND PERRY If I Die Young",4943,"-224",-879,"-194",27.611,"-1.449",121,"18",11,6052,768,32.555
17,"=","IYAZ Pretty Girls",4566,"+54",475,"-23",22.189,"+0.129",96,"45",17,4566,659,22.189
18,"=","DEV In The Dark",4373,"+123",1110,"-22",30.973,"+0.789",42,"24",18,4373,1224,30.973
