"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","WANTED Glad You Came",13576,"-6",-25,"-129",100.67,"+0.108",99,"7",1,13712,1363,100.67
2,"=","FUN. We Are Young f/Janelle Monae",13407,"+60",657,"-61",103.695,"+0.779",54,"2",2,13407,2738,103.695
3,"=","KATY PERRY Part Of Me",11741,"+59",405,"-112",77.218,"+0.148",63,"13",3,11741,3625,77.218
4,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",11448,"-64",-661,"+109",85.054,"-0.673",99,"16",1,13549,2321,99.332
5,"=","FLO RIDA Wild Ones f/Sia",9850,"+254",1687,"+90",72.795,"+1.386",72,"6",5,9850,1687,72.795
6,"+1","DAVID GUETTA Turn Me On f/Nicki Minaj",8883,"-122",-1663,"+125",62.519,"-1.288",127,"38",2,12506,1674,92.019
7,"-1","GYM CLASS HEROES Ass Back Home",8858,"-260",-1572,"-132",63.257,"-1.522",144,"33",4,11001,1379,73.574
8,"=","CALVIN HARRIS Feel So Close",7742,"-1",291,"-85",54.512,"-0.419",67,"17",8,7743,1329,55.352
9,"=","DRAKE Take Care f/Rihanna",7564,"-46",52,"-56",60.223,"-0.109",100,"24",8,7620,1220,60.618
10,"=","NICKI MINAJ Starships",7508,"+74",601,"+13",58.673,"+1.224",62,"8/43",10,7508,1834,58.673
11,"+1","ONE DIRECTION What Makes You Beautiful",7467,"+62",754,"-66",50.748,"+0.263",47,"3",11,7467,1579,50.748
12,"-1","JUSTIN BIEBER Boyfriend",7432,"+17",961,"-294",51.21,"-0.282",21,"4",11,7432,4726,51.492
13,"=","ADELE Rumour Has It",6509,"+100",1062,"-120",41.884,"+0.647",43,"21",13,6509,1514,41.884
14,"=","GOTYE Somebody That I Used To Know",6227,"+147",1081,"-54",43.683,"+1.082",46,"1",14,6227,1560,43.683
15,"=","ADELE Set Fire To The Rain",5749,"-129",-1157,"+146",41.266,"-1.250",143,"28",1,13928,2301,95.946
16,"=","KARMIN Broken Hearted",5294,"+90",394,"+40",31.805,"+0.541",57,"22",16,5294,936,31.805
17,"=","TRAIN Drive By",4966,"+54",327,"-5",29.201,"+0.284",92,"9",17,4966,601,29.201
18,"=","CARLY RAE JEPSEN Call Me Maybe",4855,"+240",1298,"+120",31.688,"+2.331",36,"5",18,4855,1298,31.688
19,"=","B.O.B So Good",4518,"+95",430,"+86",31.111,"+0.186",44,"11",18,4518,1013,31.111
20,"+1","JENNIFER LOPEZ Dance Again f/Pitbull",3909,"+172",1379,"-186",25.959,"+1.139",17,"19",20,3909,2243,25.959
21,"+1","TAYLOR SWIFT Eyes Open",3743,"+140",903,"-11",21.67,"+1.166",22,"14",21,3743,1442,21.67
22,"-2","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3611,"-142",-966,"+101",25.11,"-1.222",144,"25",10,7182,1174,48.863
23,"=","CHRIS BROWN Turn Up The Music",2665,"-137",-1032,"-37",19.212,"-0.696",75,"44",17,4894,987,33.507
24,"+1","PITBULL Back In Time",2105,"+163",916,"+22",10.911,"+1.060",18,"74",24,2105,916,10.911
25,"-1","ELLIE GOULDING Lights",2009,"+58",382,"-32",11.183,"+0.306",66,"48",24,2009,431,11.183
26,"=","DRAKE The Motto f/Lil Wayne",1740,"+23",230,"-66",17.473,"+0.196",57,"23",26,1740,321,17.473
27,"=","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1655,"+98",205,"+61",9.359,"+0.989",43,"144",27,1655,461,9.359
28,"=","DEMI LOVATO Give Your Heart A Break",1582,"+32",308,"-2",10.825,"+0.421",47,"57",28,1582,362,10.825
29,"+1","HAVANA BROWN We Run The Night f/Pitbull",1502,"+18",114,"-8",10.878,"-0.089",64,"108",27,1502,237,10.967
30,"-1","RIHANNA Talk That Talk f/Jay Z",1423,"-94",-701,"-63",7.955,"-0.280",69,"71",24,2226,339,12.882
31,"=","NEON HITCH F U Betta",1213,"+7",133,"-10",4.078,"-0.037",43,"494",31,1213,215,4.115
32,"=","CHRIS RENE Young Homie",1171,"+26",147,"+12",4.222,"+0.190",36,"131",32,1171,213,4.222
33,"=","CHRISTINA PERRI A Thousand Years",980,"-39",-375,"+33",4.912,"-0.304",102,"40",23,2055,280,9.423
34,"+1","USHER Climax",905,"+13",107,"+2",3.696,"-0.043",29,"30",34,905,348,3.895
35,"-1","WALLPAPER F**king Best Song Everrr",902,"-5",8,"-16",3.692,"-0.155",31,"--",34,908,262,3.847
36,"=","HOT CHELLE RAE Honestly",797,"+26",230,"-9",3.069,"+0.086",15,"306",36,797,284,3.069
37,"=","DEV & ENRIQUE IGLESIAS Naked",595,"-34",-292,"-3",4.971,"-0.180",86,"--",28,1524,318,8.497
38,"+1","DAVID GUETTA Titanium f/Sia",564,"+73",360,"+43",4.187,"+0.602",8,"84",38,564,360,4.187
39,"-1","SEAN PAUL She Doesn't Mind",548,"-1",21,"-5",2.018,"-0.033",36,"339",38,549,158,2.051
40,"=","MADONNA Girl Gone Wild",509,"+25",92,"+5",1.297,"+0.107",15,"468",39,509,245,1.297
41,"=","RIHANNA Birthday Cake",445,"+13",108,"+3",1.564,"+0.037",15,"45",41,445,116,1.564
42,"+1","J. COLE Can't Get Enough f/Trey Songz",374,"-19",-57,"-8",1.302,"-0.051",36,"227",39,562,156,3.809
43,"+2","KIRKO BANGZ Drank In My Cup",358,"+25",139,"+14",3.286,"+0.105",13,"64",43,358,139,3.286
44,"=","FAR EAST MOVEMENT Live My Life f/Justin ...",340,"-5",-16,"+8",1.243,"-0.029",25,"441",43,418,80,1.436
45,"+2","NEON TREES Everybody Talks",288,"+16",126,"-1",0.778,"+0.044",7,"41",45,288,130,0.778
46,"--","RIHANNA Where Have You Been",239,"--",202,"--",3.686,"--",1,"412",46,239,202,3.686
47,"--","NICKI MINAJ Right By My Side f/Chris Bro...",235,"--",88,"--",0.867,"--",1,"92",47,235,88,0.867
48,"+1","THE CAB La La",233,"-1",8,"-13",0.322,"-0.001",11,"596",46,234,82,0.323
49,"--","JASON MRAZ I Won't Give Up",225,"--",89,"--",1.172,"--",1,"26",49,225,89,1.172
50,"=","T-PAIN Turn All The Lights On f/Ne-Yo",222,"+4",39,"+6",0.584,"+0.044",11,"781",49,222,62,0.584
