"Title","Artist","Spins"
"Stitches","SHAWN MENDES",16868
"Hello","ADELE",16814
"Hotline Bling","DRAKE",15725
"Wildest Dreams","TAYLOR SWIFT",15487
"The Hills","THE WEEKND",12060
"On My Mind","ELLIE GOULDING",12048
"Same Old Love","SELENA GOMEZ",12003
"Ex's and Oh's","ELLE KING",11658
"Here","ALESSIA CARA",11497
"What Do You Mean?","JUSTIN BIEBER",11203
"Sorry","JUSTIN BIEBER",9846
"Like I'm Gonna Lose You","MEGHAN TRAINOR",9231
"Renegades","X AMBASSADORS",7544
"Confident","DEMI LOVATO",7489
"Focus","ARIANA GRANDE",7430
"Locked Away f/Adam Levine","R. CITY",5971
"Lay It All On Me f/Ed Sheeran","RUDIMENTAL",5896
"Drag Me Down","ONE DIRECTION",5579
"679 f/Remy Boyz...","FETTY WAP",5109
"Hide Away","DAYA",4883
"Perfect","ONE DIRECTION",4762
"How Deep Is Your Love","CALVIN HARRIS + DISCIPLES",3425
"In The Night","THE WEEKND",3360
"Hey Everybody!","5 SECONDS OF SUMMER",3306
"Cake By The Ocean","DNCE",2979
"Used To Love You","GWEN STEFANI",2899
"Roses f/Rozes","THE CHAINSMOKERS",2812
"Irresistible f/Demi Lovato","FALL OUT BOY",2163
"Cool For The Summer","DEMI LOVATO",1771
"Hold Me Up","CONRAD SEWELL",1764
"Something Better f/Lady A.","AUDIEN",1706
"New Americana","HALSEY",1670
"Downtown","MACKLEMORE & RYAN LEWIS",1555
"The Fix f/Jeremih","NELLY",1474
"That's How You Know f/B. Rexha","NICO & VINZ",1447
"One Call Away","CHARLIE PUTH",1317
"Hold My Hand","JESS GLYNNE",1315
"My House","FLO RIDA",1307
"Only Love f/Pitbull","SHAGGY",1299
"Stressed Out","TWENTY ONE PILOTS",1233
"Hollow","TORI KELLY",1227
"Can't  Sleep Love","PENTATONIX",1224
"Zero","CHRIS BROWN",1190
"Alive","SIA",1029
"Player f/Chris Brown","TINASHE",907
"Stand By You","RACHEL PLATTEN",867
"Moments","TOVE LO",833
"Good To Be Alive (Hallelujah)","ANDY GRAMMER",807
"Love Myself","HAILEE STEINFELD",705
"White Iverson","POST MALONE",697
