"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13409,-65,-111,-108,98.016,-0.041,74,"9",1,13549,2321,99.332
2,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",12426,57,580,104,91.799,0.301,102,"20",2,12426,1674,91.799
3,"=","ADELE Set Fire To The Rain",11723,-142,-849,13,89.099,-1.711,118,"14",1,13928,2301,95.946
4,"=","WANTED Glad You Came",10669,137,1145,16,76.782,0.93,74,"4",4,10669,1330,76.782
5,"=","GYM CLASS HEROES Ass Back Home",10566,94,987,-8,73.574,0.266,119,"25",4,10566,1379,73.574
6,"=","KATY PERRY Part Of Me",9169,106,1098,-38,65.438,0.752,38,"11",6,9169,3625,65.438
7,"=","JESSIE J Domino",8398,-255,-1449,-63,57.233,-0.737,188,"46",2,12024,1524,67.403
8,"=","PITBULL F/CHRIS BROWN International Love",8263,-122,-502,7,58.992,-0.966,140,"28",5,9155,1086,62.67
9,"+1","FUN. We Are Young f/Janelle Monae",7568,392,2708,53,60.28,2.978,29,"1",9,7568,2708,60.28
10,"-1","FLO RIDA Good Feeling",7344,-68,-689,83,56.999,0.405,179,"34",1,13154,1657,85.747
11,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",7106,-3,0,45,47.21,-0.599,119,"15",10,7182,1174,48.863
12,"=","DRAKE Take Care f/Rihanna",6939,28,572,-63,56.042,-0.394,75,"17",11,6939,1220,56.44
13,"=","RIHANNA We Found Love f/Calvin Harris",6600,-82,-538,-21,55.599,-0.583,179,"54",1,14238,2184,95.593
14,"=","CALVIN HARRIS Feel So Close",6238,72,491,3,45.914,0.787,42,"12",13,6238,1329,45.914
15,"=","OUTASIGHT Tonight Is The Night",5924,-28,222,-66,35.856,0.025,142,"50",13,5952,572,35.856
16,"=","NICKI MINAJ Starships",5508,76,538,19,39.577,0.534,37,"7/61",16,5508,1834,39.577
17,"=","FLO RIDA Wild Ones f/Sia",5262,159,1182,47,41.054,0.847,47,"5",17,5262,1182,41.054
18,"=","CHRIS BROWN Turn Up The Music",4845,28,347,-10,33.4,0.29,50,"22",18,4845,987,33.4
19,"=","ONE DIRECTION What Makes You Beautiful",4111,210,1363,37,25.506,1.079,22,"6",19,4111,1363,25.506
20,"=","KARMIN Broken Hearted",3880,71,910,-26,23.803,0.303,32,"35",19,3880,936,23.803
21,"=","TRAIN Drive By",3578,29,124,0,20.324,0.145,67,"10",20,3578,527,20.324
22,"=","B.O.B So Good",2671,126,828,21,21.362,0.673,19,"13",22,2671,828,21.362
23,"+1","ADELE Rumour Has It",2083,106,801,-24,11.601,0.424,18,"38",23,2083,825,11.601
24,"-1","CHRISTINA PERRI A Thousand Years",2033,-7,130,-31,9.318,-0.017,77,"32",23,2040,280,9.423
25,"+1","GOTYE Somebody That I Used To Know",1993,95,698,4,14.33,0.391,21,"2",25,1993,698,14.33
26,"-1","COLDPLAY Princess Of China",1906,-37,-109,-10,9.564,-0.308,117,"63",24,2042,363,10.812
27,"=","RIHANNA Talk That Talk f/Jay Z",1884,34,271,10,12.066,0.269,44,"53",25,1884,339,12.066
28,"=","JASON DERULO Breathing",1523,-20,68,-34,6.497,-0.159,47,"179",28,1573,432,6.812
29,"=","DEV & ENRIQUE IGLESIAS Naked",1513,-11,91,-49,8.342,-0.107,61,"138",29,1524,318,8.49
30,"=","JAY Z & KANYE WEST N***** In Paris",1359,-38,-213,-9,10.692,-0.315,137,"57",15,5155,785,36.602
31,"=","J. COLE Workout",1249,-7,-72,20,11.773,-0.12,150,"112",12,5803,659,35.209
32,"=","DRAKE The Motto f/Lil Wayne",1157,11,111,-6,12.744,0.545,32,"19",32,1157,237,12.744
33,"=","HAVANA BROWN We Run The Night f/Pitbull",1127,12,23,-3,9.997,-0.037,39,"84",33,1127,237,10.526
34,"+1","ELLIE GOULDING Lights",1094,9,75,-17,5.221,0.037,41,"81",34,1094,201,5.221
35,"-1","TYGA Rack City",1080,-33,-177,-33,4.417,-0.23,55,"21",32,1257,287,8.937
36,"=","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1061,13,121,24,6.997,-0.02,18,"229",36,1061,461,7.017
37,"=","CARLY RAE JEPSEN Call Me Maybe",1026,56,371,-10,5.728,0.487,11,"8",37,1026,410,5.728
38,"+1","ALL-AMERICAN REJECTS Beekeeper's Daughte...",784,3,17,-1,2.724,-0.002,33,"528",38,784,204,2.726
39,"+1","NEON HITCH F U Betta",775,6,191,-24,2.258,0.126,18,"713",39,775,215,2.258
40,"-2","LMFAO Sorry For Party Rocking",765,-38,-765,168,3.579,0.018,72,"87",19,3980,1009,16.853
41,"=","DEMI LOVATO Give Your Heart A Break",762,4,130,-18,4.615,0.136,22,"124",41,762,148,4.615
42,"+1","CHRIS RENE Young Homie",612,17,81,8,1.791,0.132,11,"80",42,612,171,1.791
43,"+1","USHER Climax",606,29,339,-9,2.968,0.038,4,"37",43,606,348,2.968
44,"+2","WALLPAPER F**king Best Song Everrr",568,37,191,32,3.296,0.148,6,"--",44,568,191,3.296
45,"-3","CHIDDY BANG Ray Charles",567,-41,-136,-33,1.472,-0.195,34,"507",41,711,150,2.02
46,"-1","J. COLE Can't Get Enough f/Trey Songz",558,-4,79,-21,3.546,-0.263,11,"116",44,562,156,3.809
47,"+1","SEAN PAUL She Doesn't Mind",507,3,96,-21,1.76,-0.061,11,"189",47,507,158,1.821
48,"-1","CADY GROVES This Little Girl",481,-35,-73,-44,0.98,-0.101,28,"771",44,553,89,1.158
49,"=","AVICII Levels",464,3,24,5,4.156,0.095,77,"114",33,1352,260,9.722
50,"=","ADAM LAMBERT Better Than I Know Myself",314,-3,-1,-10,1.06,-0.052,2,"476",50,317,9,1.112
