"Title","Artist","Spins"
"All About That Bass","MEGHAN TRAINOR",17671
"Shake It Off","TAYLOR SWIFT",17068
"Black Widow f/Rita Ora","IGGY AZALEA",16648
"Break Free f/Zedd","ARIANA GRANDE",14047
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",12890
"Don't Tell 'Em f/YG","JEREMIH",10689
"Boom Clap","CHARLI XCX",10012
"Habits (Stay High)","TOVE LO",9563
"Don't","ED SHEERAN",8969
"Rather Be f/Jess Glynne","CLEAN BANDIT",8139
"Cool Kids","ECHOSMITH",7893
"Maps","MAROON 5",6729
"A Sky Full Of Stars","COLDPLAY",6701
"Blame f/John Newman","CALVIN HARRIS",6123
"Amnesia","5 SECONDS OF SUMMER",5542
"Trumpets","JASON DERULO",5328
"Jealous","NICK JONAS",5305
"Bailando f/Gente De Zona","ENRIQUE IGLESIAS",5300
"Waves","MR PROBZ",4972
"This Is How We Do","KATY PERRY",4835
"Fireball f/John Ryan","PITBULL",4696
"Animals","MAROON 5",4616
"Anaconda","NICKI MINAJ",4283
"2 On f/Schoolboy Q","TINASHE",3914
"Steal My Girl","ONE DIRECTION",2506
"In Your Arms","NICO & VINZ",2091
"Heroes","ALESSO",2055
"I'm Not The Only One","SAM SMITH",1897
"First Flight Home","JAKE MILLER",1776
"Undressed","KIM CESARION",1727
"Girls","THE 1975",1661
"Secrets","MARY LAMBERT",1542
"Wait On Me","RIXTON",1435
"American Dream","MKTO",1377
"Centuries","FALL OUT BOY",1339
"Bend Ova f/Tyga","LIL JON",1275
"Can't Stop Drinking About You","BEBE REXHA",1245
"L.A.LOVE (la la)","FERGIE",1115
"V. 3005","CHILDISH GAMBINO",1091
"i","KENDRICK LAMAR",1045
"Hideaway","KIESZA",955
"Really Don't Care f/Cher Lloyd","DEMI LOVATO",936
"All About You","HILARY DUFF",916
"Break The Rules","CHARLI XCX",883
"Ghost","ELLA HENDERSON",833
"No Mediocre f/Iggy Azalea","T.I.",773
"Never Been In Love f/Icona Pop","COBRA STARSHIP",604
"Superbad","JESSE MCCARTNEY",573
"Heartbreak Heard Around The...","JACOB LATIMORE",516
"New Flame f/Usher & Rick Ross","CHRIS BROWN",495
