"Title","Artist","Spins"
"The Monster f/Rih...","EMINEM",16109
"Counting Stars","ONEREPUBLIC",15432
"Demons","IMAGINE DRAGONS",14235
"Timber f/Ke$ha","PITBULL",13583
"Wake Me Up","AVICII",10706
"Stay The Night f/...","ZEDD",9079
"Wrecking Ball","MILEY CYRUS",8454
"Royals","LORDE",7919
"Do What U Want f/...","LADY GAGA",7883
"Sweater Weather","NEIGHBOURHOOD",7787
"Burn","ELLIE GOULDING",7542
"Let Her Go","PASSENGER",7418
"Story Of My Life","ONE DIRECTION",7085
"Unconditionally","KATY PERRY",7075
"Hold On We're Goi...","DRAKE",6373
"White Walls f/ScH...","MACKLEMORE & RYAN...",6231
"Applause","LADY GAGA",5121
"Roar","KATY PERRY",4695
"Say Something w/C...","A GREAT BIG WORLD",4582
"Team","LORDE",4570
"Slow Down","SELENA GOMEZ",4365
"Marry Me","JASON DERULO",4286
"Pompeii","BASTILLE",3715
"Perfume","BRITNEY SPEARS",3547
"Love Me Again","JOHN NEWMAN",3432
"TKO","JUSTIN TIMBERLAKE",3418
"Replay","ZENDAYA",3291
"Alone Together","FALL OUT BOY",3285
"Brave","SARA BAREILLES",3051
"Dark Horse","KATY PERRY",2665
"How I Feel","FLO RIDA",2371
"Thinking About Yo...","CALVIN HARRIS",2106
"Neon Lights","DEMI LOVATO",1447
"Harlem","NEW POLITICS",1418
"Old School Love f...","LUPE FIASCO",1360
"Heart Attack","ENRIQUE IGLESIAS",1359
"Young Girls","BRUNO MARS",1316
"Feel Good","ROBIN THICKE",1284
"Keep Me Crazy","CHRIS WALLACE",1195
"Hey Brother","AVICII",1150
"Best Day Of My Li...","AMERICAN AUTHORS",1017
"Chocolate","THE 1975",930
"Take Me Home f/Be...","CASH CASH",881
"Love More f/Nicki...","CHRIS BROWN",860
"Classic","MKTO",859
"Right There f/Big...","ARIANA GRANDE",735
"LoveSick","CAMRYN",681
"Collide","JAKE MILLER",678
"Animals","MARTIN GARRIX",658
"Pumpin Blood","NONONO",631
