"Title","Artist","Spins"
"Roar","KATY PERRY",17038
"Wake Me Up","AVICII",14641
"Royals","LORDE",13876
"Summertime Sadnes...","LANA DEL REY",13653
"Holy Grail f/Just...","JAY Z",11448
"Safe And Sound","CAPITAL CITIES",11213
"Applause","LADY GAGA",10676
"Hold On We're Goi...","DRAKE",9415
"Wrecking Ball","MILEY CYRUS",8240
"Blurred Lines f/P...","ROBIN THICKE",7159
"Still Into You","PARAMORE",7053
"Slow Down","SELENA GOMEZ",6206
"Give It 2 U f/Ken...","ROBIN THICKE",6029
"Gorilla","BRUNO MARS",5967
"Same Love f/Mary ...","MACKLEMORE & RYAN...",5900
"Everything Has .....","TAYLOR SWIFT",5284
"Work Bitch","BRITNEY SPEARS",4708
"Love Somebody","MAROON 5",4525
"Berzerk","EMINEM",4236
"Sail","AWOLNATION",3891
"Closer","TEGAN & SARA",3604
"True Love f/Lily ...","PINK",3108
"Treasure","BRUNO MARS",3095
"TKO","JUSTIN TIMBERLAKE",2826
"Gone, Gone, Gone","PHILLIP PHILLIPS",2747
"We Can't Stop","MILEY CYRUS",2617
"Demons","IMAGINE DRAGONS",2565
"Marry Me","JASON DERULO",2413
"Miss Movin' On","FIFTH HARMONY",2260
"Sweater Weather","NEIGHBOURHOOD",2222
"Live For The Nigh...","KREWELLA",2068
"American Girl","BONNIE MCKEE",2012
"What Now","RIHANNA",1644
"This Is What It F...","ARMIN VAN BUUREN",1577
"Rough Water f/Jas...","TRAVIE MCCOY",1542
"Crooked Smile f/T...","J. COLE",1526
"Alone Together","FALL OUT BOY",1428
"All Night","ICONA POP",1228
"Best Song Ever","ONE DIRECTION",1098
"White Walls f/ScH...","MACKLEMORE & RYAN...",968
"Brave","SARA BAREILLES",794
"Let Her Go","PASSENGER",739
"We Own The Night","THE WANTED",703
"I Wish f/T.I.","CHER LLOYD",701
"Love More f/Nicki...","CHRIS BROWN",676
"Harlem","NEW POLITICS",672
"Stay The Night f/...","ZEDD",633
"Keep Me Crazy","CHRIS WALLACE",622
"Love Me Again","JOHN NEWMAN",599
"My Kind Of Love","EMELI SANDE",599
