"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14219,"+118",774,"+15",89.868,"+1.233",62,"3",1,14219,2322,89.868
2,"=","LMFAO Party Rock Anthem",14010,"+0",382,"-84",93.416,"+0.273",79,"1/90",1,14010,1859,93.416
3,"=","PITBULL Give Me Everything f/Ne-Yo",13061,"-107",-684,"-59",88.233,"-0.742",79,"8",1,14233,1811,95.596
4,"=","LADY GAGA The Edge Of Glory",10204,"-61",-884,"+154",63.266,"-0.429",79,"13",3,11672,2193,68.045
5,"=","NICKI MINAJ Super Bass",9928,"+123",1082,"-21",62.294,"+0.812",79,"6",5,9928,1188,62.294
6,"=","ADELE Rolling In The Deep",9057,"-298",-1693,"-119",63.39,"-2.235",79,"10",1,14295,2273,96.15
7,"=","ONEREPUBLIC Good Life",9003,"+107",900,"+23",49.938,"+0.956",79,"16",7,9003,978,49.938
8,"=","HOT CHELLE RAE Tonight Tonight",8705,"+110",644,"+36",45.785,"+0.651",79,"4",7,8705,838,45.785
9,"=","BRITNEY SPEARS I Wanna Go",8367,"+214",1289,"+62",56.789,"+1.327",45,"7",9,8367,1768,56.789
10,"=","JASON DERULO Don't Wanna Go Home",6192,"-281",-1042,"-288",31.307,"-1.458",77,"23",9,7292,1463,37.775
11,"=","LUPE FIASCO The Show Goes On",6079,"-197",-1214,"-55",35.43,"-1.551",79,"45",6,8825,1043,53.459
12,"=","LIL WAYNE How To Love",6074,"+147",1165,"-18",34.838,"+0.761",54,"5",12,6074,1328,34.838
13,"=","BLACK EYED PEAS Just Can't Get Enough",5656,"-55",-667,"+53",39.048,"-0.559",79,"49",2,13366,715,84.474
14,"=","KATY PERRY E.T.",5242,"-133",-805,"-69",36.004,"-1.211",79,"59",1,14624,0,96.745
15,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4859,"+48",384,"-1",24.768,"+0.233",79,"31",15,4859,615,24.768
16,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",4772,"+159",1233,"-48",29.424,"+1.121",33,"2/76",16,4772,1450,29.424
17,"-1","BRUNO MARS Lazy Song",4566,"-50",-456,"+75",20.985,"-0.283",79,"30",3,11422,1054,61.587
18,"=","THE BAND PERRY If I Die Young",4560,"+44",228,"+25",24.544,"+0.223",79,"14",17,4560,655,24.544
19,"=","BEYONCE Best Thing I Never Had",4347,"+18",195,"-51",21.03,"+0.189",51,"17",18,4347,856,21.03
20,"=","BRITNEY SPEARS Till The World Ends",3885,"-87",-472,"-16",29.17,"-0.589",79,"65",3,11896,966,75.819
21,"+1","CHRIS BROWN She Ain't You",3671,"+86",440,"+37",19.304,"+0.260",68,"53",21,3671,635,19.304
22,"-1","NICOLE SCHERZINGER Right There",3665,"-265",-746,"-292",15.452,"-0.952",63,"36",16,4411,720,21.085
23,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3286,"+37",541,"-28",18.368,"+0.248",54,"50",23,3286,611,18.368
24,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",2676,"+102",646,"+30",14.725,"+0.442",45,"26",24,2676,646,14.725
25,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",2532,"+126",951,"+3",12.303,"+0.672",20,"18",25,2532,951,12.303
26,"-2","RIHANNA California King Bed",2401,"-228",-1194,"-105",10.142,"-0.873",74,"37",19,3856,616,16.018
27,"+1","PITBULL Rain Over Me",2018,"+102",662,"+36",14.569,"+0.508",19,"69",27,2018,662,14.569
28,"-1","AVRIL LAVIGNE Smile",2009,"+54",319,"+56",7.883,"+0.167",61,"68",27,2009,319,7.883
29,"=","BLACK EYED PEAS Don't Stop The Party",1966,"+74",422,"+29",7.396,"+0.135",27,"178",28,1966,492,7.396
30,"=","IYAZ Pretty Girls",1890,"+43",353,"+21",7.925,"+0.226",54,"89",28,1890,353,7.925
