"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","CARLY RAE JEPSEN Call Me Maybe",14522,-38,77,-62,110.747,-0.23,102,"--",1,14563,1711,111.23
2,"=","MAROON 5 Payphone f/Wiz Khalifa",13624,137,863,-89,96.531,1.576,66,"--",2,13624,3415,96.531
3,"=","GOTYE Somebody That I Used To Know",13298,-13,-231,53,100.539,-0.482,112,"--",1,14242,2018,106.819
4,"=","ONE DIRECTION What Makes You Beautiful",10673,-136,-948,-46,73.633,-1.086,113,"--",3,11838,1579,80.433
5,"+1","RIHANNA Where Have You Been",9146,172,842,20,71.8,1.004,67,"--",5,9146,1884,71.8
6,"-1","NICKI MINAJ Starships",9025,-59,-1196,192,69.848,-0.223,128,"--",3,12071,1834,87.938
7,"=","FUN. We Are Young f/Janelle Monae",8751,-92,-952,34,61.554,-0.426,120,"--",1,14439,2738,110.772
8,"=","FLO RIDA Wild Ones f/Sia",7949,-119,-603,-36,63.87,-0.968,138,"--",2,12595,1940,93.589
9,"=","USHER Scream",7870,35,247,29,53.791,0.552,56,"--",9,7870,2323,53.791
10,"=","ELLIE GOULDING Lights",7737,94,794,-21,53.974,0.774,132,"--",10,7737,914,53.974
11,"=","JUSTIN BIEBER Boyfriend",7504,-94,-152,-46,45.869,-0.917,87,"--",9,7937,4726,51.515
12,"=","KATY PERRY Wide Awake",7310,106,846,-40,53.012,0.932,30,"--",12,7310,2824,53.012
13,"=","KARMIN Broken Hearted",7067,-116,-218,-83,43.981,-0.85,123,"--",10,7320,936,47.276
14,"=","DAVID GUETTA Titanium f/Sia",6184,17,381,-83,45.693,0.282,74,"--",14,6184,987,45.693
15,"=","PITBULL Back In Time",6129,34,26,-36,42.144,0.17,84,"--",14,6156,925,42.144
16,"=","GYM CLASS HEROES Fighter f/Ryan Tedder",5606,53,272,20,34.736,0.309,52,"--",16,5606,1441,34.736
17,"=","DEMI LOVATO Give Your Heart A Break",4113,71,241,35,31.52,0.958,113,"--",17,4113,665,31.52
18,"+1","ONE DIRECTION One Thing",4021,37,541,-73,22.717,0.483,46,"--",18,4021,975,22.717
19,"+1","CALVIN HARRIS Let's Go f/Ne-Yo",3966,125,554,-16,29.82,0.755,54,"--",19,3966,836,29.82
20,"-2","KATY PERRY Part Of Me",3961,-25,-506,36,26.004,-0.676,129,"--",3,12039,3625,78.553
21,"=","HAVANA BROWN We Run The Night f/Pitbull",3469,51,370,-13,26.349,0.63,130,"--",21,3469,444,26.349
22,"=","RITA ORA How We Do (Party)",3054,42,210,20,16.503,0.24,56,"--",22,3054,620,16.512
23,"=","ADELE Rumour Has It",2788,-75,-534,11,17.792,-1.026,109,"--",8,8497,1514,56.313
24,"=","CALVIN HARRIS Feel So Close",2675,-16,-452,140,21.966,-0.398,133,"--",7,8145,1329,55.352
25,"=","CHER LLOYD Want U Back",2610,144,1103,43,15.782,0.891,40,"--",25,2610,1103,15.782
26,"=","B.O.B Both Of Us f/Taylor Swift",2477,19,509,-68,14.063,-0.075,39,"--",25,2477,577,14.138
27,"=","THE WANTED Chasing The Sun",2043,46,356,5,14.928,0.167,48,"--",27,2043,423,14.928
28,"+1","NEON TREES Everybody Talks",1801,21,161,-8,9.943,0.14,73,"--",28,1801,240,9.943
29,"-1","KIRKO BANGZ Drank In My Cup",1785,-38,-33,-54,10.751,-0.09,79,"--",28,1855,312,10.841
30,"=","JASON MRAZ I Won't Give Up",1510,30,195,-10,7.764,0.178,67,"--",30,1510,276,7.764
31,"=","GROUPLOVE Tongue Tied",1437,25,58,16,8.878,0.382,58,"--",31,1437,284,8.947
32,"=","DRAKE The Motto f/Lil Wayne",1037,-19,-139,-1,11.485,-0.464,123,"--",25,2047,321,19.147
33,"=","OUTASIGHT Now Or Never",1014,5,122,-22,3.533,0.061,42,"--",33,1014,206,3.533
34,"=","FLO RIDA Whistle",1009,76,477,37,6.356,0.381,16,"--",34,1009,477,6.356
35,"+1","KELLY CLARKSON Dark Side",942,62,385,20,5.341,0.408,12,"--",35,942,406,5.341
36,"-1","SAMMY ADAMS Only One",921,21,124,32,4.261,0.104,33,"--",34,921,230,4.261
37,"=","COLDPLAY Paradise",733,-52,-178,-45,4.77,-0.419,92,"--",35,943,255,5.988
38,"=","ALEX CLARE Too Close",703,19,84,-8,2.051,0.044,23,"--",38,703,194,2.051
39,"=","MATCHBOX TWENTY She's So Mean",672,50,567,-7,2.984,0.197,4,"--",39,672,574,2.984
40,"=","LINKIN PARK Burn It Down",605,13,133,-21,1.947,0.094,15,"--",39,605,217,1.947
41,"=","SEAN KINGSTON Back 2 Life (Live It Up) f...",564,18,139,-14,3.851,0.32,11,"--",41,564,305,3.851
42,"+2","FUN. Some Nights",553,34,188,15,2.933,0.106,11,"--",42,553,188,2.933
43,"=","CHIDDY BANG Mind Your Manners f/Icona Po...",550,20,107,14,1.567,0.078,29,"--",41,550,107,1.567
44,"-2","BREATHE CAROLINA Hit And Run",540,4,134,-34,1.042,0.028,9,"--",40,540,272,1.042
45,"=","STEFANO I'm On A Roll f/New Boyz",450,13,90,7,1.201,0.061,18,"--",45,450,128,1.201
46,"=","JAY SEAN I'm All Yours f/Pitbull",434,2,2,8,0.885,-0.04,21,"--",42,436,205,0.948
47,"=","CHRIS BROWN Don't Wake Me Up",424,19,151,-12,2.607,0.07,4,"--",47,424,163,2.624
48,"=","K'NAAN Hurt Me Tomorrow",410,12,72,10,1.122,0.027,5,"--",47,410,73,1.122
49,"=","THE CAB La La",379,-2,-28,-2,0.931,0.021,75,"--",43,412,82,0.995
50,"=","WIZ KHALIFA Work Hard, Play Hard",341,-9,2,-10,1.514,-0.024,20,"--",47,350,73,1.538
