"Title","Artist","Spins"
"The Monster f/Rih...","EMINEM",15445
"Counting Stars","ONEREPUBLIC",15056
"Timber f/Ke$ha","PITBULL",14726
"Demons","IMAGINE DRAGONS",12961
"Wake Me Up","AVICII",9551
"Stay The Night f/...","ZEDD",9330
"Burn","ELLIE GOULDING",8809
"Do What U Want f/...","LADY GAGA",8568
"Let Her Go","PASSENGER",8035
"Story Of My Life","ONE DIRECTION",7990
"Sweater Weather","NEIGHBOURHOOD",7958
"Royals","LORDE",6729
"White Walls f/ScH...","MACKLEMORE & RYAN...",6588
"Wrecking Ball","MILEY CYRUS",6532
"Team","LORDE",5977
"Say Something w/C...","A GREAT BIG WORLD",5737
"Hold On We're Goi...","DRAKE",5603
"Dark Horse","KATY PERRY",5443
"Pompeii","BASTILLE",4683
"Roar","KATY PERRY",4493
"Applause","LADY GAGA",4160
"Love Me Again","JOHN NEWMAN",3995
"Unconditionally","KATY PERRY",3363
"Replay","ZENDAYA",3045
"Alone Together","FALL OUT BOY",3044
"Perfume","BRITNEY SPEARS",2881
"Brave","SARA BAREILLES",2850
"Young Girls","BRUNO MARS",2758
"XO","BEYONCE",2716
"Slow Down","SELENA GOMEZ",2619
"How I Feel","FLO RIDA",2587
"Thinking About Yo...","CALVIN HARRIS",2101
"TKO","JUSTIN TIMBERLAKE",2002
"Neon Lights","DEMI LOVATO",1922
"Marry Me","JASON DERULO",1876
"Chocolate","THE 1975",1510
"Hey Brother","AVICII",1335
"Old School Love f...","LUPE FIASCO",1327
"Adore You","MILEY CYRUS",1246
"Take Me Home f/Be...","CASH CASH",1205
"Best Day Of My Li...","AMERICAN AUTHORS",1187
"Keep Me Crazy","CHRIS WALLACE",996
"Harlem","NEW POLITICS",936
"Classic","MKTO",889
"Animals","MARTIN GARRIX",763
"Talk Dirty f/2 Ch...","JASON DERULO",756
"Pumpin Blood","NONONO",645
"Feel Good","ROBIN THICKE",597
"Collide","JAKE MILLER",587
"Love More f/Nicki...","CHRIS BROWN",578
