"Title","Artist","Spins"
"Locked Out Of Hea...","BRUNO MARS",15734
"Ho Hey","LUMINEERS",13493
"I Knew You Were T...","TAYLOR SWIFT",11913
"Beauty And A Beat...","JUSTIN BIEBER",11651
"I Cry","FLO RIDA",11171
"Diamonds","RIHANNA",11132
"One More Night","MAROON 5",8793
"Don't You Worry C...","SWEDISH HOUSE MAF...",8525
"Try","PINK",8452
"The A Team","ED SHEERAN",8345
"Home","PHILLIP PHILLIPS",8078
"Die Young","KE$HA",7565
"Let Me Love You","NE-YO",7511
"Scream And Shout","WILL.I.AM & BRITN...",6367
"Girl On Fire","ALICIA KEYS",6205
"Don't Stop The Pa...","PITBULL",5983
"Sweet Nothing f/F...","CALVIN HARRIS",5233
"Little Things","ONE DIRECTION",5031
"Daylight","MAROON 5",4984
"Catch My Breath","KELLY CLARKSON",4476
"C'mon","KE$HA",4360
"Hall Of Fame f/wi...","THE SCRIPT",4296
"It's Time","IMAGINE DRAGONS",4070
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",3672
"Rest Of My Life","LUDACRIS F/USHER/...",3113
"Wanted","HUNTER HAYES",2513
"Va Va Voom","NICKI MINAJ",2330
"Remember When (Pu...","CHRIS WALLACE",1957
"Little Talks","OF MONSTERS AND M...",1695
"Give Me Your Hand","THE READY SET",1524
"Troublemaker f/Fl...","OLLY MURS",1183
"Turn Around f/Ne-...","CONOR MAYNARD",1141
"Feel Again","ONEREPUBLIC",1095
"Who Booty f/Frenc...","JONN HART",1063
"Gangnam Style","PSY",808
"Adorn","MIGUEL",753
"I Will Wait","MUMFORD & SONS",734
"Gold","BRITT NICOLE",621
"My Life f/Eminem ...","50 CENT",545
"Just A Fool","C. AGUILERA & B. ...",507
"Lessons In Love (...","NEON TREES",495
"Endlessly","THE CAB",449
"Anything Could Ha...","ELLIE GOULDING",421
"Madness","MUSE",385
"Shooting Star","OWL CITY",380
"Feel This Moment","PITBULL",334
"Now Or Never","CAMRYN",322
"Clique f/Big Sean...","KANYE WEST",318
"Biggest Mistake","SECRET STATE",299
"Carry On","FUN.",287
