"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",13157,"-35",-292,"+407",83.679,"-0.530",136,"12",1,13951,1685,86.013
2,"+1","DAVID GUETTA Without You f/Usher",12419,"+120",1045,"+194",72.623,"+0.652",77,"5",2,12419,1586,72.623
3,"-1","ADELE Someone Like You",12416,"-147",-604,"+171",80.036,"-1.903",97,"6",2,13563,2614,91.686
4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",11555,"-57",-882,"+350",82.519,"-0.515",126,"8",1,14127,1893,93.336
5,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",11469,"-13",134,"+200",66.15,"-0.894",151,"16",4,11548,1097,70.438
6,"=","RIHANNA We Found Love f/Calvin Harris",10723,"+273",1852,"+287",75.333,"+1.118",48,"1",6,10723,2184,75.333
7,"=","LMFAO Sexy And I Know It",10223,"+116",546,"+222",65.196,"+0.138",77,"2",6,10223,1530,65.196
8,"=","FOSTER THE PEOPLE Pumped Up Kicks",7875,"-178",-1235,"+212",45.74,"-1.382",121,"9",3,12112,1356,70.246
9,"=","DEV In The Dark",7863,"+50",76,"+300",50.942,"-0.030",106,"35",8,8037,1224,51.486
10,"=","JASON DERULO It Girl",6634,"+36",259,"+162",29.192,"-0.092",86,"18",10,6634,1048,29.284
11,"=","KATY PERRY The One That Got Away",6257,"+172",1031,"+88",39.43,"+1.201",36,"14",11,6257,1631,39.43
12,"=","BRUNO MARS It Will Rain",6150,"+217",1108,"+305",35.6,"+0.896",40,"11",12,6150,1337,35.6
13,"=","KELLY CLARKSON Mr. Know It All",5782,"+52",440,"+70",28.703,"-0.239",69,"27",13,5782,1093,29.195
14,"=","LMFAO Party Rock Anthem",5462,"-55",-586,"+167",35.092,"-0.247",185,"15",1,14043,1859,94.193
15,"=","FLO RIDA Good Feeling",5456,"+138",1049,"+72",33.949,"+0.863",48,"7",15,5456,1207,33.949
16,"=","NICKI MINAJ Fly f/Rihanna",4760,"+57",413,"+122",25.399,"-0.066",55,"42",16,4760,987,25.465
17,"=","LADY GAGA You And I",4425,"-264",-2002,"+147",22.662,"-1.407",95,"36",7,7824,1553,44.474
18,"=","BAD MEETS EVIL Lighters f/Bruno Mars",4375,"-97",-597,"+74",28.209,"-0.615",139,"97",2,11835,1599,78.403
19,"=","BRITNEY SPEARS Criminal",3410,"+18",94,"+81",15.446,"-0.419",52,"60",19,3422,669,17.372
20,"=","SELENA GOMEZ & THE SCENE Love You Like A...",3305,"+113",511,"+138",16.294,"+0.205",81,"54",20,3305,511,16.294
21,"=","ALEXANDRA STAN Mr. Saxobeat",2983,"-104",-628,"+97",28.854,"-0.811",111,"65",18,4585,673,38.816
22,"=","T-PAIN 5 O'clock f/Wiz Khalifa",2866,"+109",610,"+132",18.02,"+0.160",35,"13",22,2866,637,18.02
23,"=","GAVIN DEGRAW Not Over You",2571,"+99",532,"+60",12.161,"+0.514",79,"45",23,2571,532,12.161
24,"=","LADY ANTEBELLUM Just A Kiss",2233,"+93",525,"+70",9.01,"+0.300",52,"34",24,2233,525,9.01
25,"=","JESSIE J Domino",2210,"+71",311,"+67",10.829,"+0.232",57,"49",24,2210,335,10.829
26,"=","DRAKE Headlines",1929,"+62",345,"+118",14.17,"+0.310",27,"32",26,1929,618,14.17
27,"=","ANDY GRAMMER Keep Your Head Up",1732,"-51",-665,"+138",7.935,"-0.310",139,"146",21,3215,355,13.959
28,"=","BREATHE CAROLINA Blackout",1711,"+67",326,"+30",7.592,"+0.275",79,"100",28,1711,326,7.592
29,"=","HOT CHELLE RAE I Like It Like That f/New...",1647,"+76",132,"+99",6.59,"+0.106",43,"68",29,1647,407,6.59
30,"=","NICKELBACK When We Stand Together",1615,"+49",266,"+86",5.4,"+0.020",41,"61",30,1615,457,5.4
31,"=","NICOLE SCHERZINGER Don't Hold Your Breat...",1542,"+43",46,"+106",4.698,"+0.065",47,"165",29,1562,446,5.007
32,"+1","FRAY Heartbeat",1482,"+65",589,"-15",6.218,"+0.321",16,"269",32,1482,677,6.218
33,"-1","JENNIFER LOPEZ Papi",1468,"+23",138,"+41",5.765,"-0.153",35,"239",32,1468,488,6.062
34,"=","THE SCRIPT Nothing",1262,"-89",-824,"+62",6.934,"-0.724",105,"71",18,4360,722,20.667
35,"=","OUTASIGHT Tonight Is The Night",1166,"+61",479,"+15",5.24,"+0.190",11,"149",35,1166,500,5.24
36,"=","J. COLE Workout",1158,"+70",373,"+20",13.091,"+0.717",19,"33",36,1158,373,13.091
37,"+1","BEYONCE Countdown",1091,"+32",241,"+37",3.693,"+0.011",28,"84",36,1091,255,3.693
38,"-1","RIHANNA Cheers (Drink To That)",1042,"-23",-185,"+49",5.684,"-0.328",107,"53",10,8085,1594,43.942
39,"=","PITBULL F/CHRIS BROWN International Love",1011,"+25",380,"-22",6.958,"-0.012",9,"127",39,1011,418,6.97
40,"=","JAY Z & KANYE WEST N***** In Paris",911,"+71",417,"+36",5.601,"+0.488",6,"23",40,911,417,5.601
41,"=","AVRIL LAVIGNE Wish You Were Here",879,"+130",387,"+156",2.83,"+0.325",6,"293",41,879,387,2.83
42,"+3","LADY GAGA Marry The Night",772,"+136",566,"+92",7.591,"+0.707",3,"503",42,772,566,7.591
43,"-1","WE THE KINGS Say You Like Me",749,"+58",140,"+83",1.676,"+0.041",54,"--",42,749,320,1.676
44,"--","RIHANNA You Da One",747,"--",747,"--",10.368,"--",1,"--",44,747,747,10.368
45,"-1","TAIO CRUZ Hangover f/Flo Rida",726,"+65",191,"+92",2.126,"+0.135",15,"361",44,726,194,2.126
46,"-3","COLDPLAY Paradise",646,"-20",-140,"-12",2.148,"-0.063",29,"31",38,892,255,2.679
47,"-1","THE CAB Bad",637,"+56",98,"+81",1.228,"+0.076",25,"620",45,637,106,1.228
48,"-1","DAUGHTRY Crawling Back To You",568,"+17",57,"+24",1.676,"-0.005",15,"187",47,568,134,1.681
49,"-1","COLBIE CAILLAT Brighter Than The Sun",523,"+0",53,"-24",1.644,"-0.024",6,"92",48,523,106,1.677
50,"=","LLOYD Dedication To My Ex...",508,"+17",-281,"+136",2.046,"-0.042",70,"459",29,1808,315,6.04
