"Title","Artist","Spins"
"Love Yourself","JUSTIN BIEBER",18315
"Here","ALESSIA CARA",16162
"Stressed Out","TWENTY ONE PILOTS",15650
"In The Night","THE WEEKND",15308
"Sorry","JUSTIN BIEBER",14828
"Same Old Love","SELENA GOMEZ",13688
"Roses f/Rozes","THE CHAINSMOKERS",12568
"Hello","ADELE",10039
"Hide Away","DAYA",9806
"I Know What You Did Last...","SHAWN MENDES & CAMILA CABELLO",8356
"Cake By The Ocean","DNCE",8128
"When We Were Young","ADELE",7732
"My House","FLO RIDA",7731
"Out Of The Woods","TAYLOR SWIFT",7325
"Hands To Myself","SELENA GOMEZ",6918
"Like I'm Gonna Lose You","MEGHAN TRAINOR",6403
"One Call Away","CHARLIE PUTH",5905
"On My Mind","ELLIE GOULDING",5535
"Perfect","ONE DIRECTION",4916
"Confident","DEMI LOVATO",4800
"Hotline Bling","DRAKE",4602
"Something In The Way You Move","ELLIE GOULDING",4581
"Get Ugly","JASON DERULO",4482
"Sugar f/Francesco Yates","ROBIN SCHULZ",4100
"Me Myself And I f/Bebe Rexha","G-EAZY",3980
"Hollow","TORI KELLY",3701
"Irresistible f/Demi Lovato","FALL OUT BOY",3336
"Antidote","TRAVI$ SCOTT",3203
"Stand By You","RACHEL PLATTEN",2765
"Bang My Head f/Sia","DAVID GUETTA",2387
"Work f/Drake","RIHANNA",2232
"White Iverson","POST MALONE",2031
"I Took A Pill In Ibiza","MIKE POSNER",2020
"Make Up f/Chloe Angelides","R. CITY",1884
"Electric Love","BORNS",1822
"Be Right There","DIPLO & SLEEPY TOM",1674
"Drink You Away","JUSTIN TIMBERLAKE",1673
"Youth","TROYE SIVAN",1578
"Sound Of Your Heart","SHAWN HOOK",1486
"Middle f/Bipolar Sunshine","DJ SNAKE",1245
"679 f/Remy Boyz...","FETTY WAP",1229
"7 Years","LUKAS GRAHAM",1072
"El Taxi f/Sensato & O. Garcia","PITBULL",836
"Jumpman","DRAKE & FUTURE",805
"Dessert","DAWIN",759
"Zero","CHRIS BROWN",596
"Pillowtalk","ZAYN",568
"Adventure Of A Lifetime","COLDPLAY",463
"Good To Be Alive (Hallelujah)","ANDY GRAMMER",443
"Radar","AUDIODAMN!",429
