"Title","Artist","Spins"
"One More Night","MAROON 5",15399
"We Are Never Ever Ge...","TAYLOR SWIFT",13376
"Some Nights","FUN.",13142
"As Long As You Love ...","JUSTIN BIEBER",12475
"Too Close","ALEX CLARE",11649
"Don't Wake Me Up","CHRIS BROWN",10303
"Die Young","KE$HA",9977
"Let Me Love You","NE-YO",9119
"Diamonds","RIHANNA",8645
"Blow Me (One Last Ki...","PINK",7855
"Locked Out Of Heaven","BRUNO MARS",7480
"Good Time","OWL CITY & CARLY RAE...",7352
"Gangnam Style","PSY",7188
"Finally Found You f/...","ENRIQUE IGLESIAS",7078
"I Cry","FLO RIDA",5493
"Live While We're You...","ONE DIRECTION",5301
"Home","PHILLIP PHILLIPS",4695
"50 Ways To Say Goodb...","TRAIN",4455
"Feel Again","ONEREPUBLIC",3533
"The A Team","ED SHEERAN",3327
"Your Body","CHRISTINA AGUILERA",2850
"Va Va Voom","NICKI MINAJ",2717
"Ho Hey","LUMINEERS",2564
"Don't You Worry Chil...","SWEDISH HOUSE MAFIA",2168
"Numb","USHER",2091
"Don't Stop The Party","PITBULL",2030
"Hall Of Fame f/will....","THE SCRIPT",1995
"I Can Only Imagine f...","DAVID GUETTA",1926
"Anything Could Happe...","ELLIE GOULDING",1925
"Ready Or Not","BRIDGIT MENDLER",1902
"R.I.P. f/Tinie Tempa...","RITA ORA",1901
"2 Reasons f/T.I.","TREY SONGZ",1874
"Beauty And A Beat f/...","JUSTIN BIEBER",1844
"Oath f/Becky G","CHER LLOYD",1476
"Remember When (Push ...","CHRIS WALLACE",1293
"It's Time","IMAGINE DRAGONS",1226
"Pound The Alarm","NICKI MINAJ",1161
"Catch My Breath","KELLY CLARKSON",1129
"Try","PINK",1128
"Bad For Me","MEGAN & LIZ",1110
"This Kiss","CARLY RAE JEPSEN",1033
"Skyfall","ADELE",943
"Be Your Everything","BOYS LIKE GIRLS",839
"Wanted","HUNTER HAYES",721
"I Found You","THE WANTED",720
"Adorn","MIGUEL",642
"Give Me Your Hand","THE READY SET",605
"Girl On Fire","ALICIA KEYS",593
"Clique f/Big Sean & ...","KANYE WEST",428
"Turn Around f/Ne-Yo","CONOR MAYNARD",389
