"Title","Artist","Spins"
"Habits (Stay High)","TOVE LO",16580
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",14802
"Animals","MAROON 5",14709
"Shake It Off","TAYLOR SWIFT",13851
"Don't","ED SHEERAN",12293
"Don't Tell 'Em f/YG","JEREMIH",11731
"All About That Bass","MEGHAN TRAINOR",11661
"Black Widow f/Rita Ora","IGGY AZALEA",11536
"Blame f/John Newman","CALVIN HARRIS",9977
"Waves","MR PROBZ",9163
"Jealous","NICK JONAS",8883
"Trumpets","JASON DERULO",8177
"Love Me Harder","ARIANA GRANDE & THE WEEKND",6691
"I'm Not The Only One","SAM SMITH",6520
"Cool Kids","ECHOSMITH",5859
"Rather Be f/Jess Glynne","CLEAN BANDIT",5596
"Blank Space","TAYLOR SWIFT",5471
"Boom Clap","CHARLI XCX",5133
"Steal My Girl","ONE DIRECTION",5109
"Beg For It f/MØ","IGGY AZALEA",4415
"Break Free f/Zedd","ARIANA GRANDE",4325
"Heroes","ALESSO",4199
"L.A.LOVE (la la)","FERGIE",4126
"Baby Don't Lie","GWEN STEFANI",3965
"In Your Arms","NICO & VINZ",3865
"Lips Are Movin","MEGHAN TRAINOR",3436
"Take Me To Church","HOZIER",2933
"Fireball f/John Ryan","PITBULL",2909
"Centuries","FALL OUT BOY",2871
"Maps","MAROON 5",2699
"Dangerous f/Sam Martin","DAVID GUETTA",2590
"Break The Rules","CHARLI XCX",2326
"i","KENDRICK LAMAR",2264
"Secrets","MARY LAMBERT",2031
"Can't Stop Drinking About You","BEBE REXHA",1910
"New Flame f/Usher & Rick Ross","CHRIS BROWN",1548
"Amnesia","5 SECONDS OF SUMMER",1520
"Ghost","ELLA HENDERSON",1420
"A Sky Full Of Stars","COLDPLAY",1254
"2 On f/Schoolboy Q","TINASHE",1236
"Burnin' Up f/2 Chainz","JESSIE J",1218
"The Heart Wants What It Wants","SELENA GOMEZ",1193
"Young Blood","BEA MILLER",995
"Touchin, Lovin f/Nicki Minaj","TREY SONGZ",965
"Stolen Dance","MILKY CHANCE",875
"Riptide","VANCE JOY",842
"Prayer In C","LILLYWOOD & ROBIN SCHULZ",740
"Too Cool To Dance","EDEN XO",720
"Undressed","KIM CESARION",680
"Never Been In Love f/Icona Pop","COBRA STARSHIP",665
