"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",14233,"+35",523,"+24",95.572,"+0.022",62,1,14233,1811,95.572
2,"+1","LMFAO Party Rock Anthem",12500,"+148",1437,"-58",81.499,"+0.778",62,2,12500,1859,81.499
3,"-1","ADELE Rolling In The Deep",12302,"-99",-466,"-22",84.14,"-0.896",62,1,14295,2273,96.15
4,"=","LADY GAGA The Edge Of Glory",11624,"-25",311,"-69",66.04,"-0.957",62,3,11649,2193,67.063
5,"=","KATY PERRY Last Friday Night (T.G.I.F.)",11471,"+317",2241,"+27",70.765,"+1.192",45,5,11471,2241,70.765
6,"=","LUPE FIASCO The Show Goes On",8758,"-47",-7,"-72",51.534,"+0.066",62,6,8825,1043,53.459
7,"=","NICKI MINAJ Super Bass",7742,"+94",781,"-33",49.412,"+0.992",62,7,7742,1188,49.412
8,"+1","BLACK EYED PEAS Just Can't Get Enough",7453,"-115",-452,"+30",55.612,"-0.867",62,2,13366,715,84.474
9,"-1","KATY PERRY E.T.",7443,"-130",-718,"+136",54.161,"-0.557",62,1,14624,0,96.745
10,"=","JASON DERULO Don't Wanna Go Home",7272,"-13",304,"-70",37.148,"-0.627",60,10,7285,1463,37.775
11,"=","ONEREPUBLIC Good Life",7225,"-18",510,"-193",41.716,"-0.268",62,11,7243,898,41.984
12,"=","HOT CHELLE RAE Tonight Tonight",7092,"+63",597,"-17",37.099,"+0.056",62,12,7092,838,37.099
13,"=","BRUNO MARS Lazy Song",6684,"-42",-958,"+228",33.092,"-0.430",62,3,11422,1054,61.587
14,"=","BRITNEY SPEARS Till The World Ends",5494,"-98",-426,"+21",36.264,"-0.781",62,3,11896,966,75.819
15,"=","BRITNEY SPEARS I Wanna Go",5330,"+104",1002,"-102",35.359,"+0.414",28,15,5330,1768,35.359
16,"=","NICOLE SCHERZINGER Right There",4230,"-34",316,"-116",20.625,"-0.460",46,16,4264,720,21.085
17,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3981,"+56",614,"-1",19.872,"+0.220",62,17,3981,615,19.872
18,"=","THE BAND PERRY If I Die Young",3955,"+77",495,"+6",20.807,"+0.525",62,18,3955,655,20.807
19,"=","RIHANNA California King Bed",3800,"-24",293,"-109",15.817,"-0.201",57,19,3824,616,16.018
20,"=","BEYONCE Best Thing I Never Had",3501,"+60",499,"+2",18.538,"+0.235",34,20,3501,856,18.538
21,"=","LIL WAYNE How To Love",3284,"+187",1195,"+93",18.983,"+0.784",37,21,3284,1195,18.983
22,"+2","CHRIS BROWN She Ain't You",2686,"+30",351,"-56",13.995,"-0.013",51,22,2686,635,14.008
23,"-1","TAYLOR SWIFT The Story Of Us",2678,"-156",-527,"-139",12.761,"-0.752",62,21,3295,587,17.303
24,"-1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2570,"-228",-1155,"-234",13.031,"-1.218",60,18,3879,864,21.943
25,"+1","MAROON 5 Never Gonna Leave This Bed",2394,"-8",-20,"-40",10.009,"-0.024",62,25,2433,312,10.24
26,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",2276,"-182",-746,"-68",18.647,"-0.712",62,18,4031,605,23.761
27,"+2","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2234,"+4",490,"-79",11.521,"+0.025",37,27,2234,569,11.521
28,"-1","WIZ KHALIFA Roll Up",2095,"-181",-1453,"+26",10.25,"-0.767",62,14,5043,725,26.478
29,"-1","SELENA GOMEZ & THE SCENE Who Says",2086,"-183",-1035,"+24",8.69,"-0.740",62,17,4559,707,27.282
30,"=","JEREMIH Down On Me f/50 Cent",2025,"-61",-258,"-44",13.695,"-0.419",62,10,8052,153,44.2
31,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",1637,"+128",772,"+70",9.013,"+0.831",16,31,1637,772,9.013
32,"-1","AVRIL LAVIGNE Smile",1543,"+17",194,"-24",5.867,"+0.098",44,31,1543,226,5.867
33,"=","T-PAIN Best Love Song f/Chris Brown",1370,"-29",18,"-55",7.778,"-0.074",60,33,1399,260,7.852
34,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1328,"+30",316,"-25",6.338,"+0.103",28,34,1328,341,6.338
35,"=","IYAZ Pretty Girls",1278,"+9",175,"-32",4.674,"+0.124",37,35,1278,271,4.674
36,"=","COLDPLAY Every Teardrop Is A Waterfall",1174,"+35",335,"-16",5.172,"+0.238",17,36,1174,446,5.172
37,"=","CEE LO GREEN Bright Lights Bigger City",1032,"-12",19,"-29",3.14,"-0.045",43,37,1044,170,3.418
38,"=","BLACK EYED PEAS Don't Stop The Party",1020,"+35",403,"-53",3.576,"+0.117",10,38,1020,492,3.576
39,"+1","BIG SEAN My Last f/Chris Brown",933,"+21",92,"+17",4.65,"+0.174",37,39,933,169,4.65
40,"-1","CHRIS BROWN Look At Me Now",907,"-31",0,"-44",8.001,"-0.010",62,28,1861,229,12.746
41,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",884,"+46",363,"+11",3.79,"+0.133",13,41,884,363,3.79
42,"-1","ALL TIME LOW I Feel Like Dancin�",871,"+6",82,"+6",2.442,"+0.019",23,41,871,294,2.442
