"Title","Artist","Spins"
"I Knew You Were T...","TAYLOR SWIFT",15979
"Don't You Worry C...","SWEDISH HOUSE MAF...",13489
"Beauty And A Beat...","JUSTIN BIEBER",11910
"Scream And Shout","WILL.I.AM & BRITN...",11725
"Locked Out Of Hea...","BRUNO MARS",11451
"Ho Hey","LUMINEERS",10460
"Try","PINK",9695
"Thrift Shop f/Wan...","MACKLEMORE & RYAN...",9663
"Daylight","MAROON 5",8592
"Sweet Nothing f/F...","CALVIN HARRIS",7623
"Girl On Fire","ALICIA KEYS",7473
"C'mon","KE$HA",7255
"Suit & Tie f/JAY ...","JUSTIN TIMBERLAKE",6903
"I Cry","FLO RIDA",6240
"Catch My Breath","KELLY CLARKSON",5609
"It's Time","IMAGINE DRAGONS",5540
"Hall Of Fame f/wi...","THE SCRIPT",5132
"Don't Stop The Pa...","PITBULL",5050
"Diamonds","RIHANNA",4938
"Die Young","KE$HA",4358
"When I Was Your M...","BRUNO MARS",3784
"Troublemaker f/Fl...","OLLY MURS",3455
"Wanted","HUNTER HAYES",2982
"Little Talks","OF MONSTERS AND M...",2905
"Remember When (Pu...","CHRIS WALLACE",2561
"I Will Wait","MUMFORD & SONS",2314
"Kiss You","ONE DIRECTION",2304
"Feel This Moment","PITBULL",1930
"Hey Porsche","NELLY",1907
"Stay f/Mikky Ekko","RIHANNA",1796
"Who Booty f/Frenc...","JONN HART",1567
"Gold","BRITT NICOLE",1388
"C'mon Let Me Ride...","SKYLAR GREY",1272
"Little Things","ONE DIRECTION",1251
"Carry On","FUN.",1121
"Va Va Voom","NICKI MINAJ",916
"Madness","MUSE",911
"Turn Around f/Ne-...","CONOR MAYNARD",701
"Rest Of My Life","LUDACRIS F/USHER/...",685
"Give Me Your Hand","THE READY SET",676
"Simply Amazing","TREY SONGZ",671
"Forever Now","NE-YO",668
"Lessons In Love (...","NEON TREES",636
"As Your Friend","AFROJACK & CHRIS ...",632
"Swimming Pools (D...","KENDRICK LAMAR",557
"Say You're Just A...","AUSTIN MAHONE",523
"F**kin Problems f...","A$AP ROCKY",480
"Alive","KREWELLA",464
"If I Lose Myself","ONEREPUBLIC",436
"How To Be A Heart...","MARINA AND THE DI...",397
