"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",13057,218,1530,32,85.081,1.526,74,"1",1,13057,1893,85.081
2,"=","BAD MEETS EVIL Lighters f/Bruno Mars",11791,-22,153,-126,77.666,-0.503,87,"19",2,11835,1599,78.403
3,"=","BRITNEY SPEARS I Wanna Go",10911,-235,-1311,-102,66.376,-1.435,99,"40",1,12853,1768,82.422
4,"=","KATY PERRY Last Friday Night (T.G.I.F.)",10454,-255,-1369,-150,58.79,-1.675,116,"34",1,14935,2322,96.531
5,"=","NICKI MINAJ Super Bass",9841,-165,-742,-72,64.034,-0.616,133,"25",3,12009,1188,73.23
6,"=","FOSTER THE PEOPLE Pumped Up Kicks",9491,137,858,30,57.767,1.087,69,"3",6,9491,1302,57.767
7,"=","LMFAO Party Rock Anthem",9018,-168,-1238,-49,61.049,-1.015,133,"5",1,14043,1859,94.193
8,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",8857,162,957,9,51.645,1.143,84,"4",8,8857,1218,51.645
9,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",8070,96,585,28,49.403,0.573,99,"7",9,8070,1017,49.403
10,"=","RIHANNA Cheers (Drink To That)",8014,105,459,55,43.894,0.14,55,"9",10,8014,1594,43.894
11,"=","PITBULL Give Me Everything f/Ne-Yo",7865,-13,-9,85,56.598,-0.564,133,"29",1,14233,1811,95.596
12,"+1","ADELE Someone Like You",7284,303,1906,69,51.703,2.23,45,"2",12,7284,1906,51.703
13,"-1","ONEREPUBLIC Good Life",7151,-192,-643,-127,42.812,-0.772,133,"30",6,9571,978,57.364
14,"=","LADY GAGA You And I",6899,84,394,23,38.731,0.591,43,"10",13,6899,1553,38.731
15,"=","DEV In The Dark",6013,88,865,-88,39.459,0.302,54,"15",15,6013,1224,39.459
16,"=","HOT CHELLE RAE Tonight Tonight",5675,-169,-1466,34,29.339,-1.193,133,"20",5,10036,838,54.593
17,"+2","DAVID GUETTA Without You f/Usher",4665,228,1586,70,29.81,1.184,25,"8",17,4665,1586,29.81
18,"-1","IYAZ Pretty Girls",4551,-78,-220,-77,20.673,-0.778,108,"39",17,4770,659,22.767
19,"-1","LIL WAYNE How To Love",4396,-109,-1299,99,31.092,-0.508,108,"18",9,8047,1328,45.275
20,"=","JASON DERULO It Girl",3949,41,267,-55,19.347,0.347,34,"14",19,3949,1048,19.347
21,"=","THE SCRIPT Nothing",3577,13,269,-31,17.06,0.163,53,"33",21,3577,722,17.06
22,"=","LADY GAGA The Edge Of Glory",3405,-79,-343,-13,19.53,-0.255,133,"50",3,11672,2193,68.045
23,"+1","ALEXANDRA STAN Mr. Saxobeat",3318,17,339,-45,26.131,0.249,59,"35",23,3318,567,26.131
24,"-1","THE BAND PERRY If I Die Young",3104,-203,-992,-38,17.513,-1.156,133,"26",11,6052,768,32.555
25,"=","KELLY ROWLAND Motivation f/Lil Wayne",2982,-16,256,-15,14.208,0.087,78,"62",21,2998,415,15.279
26,"+1","KELLY CLARKSON Mr. Know It All",2811,197,973,65,16.014,0.777,17,"54",26,2811,1093,16.014
27,"-1","AFROJACK Take Over Control f/Eva Simons",2790,-17,-24,-63,22.984,-0.471,93,"53",25,2836,435,23.455
28,"=","ANDY GRAMMER Keep Your Head Up",2647,45,226,60,9.957,0.095,87,"81",25,2647,355,9.957
29,"=","LMFAO Sexy And I Know It",2319,120,773,10,13.137,0.864,25,"6",29,2319,773,13.137
30,"=","NEW BOYZ Better With The Lights Off",2043,15,200,-10,7.045,0.117,47,"43",29,2043,423,7.045
31,"=","PATRICK STUMP This City f/Lupe Fiasco",1471,48,383,0,6.264,0.397,24,"295",31,1471,386,6.264
32,"=","DJ KHALED I'm On One f/Drake, Rick Ross",1238,6,145,4,9.997,-0.082,35,"52",32,1238,297,10.079
33,"=","SELENA GOMEZ & THE SCENE Love You Like A...",1229,47,253,19,5.327,0.265,29,"44",33,1229,306,5.327
34,"=","MATT NATHANSON Faster",1142,-1,7,1,3.755,-0.063,71,"120",32,1143,166,3.825
35,"=","DEMI LOVATO Skyscraper",1100,6,176,-18,6.417,-0.06,40,"41",35,1100,194,6.477
36,"=","WIZ KHALIFA No Sleep",1077,12,23,13,3.155,-0.023,38,"95",34,1077,246,3.907
37,"=","SWEDISH HOUSE MAFIA Save The World",993,11,7,12,3.732,-0.057,47,"228",36,1017,229,4.776
38,"=","LLOYD Dedication To My Ex...",909,53,259,38,3.931,0.055,18,"321",38,909,259,3.931
39,"=","GAVIN DEGRAW Not Over You",743,-1,21,-16,2.34,0.015,27,"59",39,744,243,2.34
40,"+1","SKYLAR GREY Invisible",640,-3,-42,-1,1.657,0.042,33,"--",40,683,131,1.657
41,"-1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",621,-26,-263,21,3.138,-0.164,133,"--",12,5432,615,27.03
42,"=","BREATHE CAROLINA Blackout",562,14,55,12,1.009,0.047,27,"315",42,562,92,1.012
43,"=","KREAYSHAWN Gucci Gucci",546,22,112,20,2.568,0.144,13,"73",43,546,112,2.568
44,"=","SEAN PAUL Got 2 Luv U f/Alexis Jordan",510,18,82,7,1.583,0.135,10,"137",44,510,126,1.583
45,"+1","JESSIE J Domino",475,44,277,22,2.07,0.288,5,"455",45,475,277,2.07
46,"-1","TYGA Far Away f/Chris Richardson",438,1,42,-22,0.991,0.027,10,"141",45,438,112,0.991
47,"+1","NICKI MINAJ Fly f/Rihanna",380,39,122,37,1.699,0.481,3,"71",47,380,122,1.699
48,"+1","WE THE KINGS Say You Like Me",377,44,294,32,0.891,0.086,2,"--",48,377,294,0.891
49,"-2","SIMPLE PLAN Jet Lag f/Natasha Bedingfiel...",344,-7,4,-10,0.747,-0.023,10,"--",47,353,33,0.77
50,"=","RED HOT CHILI PEPPERS Adventures Of Rain...",332,17,109,8,1.052,0.051,3,"--",50,332,109,1.052
