"Title","Artist","Spins"
"Can't Feel My Face","THE WEEKND",18752
"Cheerleader","OMI",17678
"Lean On f/MØ & DJ Snake","MAJOR LAZER",15276
"Bad Blood","TAYLOR SWIFT",13959
"Good For You f/A$AP Rocky","SELENA GOMEZ",13888
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",11882
"Worth It f/Kid Ink","FIFTH HARMONY",11783
"Cool For The Summer","DEMI LOVATO",10632
"Fight Song","RACHEL PLATTEN",9875
"Photograph","ED SHEERAN",9740
"Uma Thurman","FALL OUT BOY",8683
"Locked Away f/Adam Levine","R. CITY",8009
"See You Again f/Charlie Puth","WIZ KHALIFA",6428
"Beautiful Now f/Jon Bellion","ZEDD",6030
"She's Kinda Hot","5 SECONDS OF SUMMER",5888
"Should've Been Us","TORI KELLY",5831
"Drag Me Down","ONE DIRECTION",5176
"Watch Me","SILENTO",4795
"Cheyenne","JASON DERULO",4753
"Marvin Gaye f/Meghan Trainor","CHARLIE PUTH",4381
"I Don't Like It, I Love It","FLO RIDA",4234
"Post To Be f/Chris Brown&Jhene","OMARION",3732
"Ghost Town","ADAM LAMBERT",3629
"Stitches","SHAWN MENDES",3539
"Love Myself","HAILEE STEINFELD",3075
"Black Magic","LITTLE MIX",2683
"SUMMERTHING! f/Mike Taylor","AFROJACK",2486
"Classic Man","JIDENNA",2469
"The Hills","THE WEEKND",2102
"How Deep Is Your Love","CALVIN HARRIS + DISCIPLES",1974
"Here","ALESSIA CARA",1757
"Omen f/Sam Smith","DISCLOSURE",1586
"Kiss Me Quick","NATHAN SYKES",1367
"Around The World f/Fetty Wap","NATALIE LA ROSE",1329
"Like I Can","SAM SMITH",1304
"Hold Each Other f/Futuristic","A GREAT BIG WORLD",1250
"Trap Queen","FETTY WAP",1222
"Like I'm Gonna Lose You","MEGHAN TRAINOR",1198
"Elastic Heart f/The Weeknd...","SIA",1171
"Hold My Hand","JESS GLYNNE",1076
"Firestone f/Conrad","KYGO",1061
"Growing Up f/Ed Sheeran","MACKLEMORE & RYAN LEWIS",1056
"Fire N Gold","BEA MILLER",982
"Ex's and Oh's","ELLE KING",973
"Renegades","X AMBASSADORS",910
"Hide Away","DAYA",833
"Emergency","ICONA POP",757
"Back Together f/Nicki Minaj","ROBIN THICKE",711
"That's How You Know f/B. Rexha","NICO & VINZ",651
"Run Away With Me","CARLY RAE JEPSEN",569
