"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FUN. We Are Young f/Janelle Monae",14408,5,-9,-14,110.772,0.181,70,"--",1,14439,2738,110.772
2,"=","WANTED Glad You Came",12962,-158,-550,-82,94.871,-0.599,115,"--",1,13712,1363,101.962
3,"=","FLO RIDA Wild Ones f/Sia",12054,57,422,-41,86.283,0.994,88,"--",3,12054,1940,86.283
4,"=","KATY PERRY Part Of Me",11401,-136,-639,-156,77.033,-0.396,79,"--",3,12039,3625,78.553
5,"=","GOTYE Somebody That I Used To Know",10003,272,1892,44,78.774,2.393,62,"1",5,10003,1892,78.774
6,"=","NICKI MINAJ Starships",9670,159,916,-9,74.592,0.293,78,"--",5,9670,1834,74.592
7,"=","ONE DIRECTION What Makes You Beautiful",9543,66,848,-130,63.556,1.008,63,"--",6,9543,1579,63.556
8,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",8515,-166,-877,-43,66.515,-1.06,115,"--",1,13549,2321,99.332
9,"=","ADELE Rumour Has It",8361,58,322,-65,53.354,-0.505,59,"--",9,8361,1514,55.764
10,"=","CALVIN HARRIS Feel So Close",8115,-18,-10,-37,54.557,-0.266,83,"--",7,8145,1329,55.352
11,"=","JUSTIN BIEBER Boyfriend",7846,-35,-91,-50,47.284,-0.481,37,"--",9,7937,4726,51.492
12,"=","CARLY RAE JEPSEN Call Me Maybe",6756,106,868,-27,47.017,1.013,52,"--",12,6756,1298,47.017
13,"=","DRAKE Take Care f/Rihanna",5886,-216,-1272,-105,44.377,-1.751,116,"--",8,7620,1220,60.618
14,"=","KARMIN Broken Hearted",5691,24,27,-54,33.649,0.023,73,"--",14,5727,936,34.447
15,"+1","TRAIN Drive By",5615,60,153,54,32.993,0.238,108,"--",15,5615,601,32.993
16,"+1","MAROON 5 Payphone f/Wiz Khalifa",5531,170,1549,-233,41.12,1.586,16,"--",16,5531,3415,41.12
17,"-2","DAVID GUETTA Turn Me On f/Nicki Minaj",5339,-224,-1299,-119,42.051,-0.402,143,"--",2,12506,1674,92.019
18,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4804,-25,177,-113,30.64,-0.191,33,"--",18,4829,2243,30.831
19,"=","B.O.B So Good",4313,-115,-304,-129,26.103,-1.38,60,"--",18,4675,1013,31.923
20,"=","TAYLOR SWIFT Eyes Open",3795,-57,-83,-24,19.597,-0.601,38,"--",20,3925,1442,22.308
21,"=","PITBULL Back In Time",3556,131,925,81,19.083,0.582,34,"--",21,3556,925,19.083
22,"=","ELLIE GOULDING Lights",2761,125,537,82,17.606,0.492,82,"--",22,2761,537,17.606
