"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
28,"=","RIHANNA California King Bed",2356,17,369,-101,11.943,0.306,27,28,2356,616,11.943
29,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",2173,25,361,-37,10.368,0.365,32,29,2173,525,10.368
30,"-1","LADY GAGA Born This Way",2148,-39,-374,-28,11.681,-0.46,32,19,3651,0,20.436
31,"=","NICOLE SCHERZINGER Right There",1907,128,598,5,11.086,0.778,16,31,1907,697,11.086
32,"+2","THE BAND PERRY If I Die Young",1802,91,581,34,7.908,0.627,32,32,1802,581,7.908
33,"=","MAROON 5 Never Gonna Leave This Bed",1738,22,182,-20,6.868,0.071,32,31,1738,312,6.868
34,"-2","SHONTELLE Say Hello To Goodbye",1719,-33,-11,-61,5.517,-0.083,32,29,1775,174,5.629
35,"=","CHRIS BROWN Look At Me Now",1358,-6,-221,48,9.328,0.388,32,28,1861,229,12.746
36,"=","NEON TREES Your Surrender",1057,-12,33,-41,2.58,-0.074,32,36,1091,173,2.732
37,"+1","CHRIS BROWN She Ain't You",996,51,238,43,5.931,0.135,21,37,996,238,5.931
38,"-1","THE READY SET Young Forever",952,-18,-83,-19,2.24,-0.04,32,35,1045,107,2.59
39,"=","T-PAIN Best Love Song f/Chris Brown",913,11,122,-4,4.243,0.251,30,39,913,151,4.243
40,"=","STEVEN TYLER (It) Feels So Good",871,27,84,7,3.325,0.079,21,40,871,326,3.408
41,"=","DR. DRE I Need A Doctor f/Eminem",747,-56,-289,-40,5.699,-0.598,32,20,3521,0,21.933
42,"=","AVRIL LAVIGNE Smile",744,40,137,27,2.019,0.131,14,42,744,226,2.019
43,"=","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",655,-28,-199,-23,3.11,-0.149,32,21,3233,127,13.744
44,"+1","LIL WAYNE How To Love",638,49,310,12,2.584,0.127,7,44,638,310,2.584
45,"-1","CEE LO GREEN Bright Lights Bigger City",626,19,107,-7,2.379,0.045,13,44,626,125,2.398
46,"+1","BEYONCE Best Thing I Never Had",589,96,432,67,6.745,0.261,4,46,589,432,6.745
47,"+1","IYAZ Pretty Girls",526,43,258,4,1.601,0.307,7,47,526,261,1.601
48,"+1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",518,36,149,10,3.649,-0.013,7,47,518,151,3.662
49,"-3","TRAIN Save Me San Francisco",501,6,7,9,2.081,0.026,14,45,501,92,2.081
50,"=","BIG SEAN My Last f/Chris Brown",425,9,34,11,1.482,0.043,8,46,425,55,1.482
