"Title","Artist","Spins"
"Love Yourself","JUSTIN BIEBER",18481
"Stressed Out","TWENTY ONE PILOTS",15851
"Here","ALESSIA CARA",15765
"In The Night","THE WEEKND",15456
"Sorry","JUSTIN BIEBER",14479
"Same Old Love","SELENA GOMEZ",13359
"Roses f/Rozes","THE CHAINSMOKERS",12593
"Hide Away","DAYA",9941
"Hello","ADELE",9939
"I Know What You Did Last...","SHAWN MENDES & CAMILA CABELLO",8407
"Cake By The Ocean","DNCE",8285
"My House","FLO RIDA",8033
"When We Were Young","ADELE",7848
"Out Of The Woods","TAYLOR SWIFT",7479
"Hands To Myself","SELENA GOMEZ",7035
"Like I'm Gonna Lose You","MEGHAN TRAINOR",6065
"One Call Away","CHARLIE PUTH",5960
"On My Mind","ELLIE GOULDING",5401
"Something In The Way You Move","ELLIE GOULDING",4677
"Hotline Bling","DRAKE",4602
"Perfect","ONE DIRECTION",4602
"Get Ugly","JASON DERULO",4588
"Confident","DEMI LOVATO",4573
"Sugar f/Francesco Yates","ROBIN SCHULZ",4338
"Me Myself And I f/Bebe Rexha","G-EAZY",4259
"Hollow","TORI KELLY",3735
"Antidote","TRAVI$ SCOTT",3266
"Irresistible f/Demi Lovato","FALL OUT BOY",3039
"Stand By You","RACHEL PLATTEN",2833
"Work f/Drake","RIHANNA",2662
"Bang My Head f/Sia","DAVID GUETTA",2451
"I Took A Pill In Ibiza","MIKE POSNER",2280
"White Iverson","POST MALONE",1966
"Make Up f/Chloe Angelides","R. CITY",1887
"Electric Love","BORNS",1826
"Drink You Away","JUSTIN TIMBERLAKE",1751
"Be Right There","DIPLO & SLEEPY TOM",1626
"Youth","TROYE SIVAN",1616
"Sound Of Your Heart","SHAWN HOOK",1495
"Middle f/Bipolar Sunshine","DJ SNAKE",1304
"679 f/Remy Boyz...","FETTY WAP",1181
"7 Years","LUKAS GRAHAM",1118
"El Taxi f/Sensato & O. Garcia","PITBULL",900
"Jumpman","DRAKE & FUTURE",839
"Pillowtalk","ZAYN",787
"Dessert","DAWIN",757
"Zero","CHRIS BROWN",486
"Adventure Of A Lifetime","COLDPLAY",461
"Radar","AUDIODAMN!",436
"Over And Over Again f/A.Grande","NATHAN SYKES",431
