"Title","Artist","Spins"
"All About That Bass","MEGHAN TRAINOR",17472
"Shake It Off","TAYLOR SWIFT",17314
"Black Widow f/Rita Ora","IGGY AZALEA",16974
"Bang Bang","JESSIE J/A. GRANDE/N. MINAJ",13617
"Break Free f/Zedd","ARIANA GRANDE",13393
"Don't Tell 'Em f/YG","JEREMIH",11266
"Habits (Stay High)","TOVE LO",10110
"Don't","ED SHEERAN",9250
"Boom Clap","CHARLI XCX",9124
"Cool Kids","ECHOSMITH",8084
"Rather Be f/Jess Glynne","CLEAN BANDIT",7076
"A Sky Full Of Stars","COLDPLAY",6757
"Blame f/John Newman","CALVIN HARRIS",6712
"Maps","MAROON 5",5839
"Amnesia","5 SECONDS OF SUMMER",5687
"Trumpets","JASON DERULO",5613
"Jealous","NICK JONAS",5515
"Animals","MAROON 5",5296
"Waves","MR PROBZ",5185
"Fireball f/John Ryan","PITBULL",4822
"Bailando f/Gente De Zona","ENRIQUE IGLESIAS",4630
"Anaconda","NICKI MINAJ",4437
"2 On f/Schoolboy Q","TINASHE",3909
"This Is How We Do","KATY PERRY",3551
"I'm Not The Only One","SAM SMITH",2534
"Steal My Girl","ONE DIRECTION",2514
"In Your Arms","NICO & VINZ",2417
"Heroes","ALESSO",2236
"Undressed","KIM CESARION",1777
"First Flight Home","JAKE MILLER",1751
"Secrets","MARY LAMBERT",1594
"Wait On Me","RIXTON",1493
"L.A.LOVE (la la)","FERGIE",1492
"Centuries","FALL OUT BOY",1375
"Can't Stop Drinking About You","BEBE REXHA",1297
"Girls","THE 1975",1285
"i","KENDRICK LAMAR",1239
"American Dream","MKTO",1233
"Bend Ova f/Tyga","LIL JON",1181
"Dangerous f/Sam Martin","DAVID GUETTA",1010
"Break The Rules","CHARLI XCX",999
"All About You","HILARY DUFF",948
"V. 3005","CHILDISH GAMBINO",942
"Hideaway","KIESZA",909
"Ghost","ELLA HENDERSON",845
"Really Don't Care f/Cher Lloyd","DEMI LOVATO",833
"No Mediocre f/Iggy Azalea","T.I.",790
"Love Me Harder","ARIANA GRANDE & THE WEEKND",680
"Never Been In Love f/Icona Pop","COBRA STARSHIP",608
"New Flame f/Usher & Rick Ross","CHRIS BROWN",560
