"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RIHANNA We Found Love f/Calvin Harris",14213,21,147,28,95.018,0.07,85,"2",1,14218,2184,95.285
2,"=","BRUNO MARS It Will Rain",12274,121,1200,-210,73.511,1.263,77,"3",2,12274,2024,73.511
3,"=","KATY PERRY The One That Got Away",11914,102,900,-78,73.282,0.175,73,"5",3,11914,1631,73.282
4,"=","LMFAO Sexy And I Know It",11666,-31,-204,-18,72.559,-0.119,114,"1",2,12000,1530,74.768
5,"=","DAVID GUETTA Without You f/Usher",10679,-132,-1013,56,64.724,-0.618,114,"16",1,13428,1586,84.476
6,"=","FLO RIDA Good Feeling",9741,73,494,11,63.439,0.442,85,"4",6,9741,1207,63.439
7,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",9095,-75,-668,153,61.348,-0.03,173,"13",1,13951,1685,86.013
8,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",7170,-81,-817,141,49.886,-0.043,163,"11",1,14127,1893,93.336
9,"+1","SELENA GOMEZ & THE SCENE Love You Like A...",6724,115,717,-42,34.689,0.505,118,"32",9,6724,1048,34.689
10,"-1","ADELE Someone Like You",6572,-209,-948,-115,48.015,-1.737,134,"8",2,13563,2614,91.686
11,"=","T-PAIN 5 O'clock f/Wiz Khalifa",6512,65,579,-78,33.738,-0.137,72,"9",11,6512,1264,33.875
12,"=","KELLY CLARKSON Mr. Know It All",6322,7,-63,7,32.585,-0.147,106,"33",11,6408,1093,34.137
13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6221,-56,-652,115,39.861,-0.391,188,"31",4,11548,1097,70.438
14,"=","LADY GAGA Marry The Night",5366,45,357,-52,30.339,0.608,40,"38",14,5366,1570,30.339
15,"=","GAVIN DEGRAW Not Over You",4770,43,537,0,23.108,0.412,116,"18",15,4770,545,23.108
16,"=","JESSIE J Domino",4577,65,684,-10,25.921,0.575,94,"23",16,4577,694,25.921
17,"=","DRAKE Headlines",4243,51,301,-26,28.186,0.226,64,"24",17,4243,754,28.186
18,"+2","ADELE Set Fire To The Rain",4159,276,1581,135,25.747,2.106,24,"6",18,4159,1581,25.747
19,"-1","DEV In The Dark",4013,-115,-685,-61,32.259,-0.98,143,"83",8,8037,1224,51.486
20,"+1","J. COLE Workout",3971,89,629,-30,27.228,0.111,56,"21",20,3971,659,27.228
21,"-2","RIHANNA You Da One",3915,18,116,52,21.924,-0.038,38,"26",19,3915,3394,36.963
22,"=","BREATHE CAROLINA Blackout",3539,31,359,-41,19.302,0.205,116,"39",21,3539,498,19.302
23,"=","HOT CHELLE RAE I Like It Like That f/New...",3457,97,484,59,15.246,0.436,80,"27",23,3457,484,15.246
24,"=","JAY Z & KANYE WEST N***** In Paris",3344,114,685,-72,24.424,1.236,43,"7",24,3344,785,24.424
