"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",14198,"+77",499,"+56",95.55,"+0.555",61,1,14198,1811,95.55
2,"=","ADELE Rolling In The Deep",12401,"-71",-444,"-4",85.036,"-0.631",61,1,14295,2273,96.15
3,"=","LMFAO Party Rock Anthem",12352,"+163",1495,"-8",80.721,"+1.209",61,3,12352,1859,80.721
4,"=","LADY GAGA The Edge Of Glory",11649,"+66",380,"-57",66.997,"-0.066",61,3,11649,2193,67.063
5,"=","KATY PERRY Last Friday Night (T.G.I.F.)",11154,"+332",2214,"+121",69.573,"+1.579",44,5,11154,2214,69.573
6,"=","LUPE FIASCO The Show Goes On",8805,"-9",65,"-24",51.468,"+0.019",61,6,8825,1043,53.459
7,"+2","NICKI MINAJ Super Bass",7648,"+98",814,"+26",48.42,"+0.831",61,7,7648,1188,48.42
8,"=","KATY PERRY E.T.",7573,"-29",-854,"+220",54.718,"+0.044",61,1,14624,0,96.745
9,"-2","BLACK EYED PEAS Just Can't Get Enough",7568,"-95",-482,"+115",56.479,"-0.221",61,2,13366,715,84.474
10,"=","JASON DERULO Don't Wanna Go Home",7285,"+28",374,"+23",37.775,"+0.211",59,10,7285,1463,37.775
11,"=","ONEREPUBLIC Good Life",7243,"+37",703,"-122",41.984,"+0.251",61,11,7243,898,41.984
12,"=","HOT CHELLE RAE Tonight Tonight",7029,"+135",614,"+39",37.043,"+0.718",61,12,7029,838,37.043
13,"=","BRUNO MARS Lazy Song",6726,"-106",-1186,"+19",33.522,"-0.352",61,3,11422,1054,61.587
14,"=","BRITNEY SPEARS Till The World Ends",5592,"-75",-447,"-76",37.045,"-0.758",61,3,11896,966,75.819
15,"=","BRITNEY SPEARS I Wanna Go",5226,"+148",1104,"-56",34.945,"+0.802",27,15,5226,1768,34.945
16,"+1","NICOLE SCHERZINGER Right There",4264,"+85",432,"+59",21.085,"+0.433",45,16,4264,720,21.085
17,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3925,"+97",615,"+89",19.652,"+0.521",61,17,3925,615,19.652
18,"+1","THE BAND PERRY If I Die Young",3878,"+80",489,"+50",20.282,"+0.552",61,18,3878,655,20.282
19,"+1","RIHANNA California King Bed",3824,"+82",402,"+69",16.018,"+0.533",56,19,3824,616,16.018
20,"+1","BEYONCE Best Thing I Never Had",3441,"+79",497,"-71",18.303,"+0.451",33,20,3441,856,18.303
21,"+3","LIL WAYNE How To Love",3097,"+225",1102,"+141",18.199,"+1.609",36,21,3097,1102,18.199
22,"+1","TAYLOR SWIFT The Story Of Us",2834,"-90",-388,"-81",13.513,"-0.550",61,21,3295,587,17.303
23,"-1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2798,"-184",-921,"-156",14.249,"-0.875",59,18,3879,864,21.943
24,"+2","CHRIS BROWN She Ain't You",2656,"+14",407,"-126",14.008,"+0.276",50,24,2656,635,14.008
25,"+2","MARTIN SOLVEIG & DRAGONETTE Hello",2458,"-86",-678,"+63",19.359,"-0.391",61,18,4031,605,23.761
26,"+3","MAROON 5 Never Gonna Leave This Bed",2402,"-7",20,"-101",10.033,"-0.024",61,26,2433,312,10.24
27,"+1","WIZ KHALIFA Roll Up",2276,"-206",-1479,"-8",11.017,"-0.982",61,14,5043,725,26.478
28,"+2","SELENA GOMEZ & THE SCENE Who Says",2269,"-97",-1059,"+168",9.43,"-0.343",61,17,4559,707,27.282
29,"+3","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2230,"+147",569,"+80",11.496,"+0.910",36,29,2230,569,11.496
30,"+1","JEREMIH Down On Me f/50 Cent",2086,"-55",-214,"+17",14.114,"-0.231",61,10,8052,153,44.2
31,"+2","AVRIL LAVIGNE Smile",1526,"+25",218,"+8",5.769,"+0.228",43,31,1526,226,5.769
32,"+2","BAD MEETS EVIL Lighters f/Bruno Mars",1509,"+87",702,"+0",8.182,"+0.648",15,32,1509,702,8.182
33,"+2","T-PAIN Best Love Song f/Chris Brown",1399,"+89",73,"+101",7.852,"+0.728",59,33,1399,260,7.852
34,"+2","COBRA STARSHIP You Make Me Feel... f/Sab...",1298,"+49",341,"+43",6.235,"+0.327",27,34,1298,341,6.235
35,"+2","IYAZ Pretty Girls",1269,"+25",207,"-9",4.55,"+0.015",36,35,1269,271,4.55
36,"+2","COLDPLAY Every Teardrop Is A Waterfall",1139,"+77",351,"+56",4.934,"+0.205",16,36,1139,446,4.934
37,"+2","CEE LO GREEN Bright Lights Bigger City",1044,"+3",48,"-14",3.185,"-0.033",42,37,1044,170,3.418
38,"+2","BLACK EYED PEAS Don't Stop The Party",985,"+43",456,"-29",3.459,"+0.120",9,38,985,492,3.459
39,"+2","CHRIS BROWN Look At Me Now",938,"+14",44,"+28",8.011,"+0.177",61,28,1861,229,12.746
40,"+2","BIG SEAN My Last f/Chris Brown",912,"+10",75,"-10",4.476,"+0.074",36,40,912,169,4.476
41,"+3","ALL TIME LOW I Feel Like Dancin�",865,"+15",76,"+16",2.423,"+0.067",22,41,865,294,2.423
42,"+5","GYM CLASS HEROES Stereo Hearts f/Adam Le...",838,"+85",352,"+57",3.657,"+0.362",12,42,838,352,3.657
43,"+3","ANDY GRAMMER Keep Your Head Up",815,"+27",274,"-6",2.724,"+0.040",15,43,815,280,2.724
44,"+1","AFROJACK Take Over Control f/Eva Simons",810,"+7",170,"-35",7.755,"-0.024",21,44,810,234,7.779
45,"+3","KELLY ROWLAND Motivation f/Lil Wayne",623,"+46",243,"+43",2.391,"+0.103",6,45,623,243,2.391
46,"+3","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",602,"+50",321,"+14",4.359,"+0.370",2,46,602,321,4.359
47,"--","CODY SIMPSON On My Mind",527,"--",85,"--",1.682,"--",21,47,527,99,1.682
48,"+2","TRAIN Save Me San Francisco",523,"+0",-16,"-22",2.143,"+0.016",41,44,551,92,2.155
49,"--","PITBULL Rain Over Me",518,"--",170,"--",5.336,"--",1,49,518,170,5.336
50,"--","JOE JONAS See No More",489,"--",101,"--",1.693,"--",2,50,489,157,1.693
