"Title","Artist","Spins"
"Dark Horse","KATY PERRY",17472
"Burn","ELLIE GOULDING",14140
"Counting Stars","ONEREPUBLIC",13341
"Team","LORDE",13212
"Story Of My Life","ONE DIRECTION",12826
"Timber f/Ke$ha","PITBULL",11948
"Pompeii","BASTILLE",10758
"Say Something w/C. Aguilera","A GREAT BIG WORLD",10431
"Talk Dirty f/2 Chainz","JASON DERULO",9843
"Happy","PHARRELL WILLIAMS",8768
"Let Her Go","PASSENGER",8657
"The Monster f/Rihanna","EMINEM",8279
"Young Girls","BRUNO MARS",7521
"Love Me Again","JOHN NEWMAN",6647
"The Man","ALOE BLACC",6074
"Adore You","MILEY CYRUS",5795
"Take Me Home f/Bebe Rexha","CASH CASH",5397
"Neon Lights","DEMI LOVATO",5333
"Hey Brother","AVICII",4736
"Replay","ZENDAYA",4562
"Stay The Night f/H. Williams","ZEDD",4070
"Best Day Of My Life","AMERICAN AUTHORS",3846
"Thinking About You","CALVIN HARRIS",3700
"Can't Remember To Forget You","SHAKIRA F/RIHANNA",3632
"Drunk In Love f/Jay Z","BEYONCE",3140
"Animals","MARTIN GARRIX",3015
"Chocolate","THE 1975",2974
"Show Me f/Chris Brown","KID INK",2923
"All Of Me","JOHN LEGEND",2613
"Brave","SARA BAREILLES",2385
"La La La f/Sam Smith","NAUGHTY BOY",2265
"White Walls f/ScHoolboy Q","MACKLEMORE & RYAN LEWIS",1797
"Classic","MKTO",1692
"Do What U Want f/R. Kelly","LADY GAGA",1596
"Pumpin Blood","NONONO",1321
"Turn Down For What","DJ SNAKE & LIL JON",1235
"Mmm Yeah f/Pitbull","AUSTIN MAHONE",1157
"Keep Me Crazy","CHRIS WALLACE",1115
"Ain't It Fun","PARAMORE",923
"Latch f/Sam Smith","DISCLOSURE",842
"I'm A Freak f/Pitbull","ENRIQUE IGLESIAS",775
"LoveSick","CAMRYN",758
"I Want It All","KARMIN",747
"Waiting For Superman","DAUGHTRY",691
"Just Another Night","ICONA POP",651
"Sleeping With A Friend","NEON TREES",534
"#Selfie","THE CHAINSMOKERS",482
"Headlights","EMINEM",424
"XO","BEYONCE",392
"John Doe f/Priscilla","B.O.B",375
