"Title","Artist","Spins"
"Demons","IMAGINE DRAGONS",13714
"Wrecking Ball","MILEY CYRUS",13434
"Wake Me Up","AVICII",12788
"The Monster f/Rih...","EMINEM",12258
"Royals","LORDE",11828
"Counting Stars","ONEREPUBLIC",11366
"Hold On We're Goi...","DRAKE",10868
"Slow Down","SELENA GOMEZ",9732
"Timber f/Ke$ha","PITBULL",9331
"Unconditionally","KATY PERRY",8936
"Stay The Night f/...","ZEDD",8098
"Applause","LADY GAGA",7944
"Roar","KATY PERRY",7093
"TKO","JUSTIN TIMBERLAKE",6586
"Sweater Weather","NEIGHBOURHOOD",6525
"Do What U Want f/...","LADY GAGA",6255
"Marry Me","JASON DERULO",6118
"Let Her Go","PASSENGER",5221
"Story Of My Life","ONE DIRECTION",5123
"White Walls f/ScH...","MACKLEMORE & RYAN...",4840
"Burn","ELLIE GOULDING",4244
"Alone Together","FALL OUT BOY",2701
"Heart Attack","ENRIQUE IGLESIAS",2558
"Brave","SARA BAREILLES",2499
"Perfume","BRITNEY SPEARS",2481
"Rough Water f/Jas...","TRAVIE MCCOY",2438
"Love Me Again","JOHN NEWMAN",2379
"Replay","ZENDAYA",2305
"Pompeii","BASTILLE",1883
"What Now","RIHANNA",1765
"Team","LORDE",1749
"How I Feel","FLO RIDA",1566
"Thinking About Yo...","CALVIN HARRIS",1549
"Say Something w/C...","A GREAT BIG WORLD",1496
"Harlem","NEW POLITICS",1422
"Right There f/Big...","ARIANA GRANDE",1147
"Keep Me Crazy","CHRIS WALLACE",1094
"Feel Good","ROBIN THICKE",1076
"Old School Love f...","LUPE FIASCO",986
"Gorilla","BRUNO MARS",956
"Love More f/Nicki...","CHRIS BROWN",893
"3000 Miles","EMBLEM3",844
"Take Me Home f/Be...","CASH CASH",665
"Neon Lights","DEMI LOVATO",660
"Dark Horse","KATY PERRY",648
"Chocolate","THE 1975",610
"Animals","MARTIN GARRIX",595
"Beware f/Lil Wayn...","BIG SEAN",572
"Classic","MKTO",544
"Collide","JAKE MILLER",529
