"Title","Artist","Spins"
"Blurred Lines f/P...","ROBIN THICKE",15679
"Get Lucky","DAFT PUNK",14538
"Radioactive","IMAGINE DRAGONS",13982
"Come & Get It","SELENA GOMEZ",12759
"Can't Hold Us f/R...","MACKLEMORE & RYAN...",11038
"Clarity f/Foxes","ZEDD",10285
"The Other Side","JASON DERULO",10206
"Mirrors","JUSTIN TIMBERLAKE",9812
"Treasure","BRUNO MARS",9427
"Cruise","FLORIDA-GEORGIA L...",9283
"Love Somebody","MAROON 5",8608
"I Need Your Love","CALVIN HARRIS F/E...",8431
"Same Love f/Mary ...","MACKLEMORE & RYAN...",6770
"Cups (Pitch Perfe...","ANNA KENDRICK",6749
"Safe And Sound","CAPITAL CITIES",6094
"We Can't Stop","MILEY CYRUS",5743
"Right Now f/David...","RIHANNA",5240
"Just Give Me A Re...","PINK",4831
"Crazy Kids","KE$HA",4133
"What About Love","AUSTIN MAHONE",4002
"Ooh La La","BRITNEY SPEARS",3836
"The Way f/Mac Mil...","ARIANA GRANDE",3416
"Glowing","NIKKI WILLIAMS",3050
"Heart Attack","DEMI LOVATO",2646
"#Beautiful f/Migu...","MARIAH CAREY",2547
"Chloe (You're The...","EMBLEM3",2282
"Gone, Gone, Gone","PHILLIP PHILLIPS",2237
"Take Back The Nig...","JUSTIN TIMBERLAKE",1761
"Beneath Your Beau...","LABRINTH",1758
"Holy Grail f/Just...","JAY Z",1733
"Still Into You","PARAMORE",1659
"Lego House","ED SHEERAN",1630
"Play Hard f/Ne-Yo...","DAVID GUETTA",1491
"Sail","AWOLNATION",1436
"Beat It f/Chris B...","SEAN KINGSTON",1264
"Summertime Sadnes...","LANA DEL REY",1238
"Outta Nowhere f/D...","PITBULL",1198
"Acapella","KARMIN",1169
"Power Trip f/Migu...","J. COLE",1117
"Bubble Butt f/Bru...","MAJOR LAZER",852
"First Time","JONAS BROTHERS",808
"Closer","TEGAN & SARA",769
"Sweater Weather","NEIGHBOURHOOD",719
"I Choose U","TIMEFLIES",669
"American Girl","BONNIE MCKEE",639
"Miss Movin' On","FIFTH HARMONY",600
"L.A. Story f/Mike...","SAMMY ADAMS",584
"Bad f/Tiara Thoma...","WALE",516
"Everything Has .....","TAYLOR SWIFT",454
"Pretty Brown Eyes","CODY SIMPSON",453
