"Title","Artist","Spins"
"Bad Blood","TAYLOR SWIFT",19150
"Shut Up And Dance","WALK THE MOON",16608
"See You Again f/Charlie Puth","WIZ KHALIFA",15706
"Want To Want Me","JASON DERULO",14228
"Hey Mama  f/Nicki Minaj","DAVID GUETTA",13741
"Talking Body","TOVE LO",13373
"Worth It f/Kid Ink","FIFTH HARMONY",11395
"Cheerleader","OMI",10635
"You Know You Like It","DJ SNAKE & ALUNAGEORGE",9706
"Honey, I'm Good","ANDY GRAMMER",9441
"This Summer's Gonna Hurt...","MAROON 5",9131
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",9000
"Can't Feel My Face","THE WEEKND",8615
"Lean On f/MØ & DJ Snake","MAJOR LAZER",7857
"Elastic Heart f/The Weeknd...","SIA",7153
"The Night Is Still Young","NICKI MINAJ",7076
"Photograph","ED SHEERAN",5150
"Good For You f/A$AP Rocky","SELENA GOMEZ",4677
"Earned It","THE WEEKND",4640
"Fight Song","RACHEL PLATTEN",4563
"Fun f/Chris Brown","PITBULL",4477
"Budapest","GEORGE EZRA",4344
"Uma Thurman","FALL OUT BOY",3530
"Post To Be f/Chris Brown&Jhene","OMARION",2488
"Beautiful Now f/Jon Bellion","ZEDD",2465
"Bright","ECHOSMITH",2421
"Should've Been Us","TORI KELLY",2385
"Trap Queen","FETTY WAP",2248
"Ghost Town","ADAM LAMBERT",2193
"Take Your Time","SAM HUNT",2180
"One Last Time","ARIANA GRANDE",1988
"I Need Your Love","SHAGGY F/MOHOMBI/FAYDEE/COSTI",1878
"Stitches","SHAWN MENDES",1872
"In Love With A Boy","KAYA STEWART",1822
"I Don't Like It, I Love It","FLO RIDA",1813
"Tonight Belongs To U!","JEREMIH F/FLO RIDA",1656
"Like I Can","SAM SMITH",1548
"Classic Man","JIDENNA",1283
"Good Thing f/Nick Jonas","SAGE THE GEMINI",1253
"Beautiful Life","NICK FRADIANI",1229
"Bad Girls","MKTO",1212
"Watch Me","SILENTO",1171
"Marvin Gaye f/Meghan Trainor","CHARLIE PUTH",1112
"King","YEARS & YEARS",1041
"Around The World f/Fetty Wap","NATALIE LA ROSE",927
"Back It Up","PRINCE ROYCE",620
"Fire N Gold","BEA MILLER",525
"Hood Go Crazy f/B.o.B","TECH N9NE",449
"Bitch Better Have My Money","RIHANNA",438
"Kiss Me Quick","NATHAN SYKES",435
