"Title","Artist","Spins"
"Work From Home","FIFTH HARMONY",17250
"Don't Let Me Down f/Daya","THE CHAINSMOKERS",15684
"I Took A Pill In Ibiza","MIKE POSNER",15351
"Can't Stop The Feeling","JUSTIN TIMBERLAKE",14516
"7 Years","LUKAS GRAHAM",13949
"One Dance f/Wizkid & Kyla","DRAKE",12876
"Pillowtalk","ZAYN",12118
"Dangerous Woman","ARIANA GRANDE",11556
"Never Forget You","ZARA LARSSON & MNEK",11446
"This Is What You... f/Rihanna","CALVIN HARRIS",9274
"Close f/Tove Lo","NICK JONAS",8258
"Me Myself And I f/Bebe Rexha","G-EAZY",7807
"Let It Go","JAMES BAY",7427
"Wild Things","ALESSIA CARA",6688
"Just Like Fire","PINK",5299
"Lost Boy","RUTH B.",5158
"Ride","TWENTY ONE PILOTS",5077
"Kill Em With Kindness","SELENA GOMEZ",4916
"Cheap Thrills","SIA",4379
"Panda","DESIIGNER",3770
"You Don't Own Me f/G-Eazy","GRACE",3754
"Hands To Myself","SELENA GOMEZ",3374
"Me Too","MEGHAN TRAINOR",3274
"Messin' Around","PITBULL F/ENRIQUE IGLESIAS",3004
"Never Be Like You f/Kai","FLUME",2943
"If It Ain't Love","JASON DERULO",2778
"Middle f/Bipolar Sunshine","DJ SNAKE",2483
"Don't Mind","KENT JONES",2362
"Light It Up f/Nyla","MAJOR LAZER",2062
"NO","MEGHAN TRAINOR",1957
"Sit Still, Look Pretty","DAYA",1929
"Army","ELLIE GOULDING",1925
"Send My Love (To Your New...","ADELE",1698
"No Broken Hearts f/Nicki Minaj","BEBE REXHA",1550
"Wherever I Go","ONEREPUBLIC",1406
"Work f/Drake","RIHANNA",1384
"Toothbrush","DNCE",1380
"Once In A While","TIMEFLIES",1099
"Gold","KIIARA",966
"Might Not f/The Weeknd","BELLY",929
"Somebody To Love Me","TRYON",912
"Kiss It Better","RIHANNA",817
"Like I Would","ZAYN",816
"We Don't Talk...f/Selena Gomez","CHARLIE PUTH",814
"Brand New","BEN RECTOR",797
"Sorry","BEYONCE",786
"Oui","JEREMIH",764
"Faded","ALAN WALKER",638
"Needed Me","RIHANNA",626
"The Sound Of Silence","DISTURBED",580
