"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","GOTYE Somebody That I Used To Know",13621,198,1307,82,103.2,1.472,78,"2",1,13621,2018,103.2
2,"-1","FUN. We Are Young f/Janelle Monae",13608,-109,-413,-11,103.494,-1.084,86,"5",1,14439,2738,110.772
3,"=","FLO RIDA Wild Ones f/Sia",12487,20,-57,65,93.582,0.548,104,"4",2,12595,1940,93.582
4,"=","NICKI MINAJ Starships",11758,63,423,-46,85.446,0.909,94,"8/27",4,11758,1834,85.446
5,"=","ONE DIRECTION What Makes You Beautiful",10905,100,504,30,73.895,0.421,79,"7",5,10905,1579,73.895
6,"=","WANTED Glad You Came",10405,-134,-885,-18,81.572,-1.281,131,"16",1,13712,1363,101.962
7,"=","CARLY RAE JEPSEN Call Me Maybe",8921,181,1247,16,68.402,1.026,68,"1",7,8921,1298,68.402
8,"+2","MAROON 5 Payphone f/Wiz Khalifa",8025,179,971,64,57.796,1.293,32,"3",8,8025,3415,57.796
9,"-1","ADELE Rumour Has It",7708,-233,-789,-238,46.819,-1.503,75,"32",8,8497,1514,56.313
10,"-1","KATY PERRY Part Of Me",7615,-282,-1415,-135,54.578,-0.975,95,"29",3,12039,3625,78.553
11,"=","JUSTIN BIEBER Boyfriend",6727,-46,-421,64,40.128,0.097,53,"6",9,7937,4726,51.492
12,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",6567,-83,-775,54,44.479,-0.43,131,"33",1,13549,2321,99.332
13,"=","KARMIN Broken Hearted",6154,73,273,46,38.132,0.178,89,"--",13,6154,936,38.132
14,"=","TRAIN Drive By",6024,-6,176,-36,34.167,-0.014,124,"9",14,6030,601,35.3
15,"=","CALVIN HARRIS Feel So Close",5846,-63,-787,122,40.326,0.066,99,"25",7,8145,1329,55.352
16,"=","USHER Scream",5443,199,1378,41,37.836,1.07,22,"13",16,5443,2323,37.836
17,"=","RIHANNA Where Have You Been",5229,92,914,-52,36.213,0.776,33,"12",16,5229,1884,36.213
18,"=","PITBULL Back In Time",4772,60,530,-28,29.666,0.516,50,"11",18,4772,925,29.666
19,"+1","ELLIE GOULDING Lights",4251,69,656,-39,26.773,0.427,98,"23",19,4251,786,26.773
20,"-1","DRAKE Take Care f/Rihanna",4171,-131,-686,-104,34.138,-0.878,132,"56",8,7620,1220,60.618
21,"=","JENNIFER LOPEZ Dance Again f/Pitbull",3732,-263,-953,-218,21.481,-1.706,49,"10",17,4851,2243,30.831
22,"=","DEMI LOVATO Give Your Heart A Break",3243,31,296,-35,21.927,-0.011,79,"34",22,3243,665,21.938
23,"=","DAVID GUETTA Titanium f/Sia",3075,71,583,-11,20.599,0.692,40,"18",23,3075,694,20.599
24,"=","HAVANA BROWN We Run The Night f/Pitbull",2303,32,208,1,17.728,0.239,96,"51",24,2303,267,17.728
25,"=","CHRIS RENE Young Homie",1873,20,90,15,8.588,0.105,68,"123",25,1873,226,8.588
26,"+4","GYM CLASS HEROES Fighter f/Ryan Tedder",1802,188,855,99,10.667,1.235,18,"125",26,1802,855,10.667
27,"-1","TAYLOR SWIFT Eyes Open",1766,-74,-594,27,7.945,-0.079,54,"37",20,3925,1442,22.308
28,"=","RITA ORA How We Do (Party)",1716,38,326,-11,9.665,0.145,22,"193",28,1716,620,9.665
29,"-2","B.O.B So Good",1657,-98,-765,-19,7.816,-0.393,76,"--",18,4675,1013,31.923
30,"-1","NEON HITCH F U Betta",1641,-36,-98,-40,7.699,-0.126,75,"--",28,1758,247,7.978
31,"=","DRAKE The Motto f/Lil Wayne",1513,-59,-354,-12,14.154,-0.261,89,"36",25,2047,321,19.147
32,"=","HOT CHELLE RAE Honestly",1220,4,47,0,5.126,-0.064,47,"184",30,1220,284,5.331
33,"=","KIRKO BANGZ Drank In My Cup",1122,26,265,-14,5.021,-0.048,45,"58",33,1122,279,5.069
34,"+1","CALVIN HARRIS Let's Go f/Ne-Yo",1067,66,429,10,9.157,0.474,20,"104",34,1067,429,9.157
35,"-1","NEON TREES Everybody Talks",1020,14,119,0,4.889,0.084,39,"--",33,1020,211,4.889
36,"=","GROUPLOVE Tongue Tied",893,39,180,24,3.603,0.142,24,"60",36,893,284,3.603
37,"=","JASON MRAZ I Won't Give Up",821,2,64,-22,3.839,0.035,33,"--",36,824,210,3.861
38,"+1","ONE DIRECTION One Thing",818,85,377,53,5.89,0.63,12,"76",38,818,377,5.89
39,"-1","COLDPLAY Paradise",788,11,72,-3,5.114,0.165,58,"47",37,892,255,5.114
40,"=","CHRIS BROWN Turn Up The Music",678,-27,-388,6,5.687,-0.201,107,"82",17,4894,987,33.507
41,"=","NELLY FURTADO Big Hoops (Bigger The Bett...",653,13,131,-13,2.134,0.009,13,"--",40,653,318,2.239
42,"+1","THE WANTED Chasing The Sun",603,63,171,59,7.448,0.413,14,"264",42,603,192,7.448
43,"-1","RIHANNA Talk That Talk f/Jay Z",599,1,-69,28,2.579,-0.135,101,"139",24,2226,339,12.882
44,"+1","B.O.B Both Of Us f/Taylor Swift",508,80,347,48,2.616,0.471,5,"79",44,508,347,2.616
45,"-1","CHER LLOYD Want U Back",506,49,335,18,1.851,0.204,6,"--",44,506,335,1.851
46,"=","OUTASIGHT Now Or Never",430,18,181,-14,1.082,0.036,8,"178",45,430,206,1.082
47,"=","SELENA GOMEZ & THE SCENE Hit The Lights",370,-9,26,-25,1.471,-0.055,22,"--",44,379,75,1.54
48,"=","THE CAB La La",364,-7,44,-13,0.839,-0.041,41,"--",45,374,82,0.904
49,"+1","KEVIN RUDOLF Don't Give Up",359,8,18,14,0.693,0.037,19,"--",45,359,132,0.693
50,"-1","RIHANNA Birthday Cake",359,-6,11,-16,1.565,-0.062,47,"49",40,479,116,1.742
