"Title","Artist","Spins"
"Lean On f/MØ & DJ Snake","MAJOR LAZER",18127
"Good For You f/A$AP Rocky","SELENA GOMEZ",17549
"Can't Feel My Face","THE WEEKND",15611
"Cool For The Summer","DEMI LOVATO",13859
"Locked Away f/Adam Levine","R. CITY",12149
"Photograph","ED SHEERAN",12068
"Cheerleader","OMI",11590
"Uma Thurman","FALL OUT BOY",10641
"Where Are U Now f/J. Bieber","SKRILLEX & DIPLO",9818
"Fight Song","RACHEL PLATTEN",9298
"Bad Blood","TAYLOR SWIFT",7546
"Drag Me Down","ONE DIRECTION",7097
"The Hills","THE WEEKND",6677
"She's Kinda Hot","5 SECONDS OF SUMMER",6264
"Stitches","SHAWN MENDES",6082
"Marvin Gaye f/Meghan Trainor","CHARLIE PUTH",6021
"Beautiful Now f/Jon Bellion","ZEDD",5960
"What Do You Mean?","JUSTIN BIEBER",5839
"Wildest Dreams","TAYLOR SWIFT",5579
"Love Myself","HAILEE STEINFELD",5343
"Cheyenne","JASON DERULO",4934
"I Don't Like It, I Love It","FLO RIDA",4634
"Downtown","MACKLEMORE & RYAN LEWIS",4125
"Ghost Town","ADAM LAMBERT",4026
"Black Magic","LITTLE MIX",3164
"Watch Me","SILENTO",2942
"How Deep Is Your Love","CALVIN HARRIS + DISCIPLES",2850
"Levels","NICK JONAS",2766
"Should've Been Us","TORI KELLY",2765
"SUMMERTHING! f/Mike Taylor","AFROJACK",2468
"Here","ALESSIA CARA",2266
"Omen f/Sam Smith","DISCLOSURE",2077
"Renegades","X AMBASSADORS",1738
"Ex's and Oh's","ELLE KING",1737
"Back Together f/Nicki Minaj","ROBIN THICKE",1622
"Hold Each Other f/Futuristic","A GREAT BIG WORLD",1579
"Hold My Hand","JESS GLYNNE",1512
"Firestone f/Conrad","KYGO",1495
"Like I'm Gonna Lose You","MEGHAN TRAINOR",1412
"Hide Away","DAYA",1353
"Growing Up f/Ed Sheeran","MACKLEMORE & RYAN LEWIS",1307
"Emergency","ICONA POP",1020
"El Perdon","NICKY JAM",1006
"Fire N Gold","BEA MILLER",925
"My Way f/Monty","FETTY WAP",802
"Powerful f/Ellie Goulding","MAJOR LAZER",749
"Someone New","HOZIER",584
"That's How You Know f/B. Rexha","NICO & VINZ",574
"679 f/Remy Boyz...","FETTY WAP",483
"Break A Sweat","BECKY G",413
