"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","RIHANNA We Found Love f/Calvin Harris",13977,36,447,-32,93.982,-0.015,72,"3",1,13977,2184,93.997
2,"=","DAVID GUETTA Without You f/Usher",12961,-185,-457,-235,78.154,-1.48,101,"10",1,13428,1586,84.476
3,"=","LMFAO Sexy And I Know It",11928,79,351,46,73.976,0.024,101,"1",3,11928,1530,74.146
4,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",10935,-116,-314,-31,69.3,-0.433,160,"14",1,13951,1685,86.013
5,"=","KATY PERRY The One That Got Away",9816,234,1291,94,62.636,1.062,60,"6",5,9816,1631,62.636
6,"+1","BRUNO MARS It Will Rain",9285,235,991,152,54.881,1.847,64,"2",6,9285,1337,54.881
7,"-1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",9003,-142,-981,-68,58.519,-1.292,150,"7",1,14127,1893,93.336
8,"=","FLO RIDA Good Feeling",8627,168,888,85,55.385,1.225,72,"4",8,8627,1207,55.385
9,"=","ADELE Someone Like You",8309,-140,-1048,-4,57.317,-1.173,121,"9",2,13563,2614,91.686
10,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",7978,-239,-1306,-58,50.398,-0.717,175,"33",4,11548,1097,70.438
11,"=","KELLY CLARKSON Mr. Know It All",6346,33,185,26,33.787,0.454,93,"35",11,6346,1093,33.787
12,"=","T-PAIN 5 O'clock f/Wiz Khalifa",5457,26,236,-61,30.329,0.086,59,"8",12,5457,1264,30.44
13,"=","DEV In The Dark",5170,-104,-1016,-37,38.818,-0.844,130,"72",8,8037,1224,51.486
14,"=","FOSTER THE PEOPLE Pumped Up Kicks",5075,-74,-597,34,28.092,-0.197,145,"18",3,12112,1356,70.246
15,"=","SELENA GOMEZ & THE SCENE Love You Like A...",5074,112,484,45,26.773,0.723,105,"39",15,5074,636,26.773
16,"=","NICKI MINAJ Fly f/Rihanna",4791,-28,-207,-60,24.703,-0.444,79,"49",15,4998,987,27.303
17,"+1","LADY GAGA Marry The Night",4593,121,732,-12,25.907,0.825,27,"23",17,4593,1570,25.907
18,"-1","JASON DERULO It Girl",4353,-307,-1845,-270,19.02,-1.269,110,"41",10,6647,1048,29.647
19,"=","GAVIN DEGRAW Not Over You",3915,76,528,17,18.619,0.3,103,"30",19,3915,545,18.619
