"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY E.T.",14079,-118,-547,-34,93.494,-0.663,8,1,14624,0,96.745
2,"=","BLACK EYED PEAS Just Can't Get Enough",13358,100,452,76,83.726,0.714,8,2,13358,715,83.726
3,"=","BRITNEY SPEARS Till The World Ends",11663,58,401,-77,75.299,0.225,8,3,11663,966,75.299
4,"=","ADELE Rolling In The Deep",11609,201,1821,-126,77.096,1.116,8,4,11609,2273,77.096
5,"=","JENNIFER LOPEZ F/PITBULL On The Floor",9834,38,314,-40,62.741,0.52,8,5,9834,668,62.741
6,"=","BRUNO MARS Lazy Song",9080,142,819,17,53.211,0.558,8,6,9080,834,53.211
7,"=","TINIE TEMPAH Written In The Stars",8819,60,530,-18,53.841,-0.334,8,7,8819,756,54.175
8,"=","KE$HA Blow",8383,-201,-1755,16,48.174,-0.872,8,4,10135,0,56.264
9,"=","RIHANNA S&M",7980,-250,-2101,60,51.586,-1.076,8,5,10081,0,64.524
10,"=","JEREMIH Down On Me f/50 Cent",7638,-168,-413,-128,41.337,-0.635,8,10,8052,153,44.2
11,"=","THE SCRIPT For The First Time",6122,8,361,-51,32.261,-0.06,8,11,6122,433,33.625
12,"+1","PITBULL Give Me Everything f/Ne-Yo",5951,194,1349,-18,44.52,1.117,8,12,5951,1367,44.52
13,"-1","JESSIE J Price Tag f/B.O.B",5833,13,276,1,29.778,-0.033,8,12,5833,582,30.026
14,"=","CEE LO GREEN F**k You (Forget You)",5373,-82,-457,31,31.135,-0.255,8,11,5830,0,32.865
15,"+1","LUPE FIASCO The Show Goes On",4893,122,837,-7,31.178,0.807,8,15,4893,844,31.178
16,"-1","PINK F**kin' Perfect (Perfect)",4759,-66,-636,28,23.577,-0.657,8,14,5394,0,27.986
17,"=","NEW BOYZ Back Seat f/Cataracs & Dev",3821,10,168,-26,19.781,-0.045,8,17,3821,331,19.826
18,"=","SELENA GOMEZ & THE SCENE Who Says",3525,103,562,15,19.984,0.635,8,18,3525,707,19.984
19,"=","WIZ KHALIFA Roll Up",3350,56,398,-28,16.701,0.528,8,19,3350,725,16.701
20,"=","LADY GAGA Born This Way",3201,-61,-451,46,16.174,-0.516,8,19,3651,0,20.436
21,"=","HOT CHELLE RAE Tonight Tonight",3156,77,624,-2,14.683,0.599,8,21,3156,643,14.683
22,"+2","ONEREPUBLIC Good Life",2982,94,573,41,15.061,0.491,8,22,2982,573,15.061
23,"-1","MIKE POSNER F/LIL WAYNE Bow Chicka Wow W...",2938,-133,-286,-146,12.545,-0.44,8,21,3233,127,13.744
24,"+1","MARTIN SOLVEIG & DRAGONETTE Hello",2901,111,534,66,19.497,0.213,8,24,2901,560,19.497
25,"+1","LMFAO Party Rock Anthem",2760,80,390,37,17.494,0.543,8,25,2760,390,17.494
26,"-3","LADY GAGA Judas",2638,-420,-2168,-255,10.95,-2.106,8,15,4801,0,27.232
27,"+2","LADY GAGA The Edge Of Glory",2502,315,1979,98,18.882,1.103,8,27,2502,1979,18.882
28,"-1","DR. DRE I Need A Doctor f/Eminem",2487,-130,-1034,5,14.603,-0.506,8,20,3521,0,21.933
29,"+1","TAYLOR SWIFT The Story Of Us",2263,85,372,81,11.681,0.389,8,29,2263,372,11.681
30,"-2","AVRIL LAVIGNE What The Hell",2170,-84,-734,52,10.367,-0.376,8,24,2903,0,13.876
31,"=","BIG TIME RUSH Boyfriend",1912,10,47,4,7.455,0.029,8,30,1912,197,7.455
32,"+1","CHRIS BROWN Look At Me Now",1696,19,12,15,11.292,0.187,8,32,1696,229,11.837
33,"-1","MY CHEMICAL ROMANCE Sing",1678,-112,-331,-88,7.111,-0.299,8,29,2009,0,7.995
34,"+2","JASON DERULO Don't Wanna Go Home",1612,183,1322,59,10.598,0.859,6,34,1612,1322,10.598
35,"-1","NICKI MINAJ Moment 4 Life f/Drake",1496,-67,-540,84,10.081,-0.294,8,29,2036,0,13.564
36,"-1","SHONTELLE Say Hello To Goodbye",1449,-1,108,-25,4.096,-0.064,8,34,1450,142,4.16
37,"=","NICKI MINAJ Super Bass",1273,65,603,-33,7.902,0.235,8,37,1273,680,7.902
38,"=","BEYONCE Run The World (Girls)",1166,-24,-119,-15,4.329,-0.319,8,35,1285,242,5.356
39,"+1","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",1141,82,831,-24,8.247,0.636,6,39,1141,855,8.247
40,"+2","MAROON 5 Never Gonna Leave This Bed",1078,39,204,-7,4.019,0.061,8,40,1078,312,4.019
41,"=","BRITNEY SPEARS Hold It Against Me",1069,14,-86,39,8.413,0.228,8,37,1171,0,8.927
42,"-3","KANYE WEST All Of The Lights",1058,-27,-99,-28,7.062,-0.038,8,37,1170,71,7.48
43,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",1046,74,489,16,4.708,0.289,8,43,1046,489,4.708
44,"+1","THE READY SET Young Forever",951,27,75,28,2.336,0.043,8,41,951,75,2.336
45,"-1","THIRTY SECONDS TO MARS Closer To The Edg...",863,-65,-527,-2,3.111,-0.159,8,34,1390,0,4.829
46,"=","NEON TREES Your Surrender",802,8,126,-22,1.906,0.004,8,43,802,173,1.906
47,"+1","RIHANNA California King Bed",697,85,544,30,4.813,0.31,3,47,697,544,4.813
48,"-1","FAR EAST MOVEMENT If I Was You (OMG) f/S...",653,0,19,-1,2.013,-0.047,8,45,653,108,2.201
49,"=","THE BAND PERRY If I Die Young",602,12,111,-8,2.118,0.062,8,48,602,127,2.118
50,"=","T-PAIN Best Love Song f/Chris Brown",519,16,-26,21,2.245,0.133,6,47,544,54,2.403
