"Title","Artist","Spins"
"All Of Me","JOHN LEGEND",15848
"Not A Bad Thing","JUSTIN TIMBERLAKE",15521
"Talk Dirty f/2 Chainz","JASON DERULO",12756
"Ain't It Fun","PARAMORE",12512
"Fancy f/Charlie XCX","IGGY AZALEA",10769
"Sing","ED SHEERAN",10225
"Turn Down For What","DJ SNAKE & LIL JON",10145
"Best Day Of My Life","AMERICAN AUTHORS",10055
"Me And My Broken Heart","RIXTON",10008
"Dark Horse","KATY PERRY",8510
"La La La f/Sam Smith","NAUGHTY BOY",8475
"Happy","PHARRELL WILLIAMS",8029
"Summer","CALVIN HARRIS",7946
"Birthday","KATY PERRY",7804
"Problem f/Iggy Azalea","ARIANA GRANDE",7131
"Classic","MKTO",6535
"Wild Wild Love f/GRL","PITBULL",6448
"Am I Wrong","NICO & VINZ",6419
"Red Lights","TIESTO",5855
"She Looks So Perfect","5 SECONDS OF SUMMER",5640
"Latch f/Sam Smith","DISCLOSURE",4198
"Sleeping With A Friend","NEON TREES",3868
"Rude","MAGIC!",3751
"You & I","ONE DIRECTION",2706
"The Big Bang","KATY TIZ",2357
"Come With Me Now","KONGOS",2352
"Stay With Me","SAM SMITH",2272
"Empire","SHAKIRA",2049
"Animals","MARTIN GARRIX",1704
"Wiggle f/Snoop Dogg","JASON DERULO",1563
"Human","CHRISTINA PERRI",1466
"Ten Feet Tall f/Wrabel","AFROJACK",1449
"I'm Ready","AJR",1341
"The Man","ALOE BLACC",1315
"Love Runs Out","ONEREPUBLIC",1293
"Tennis Court","LORDE",1264
"Chandelier","SIA",1124
"Don't Say Goodnight","HOT CHELLE RAE",1097
"Show Me f/Chris Brown","KID INK",1085
"Love Never Felt So Good","M. JACKSON & J. TIMBERLAKE",1028
"Mmm Yeah f/Pitbull","AUSTIN MAHONE",983
"Forever","HAIM",972
"Na Na","TREY SONGZ",966
"Crazy Stupid Love","MY CRAZY GIRLFRIEND",952
"Loyal f/Lil' Wayne","CHRIS BROWN",830
"First Love","JENNIFER LOPEZ",728
"Shower","BECKY G",663
"Wasted","TIESTO",621
"Sirens","CHER LLOYD",584
"(I Can't) Forget About You","R5",581
