"Title","Artist","Spins"
"Stressed Out","TWENTY ONE PILOTS",6486
"When We Were Young","ADELE",5973
"Stand By You","RACHEL PLATTEN",5734
"Love Yourself","JUSTIN BIEBER",5573
"Stitches","SHAWN MENDES",5019
"Let It Go","JAMES BAY",4428
"Same Old Love","SELENA GOMEZ",4300
"Sorry","JUSTIN BIEBER",4284
"Hello","ADELE",4077
"One Call Away","CHARLIE PUTH",4068
"Ex's and Oh's","ELLE KING",3934
"7 Years","LUKAS GRAHAM",3752
"Cake By The Ocean","DNCE",3075
"Adventure Of A Lifetime","COLDPLAY",2641
"Something In The Way You Move","ELLIE GOULDING",2298
"Hide Away","DAYA",2152
"Here","ALESSIA CARA",2113
"America's Sweetheart","ELLE KING",1779
"Out Of The Woods","TAYLOR SWIFT",1657
"In The Night","THE WEEKND",1655
"New Romantics","TAYLOR SWIFT",1530
"Electric Love","BORNS",1495
"Make Me Like You","GWEN STEFANI",1480
"Brand New","BEN RECTOR",1381
"Die A Happy Man","THOMAS RHETT",1186
"Oasis","A GREAT BIG WORLD",1167
"Walking On A Dream","EMPIRE OF THE SUN",887
"Roses f/Rozes","THE CHAINSMOKERS",813
"Fire And The Flood","VANCE JOY",697
"Can't Help Falling In Love","HALEY REINHART",606
"Rise Up","ANDRA DAY",587
"Lost Boy","RUTH B.",564
"Confident","DEMI LOVATO",480
"First","COLD WAR KIDS",473
"Perfect","ONE DIRECTION",453
"Sugar f/Francesco Yates","ROBIN SCHULZ",441
"Pride","AMERICAN AUTHORS",435
"Hands To Myself","SELENA GOMEZ",421
"I Know What You Did Last...","SHAWN MENDES & CAMILA CABELLO",412
"I Took A Pill In Ibiza","MIKE POSNER",411
"Irresistible f/Demi Lovato","FALL OUT BOY",411
"One Love","MARIANAS TRENCH",396
"Piece By Piece","KELLY CLARKSON",390
"Burning House","CAM",366
"My House","FLO RIDA",356
"Pillowtalk","ZAYN",330
"Unsteady","X AMBASSADORS",276
"Catch & Release","MATT SIMONS",248
"Over And Over Again f/A.Grande","NATHAN SYKES",241
"Torches","DAUGHTRY",239
