"Title","Artist","Spins"
"Royals","LORDE",5994
"Wake Me Up","AVICII",5955
"Roar","KATY PERRY",5263
"Brave","SARA BAREILLES",5115
"Counting Stars","ONEREPUBLIC",4992
"Demons","IMAGINE DRAGONS",4748
"Let Her Go","PASSENGER",4253
"Everything Has .....","TAYLOR SWIFT",3829
"Applause","LADY GAGA",3574
"Safe And Sound","CAPITAL CITIES",3354
"Wrecking Ball","MILEY CYRUS",3176
"Still Into You","PARAMORE",3096
"Unconditionally","KATY PERRY",2349
"Best Day Of My Li...","AMERICAN AUTHORS",2301
"Waiting For Super...","DAUGHTRY",1912
"True Love f/Lily ...","PINK",1819
"Who You Love f/Ka...","JOHN MAYER",1554
"Come To Me","GOO GOO DOLLS",1520
"Love Don't Die","FRAY",1513
"Sweater Weather","NEIGHBOURHOOD",1432
"Out Of My League","FITZ & THE TANTRU...",1416
"Clarity f/Foxes","ZEDD",1390
"Gorilla","BRUNO MARS",1300
"Summertime Sadnes...","LANA DEL REY",1293
"My Kind Of Love","EMELI SANDE",1254
"Hold On We're Goi...","DRAKE F/MAJID JOR...",1135
"Say Something","A GREAT BIG WORLD",1075
"Let Me Go f/Chad ...","AVRIL LAVIGNE",1047
"Love Me Again","JOHN NEWMAN",911
"What If","FIVE FOR FIGHTING",702
"365 Days","ZZ WARD",565
"Pompeii","BASTILLE",545
"Slow Down","SELENA GOMEZ",475
"Sail","AWOLNATION",467
"Bonfire Heart","JAMES BLUNT",455
"In A World Like T...","BACKSTREET BOYS",388
"Marry Me","JASON DERULO",366
"Make A Move","GAVIN DEGRAW",349
"The Giving Tree","PLAIN WHITE T'S",336
"Sirens","PEARL JAM",320
"TKO","JUSTIN TIMBERLAKE",312
"Lucky Strike","MAROON 5",302
"Here's To Us","HALESTORM",250
"We Remain","CHRISTINA AGUILER...",179
"You're Not Alone","MARIE MILLER",164
"Ways To Go","GROUPLOVE",160
"Rough Water f/Jas...","TRAVIE MCCOY",160
"Stay The Night f/...","ZEDD",153
"Same Love f/Mary ...","MACKLEMORE & RYAN...",129
"Timber f/Ke$ha","PITBULL",126
