"Title","Artist","Spins"
"Ho Hey","LUMINEERS",5245
"Try","PINK",5086
"I Knew You Were Troubl...","TAYLOR SWIFT",4808
"Locked Out Of Heaven","BRUNO MARS",4430
"Catch My Breath","KELLY CLARKSON",3975
"Little Talks","OF MONSTERS AND MEN",3765
"Home","PHILLIP PHILLIPS",3532
"Daylight","MAROON 5",3409
"It's Time","IMAGINE DRAGONS",3330
"I Will Wait","MUMFORD & SONS",3265
"Girl On Fire","ALICIA KEYS",2506
"Wanted","HUNTER HAYES",2138
"Carry On","FUN.",2097
"Madness","MUSE",2074
"Mermaid","TRAIN",2041
"Overjoyed","MATCHBOX TWENTY",1760
"Suit & Tie f/JAY Z","JUSTIN TIMBERLAKE",1389
"Hall Of Fame f/will.i....","THE SCRIPT",1351
"Don't You Worry Child","SWEDISH HOUSE MAFIA",1299
"Lessons In Love (All D...","NEON TREES",1258
"When I Was Your Man","BRUNO MARS",1196
"Because We Can","BON JOVI",1047
"Next To Me","EMELI SANDE",880
"Come Along f/CeeLo Gre...","VICCI MARTINEZ",868
"Take A Walk","PASSION PIT",783
"Between The Raindrops","LIFEHOUSE F/N. BEDINGF...",762
"Diamonds","RIHANNA",702
"Just A Fool","C. AGUILERA & B. SHELT...",507
"Beauty And A Beat f/N....","JUSTIN BIEBER",494
"Die Young","KE$HA",470
"If I Lose Myself","ONEREPUBLIC",458
"C'mon","KE$HA",422
"Rebel Beat","GOO GOO DOLLS",419
"Let Me Love You","NE-YO",399
"Scream And Shout","WILL.I.AM F/BRITNEY SP...",386
"Sweet Nothing f/Floren...","CALVIN HARRIS",371
"Skyfall","ADELE",328
"Lego House","ED SHEERAN",311
"Gone, Gone, Gone","PHILLIP PHILLIPS",287
"Troublemaker f/Flo Rid...","OLLY MURS",273
"Picking Up The Pieces","PALOMA FAITH",258
"Heartbeat Slowing Down","ALL-AMERICAN REJECTS",234
"Don't Stop The Party","PITBULL",216
"Closer","TEGAN AND SARA",198
"Back It Up","CARO EMERALD",197
"We Come Running","YOUNGBLOOD HAWKE",158
"Stay f/Mikky Ekko","RIHANNA",150
"Can't Stop Lovin' You","AEROSMITH",112
"Anything Could Happen","ELLIE GOULDING",109
"I Could Be A King","THE DUNWELLS",96
