"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",5054,"-52",-288,"-1",27.918,"+0.059",58,1,5540,342,29.393
2,"=","BRUNO MARS Lazy Song",4399,"+54",191,"+1",22.372,"+0.113",58,2,4399,564,22.372
3,"=","ONEREPUBLIC Good Life",4077,"+31",190,"-22",19.905,"+0.531",58,3,4077,408,19.905
4,"=","MAROON 5 Never Gonna Leave This Bed",3685,"+66",-76,"+78",18.678,"+0.390",58,4,3782,246,18.678
5,"=","LADY GAGA The Edge Of Glory",3503,"+111",481,"+22",19.133,"+0.415",50,5,3503,631,19.133
6,"+1","ANDY GRAMMER Keep Your Head Up",3363,"+72",46,"+75",15.14,"+0.183",58,6,3363,291,15.14
7,"-1","KATY PERRY E.T.",3324,"-7",-501,"+72",17.108,"-0.309",58,2,4417,523,23.302
8,"=","PINK F**kin' Perfect (Perfect)",3224,"+23",-312,"+76",18.518,"+0.013",58,2,4534,67,24.858
9,"=","TRAIN Save Me San Francisco",2886,"+55",72,"+17",12.507,"+0.222",58,9,2886,355,12.507
10,"=","THE SCRIPT For The First Time",2852,"+37",-298,"+86",16.061,"+0.033",58,3,4317,123,21.065
11,"=","JASON ALDEAN/KELLY CLARKSON Don't You Wa...",2560,"+51",125,"+21",13.953,"+0.378",58,11,2560,328,13.953
12,"=","BLACK EYED PEAS Just Can't Get Enough",2182,"+3",86,"-24",12.576,"+0.199",58,12,2182,292,12.576
13,"+1","COLDPLAY Every Teardrop Is A Waterfall",1943,"-11",318,"-103",9.231,"+0.090",30,13,1954,560,9.231
14,"+1","PARACHUTE Something To Believe In",1941,"+12",8,"+5",6.993,"-0.025",58,13,1947,189,7.062
15,"-2","CEE LO GREEN F**k You (Forget You)",1933,"-36",-387,"+25",10.497,"-0.177",58,4,3721,0,19.447
16,"=","KATY PERRY Last Friday Night (T.G.I.F.)",1911,"+63",574,"-46",11.306,"+0.356",26,16,1911,703,11.306
17,"+2","HOT CHELLE RAE Tonight Tonight",1446,"+61",296,"+8",6.188,"+0.312",47,17,1446,305,6.188
18,"-1","STEVEN TYLER (It) Feels So Good",1442,"+7",39,"+6",5.859,"-0.021",54,16,1442,270,5.88
19,"-1","THE BAND PERRY If I Die Young",1422,"+35",253,"-23",6.404,"+0.236",41,18,1422,307,6.404
20,"=","CHRISTINA PERRI Arms",1314,"+27",174,"-5",3.601,"+0.118",58,20,1314,179,3.601
21,"=","JESSIE J Price Tag f/B.O.B",1240,"+32",75,"+34",6.056,"+0.109",58,18,1240,162,6.056
