"Title","Artist","Spins"
"Wake Me Up","AVICII",5957
"Demons","IMAGINE DRAGONS",5587
"Counting Stars","ONEREPUBLIC",5402
"Royals","LORDE",5341
"Let Her Go","PASSENGER",4677
"Roar","KATY PERRY",4539
"Wrecking Ball","MILEY CYRUS",3835
"Brave","SARA BAREILLES",3715
"Best Day Of My Li...","AMERICAN AUTHORS",3162
"Unconditionally","KATY PERRY",3061
"Applause","LADY GAGA",2642
"Love Don't Die","FRAY",2407
"Waiting For Super...","DAUGHTRY",2157
"Everything Has .....","TAYLOR SWIFT",2156
"Sweater Weather","NEIGHBOURHOOD",1972
"Out Of My League","FITZ & THE TANTRU...",1926
"Say Something","A GREAT BIG WORLD",1889
"Come To Me","GOO GOO DOLLS",1815
"Who You Love f/Ka...","JOHN MAYER",1619
"Hold On We're Goi...","DRAKE F/MAJID JOR...",1586
"Let Me Go f/Chad ...","AVRIL LAVIGNE",1335
"True Love f/Lily ...","PINK",1220
"Love Me Again","JOHN NEWMAN",1138
"My Kind Of Love","EMELI SANDE",1110
"Pompeii","BASTILLE",1075
"Hold On","COLBIE CAILLAT",727
"Make A Move","GAVIN DEGRAW",699
"Slow Down","SELENA GOMEZ",682
"Marry Me","JASON DERULO",659
"365 Days","ZZ WARD",634
"Bonfire Heart","JAMES BLUNT",466
"Sirens","PEARL JAM",429
"TKO","JUSTIN TIMBERLAKE",423
"What If","FIVE FOR FIGHTING",411
"Sail","AWOLNATION",401
"The Giving Tree","PLAIN WHITE T'S",398
"Human","CHRISTINA PERRI",382
"Stay The Night f/...","ZEDD",379
"Summertime Sadnes...","LANA DEL REY",366
"Lucky Strike","MAROON 5",355
"Story Of My Life","ONE DIRECTION",354
"Do What U Want f/...","LADY GAGA",313
"Timber f/Ke$ha","PITBULL",308
"The Monster f/Rih...","EMINEM",245
"Ways To Go","GROUPLOVE",220
"Gorilla","BRUNO MARS",215
"All Of Me","JOHN LEGEND",187
"Fight","LEE DEWYZE",158
"Team","LORDE",152
"If I Loved You","DELTA RAE",138
